Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,5.8,31.68
Bremen-Flughafen,Wolkenlos,10.5,24.12
Cuxhaven,Wolkenlos,8.7,25.56
Emden-Flughafen,Wolkenlos,10.5,21.24
Greifswald,Wolkenlos,7.5,27.0
Hamburg-Fuhlsbüttel,Wolkenlos,10.2,20.88
Hannover-Langenhagen,Wolkenlos,10.6,28.8
Helgoland,Wolkenlos,7.9,18.72
Kiel-Holtenau,Wolkenlos,8.2,28.44
List auf Sylt,Wolkenlos,9.4,19.08
Marnitz,Wolkenlos,10.2,12.6
Norderney,Wolkenlos,8.9,26.64
Rostock-Warnemünde,Wolkenlos,10.3,11.16
Schleswig,Wolkenlos,8.4,21.96
Schwerin,Wolkenlos,10.3,18.0
Westermarkelsdorf,Wolkenlos,7.7,25.92
Angermünde,Leicht Bewölkt,9.9,20.88
Berlin-Tegel,Leicht Bewölkt,10.6,22.68
Brocken,Wolkenlos,0.2,45.36
Cottbus,-,6.4,13.32
Dresden-Klotzsche,Stark Bewölkt,8.7,31.32
Erfurt-Bindersleben,Wolkig,9.3,25.92
Fichtelberg,Stark Bewölkt,-0.5,52.56
Gera-Leumnitz,Bedeckt,9.1,37.08
Görlitz,-,5.8,12.24
Leipzig-Schkeuditz,Stark Bewölkt,10.4,32.76
Lindenberg,Wolkenlos,10.5,13.32
Magdeburg,Wolkenlos,11.1,15.84
Meiningen,Wolkig,8.6,21.6
Neuruppin-Alt Ruppin,-,5.4,15.48
Potsdam,-,5.2,14.04
Augsburg-Mühlhausen,Wolkig,7.7,29.16
Bamberg,Bedeckt,9.0,18.0
Feldberg/Schwarzwald,Leicht Bewölkt,-2.0,25.92
Freudenstadt,Bedeckt,3.7,16.92
Fürstenzell,-,4.1,35.28
Grosser Arber,Bedeckt,-0.4,32.04
Hof Hohensaas,Niederschlag,6.8,22.32
Hohenpeissenberg,Bedeckt,0.1,13.32
Kempten,Bedeckt,3.0,12.96
Konstanz,Bedeckt,4.6,14.76
Lahr,Bedeckt,9.7,18.0
Mannheim,Bedeckt,10.5,17.64
München-Flughafen,Stark Bewölkt,8.0,33.48
Nürnberg-Flughafen,Stark Bewölkt,7.8,17.64
Oberstdorf,Bedeckt,2.5,4.68
Oehringen,Bedeckt,8.6,19.8
Regensburg,Bedeckt,9.6,14.76
Rheinstetten,Trocken,9.3,19.08
Straubing,Bedeckt,9.1,36.0
Stuttgart-Echterdingen,Stark Bewölkt,7.1,17.64
Weiden,Bedeckt,6.4,26.64
Würzburg,Bedeckt,8.9,22.68
Zugspitze,Gefrierender Nebel,-9.2,41.4
Aachen,-,4.7,28.08
Bad Lippspringe,Wolkenlos,10.1,28.8
Düsseldorf-Flughafen,Wolkenlos,11.3,29.16
Frankfurt/M.-Flughafen,Wolkig,10.6,23.04
Fritzlar,Leicht Bewölkt,8.9,21.6
Gießen Wettenberg,Wolkenlos,9.4,26.28
Hahn-Flughafen,Trocken,6.3,26.64
Kahler Asten,Wolkenlos,3.2,25.2
Köln-Wahn,Leicht Bewölkt,11.3,18.72
Münster/Osnabrück-Flughafen,Wolkenlos,10.4,20.52
Nürburg-Barweiler,Wolkenlos,6.7,16.56
Offenbach/Wetterpark,Stark Bewölkt,10.6,14.04
Saarbrücken/Ensheim,Stark Bewölkt,7.9,23.04
Trier-Petrisberg,Wolkenlos,9.6,20.88
Wasserkuppe,Stark Bewölkt,4.3,19.44
