Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,7.3,38.88
Bremen-Flughafen,Stark Bewölkt,9.5,20.88
Cuxhaven,Stark Bewölkt,7.7,29.16
Emden-Flughafen,Bedeckt,8.3,19.08
Greifswald,Wolkig,8.7,33.84
Hamburg-Fuhlsbüttel,Wolkig,8.8,29.16
Hannover-Langenhagen,Stark Bewölkt,9.0,20.88
Helgoland,Stark Bewölkt,7.2,25.2
Kiel-Holtenau,Wolkig,8.4,23.4
List auf Sylt,Bedeckt,6.4,33.84
Marnitz,Regen,5.8,20.88
Norderney,Wolkenlos,7.8,18.36
Rostock-Warnemünde,Wolkenlos,7.9,26.64
Schleswig,Stark Bewölkt,6.0,21.24
Schwerin,Wolkig,9.1,28.08
Westermarkelsdorf,Wolkig,7.2,37.44
Angermünde,Regen,9.1,20.52
Berlin-Tegel,Regenschauer,10.6,25.56
Brocken,Stark Bewölkt,0.3,23.76
Cottbus,Stark Bewölkt,11.0,19.08
Dresden-Klotzsche,Stark Bewölkt,8.9,20.52
Erfurt-Bindersleben,Stark Bewölkt,8.2,14.76
Fichtelberg,Leichter Schneefall,0.2,17.28
Gera-Leumnitz,Bedeckt,7.2,12.6
Görlitz,Bedeckt,8.9,15.84
Leipzig-Schkeuditz,Stark Bewölkt,9.0,16.56
Lindenberg,Stark Bewölkt,9.8,23.76
Magdeburg,Bedeckt,10.2,12.6
Meiningen,Regen,8.6,11.16
Neuruppin-Alt Ruppin,Regen,8.9,21.96
Potsdam,Stark Bewölkt,11.3,20.52
Augsburg-Mühlhausen,Wolkig,11.2,8.279999
Bamberg,Wolkig,10.2,9.72
Feldberg/Schwarzwald,Stark Bewölkt,1.4,11.88
Freudenstadt,Bedeckt,7.0,12.6
Fürstenzell,Bedeckt,11.4,14.76
Grosser Arber,Bedeckt,2.8,15.84
Hof Hohensaas,Bedeckt,6.9,12.96
Hohenpeissenberg,Wolkenlos,9.8,11.16
Kempten,Trockener Dunst,11.4,15.48
Konstanz,Wolkenlos,13.5,12.6
Lahr,Bedeckt,12.6,12.6
Mannheim,Bedeckt,13.4,13.32
München-Flughafen,Wolkig,11.3,18.0
Nürnberg-Flughafen,Stark Bewölkt,10.9,16.2
Oberstdorf,Leicht Bewölkt,11.8,15.12
Oehringen,Stark Bewölkt,12.8,14.76
Regensburg,Bedeckt,12.1,10.08
Rheinstetten,Trocken,12.2,14.76
Straubing,Stark Bewölkt,11.4,9.36
Stuttgart-Echterdingen,Stark Bewölkt,10.5,14.76
Weiden,Bedeckt,8.3,9.0
Würzburg,Bedeckt,10.7,24.48
Zugspitze,Schneegriesel,-8.1,5.4
Aachen,Stark Bewölkt,8.6,25.56
Bad Lippspringe,Stark Bewölkt,8.9,13.32
Düsseldorf-Flughafen,Stark Bewölkt,10.8,20.88
Frankfurt/M.-Flughafen,Stark Bewölkt,12.2,20.88
Fritzlar,-,7.7,7.2
Gießen Wettenberg,Stark Bewölkt,10.5,13.68
Hahn-Flughafen,Trocken,8.0,20.52
Kahler Asten,Schnee,2.2,17.64
Köln-Wahn,Stark Bewölkt,10.7,16.2
Münster/Osnabrück-Flughafen,Stark Bewölkt,9.0,12.24
Nürburg-Barweiler,Bedeckt,7.2,18.0
Offenbach/Wetterpark,Bedeckt,12.4,15.12
Saarbrücken/Ensheim,Stark Bewölkt,10.0,12.24
Trier-Petrisberg,Bedeckt,10.4,12.6
Wasserkuppe,Stark Bewölkt,5.2,18.0
