Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkig,15.4,7.56
Bremen-Flughafen,Stark Bewölkt,25.9,10.44
Cuxhaven,Bedeckt,23.0,24.48
Emden-Flughafen,Stark Bewölkt,24.3,14.76
Greifswald,Wolkenlos,17.1,21.96
Hamburg-Fuhlsbüttel,Stark Bewölkt,25.3,18.36
Hannover-Langenhagen,Stark Bewölkt,25.0,22.68
Helgoland,Bedeckt,18.8,16.92
Kiel-Holtenau,Bedeckt,22.7,21.96
List auf Sylt,Wolkig,22.3,28.44
Marnitz,Stark Bewölkt,24.5,10.8
Norderney,Bedeckt,17.3,36.36
Rostock-Warnemünde,Niederschlag,19.8,19.44
Schleswig,Wolkenlos,23.3,15.12
Schwerin,Bedeckt,24.1,7.2
Westermarkelsdorf,Bedeckt,18.2,19.8
Angermünde,Wolkenlos,21.2,9.36
Berlin-Tegel,Wolkig,23.8,10.08
Brocken,Regen,14.1,11.16
Cottbus,Wolkenlos,21.9,8.279999
Dresden-Klotzsche,Wolkig,22.2,7.2
Erfurt-Bindersleben,Niederschlag,25.4,10.08
Fichtelberg,Bedeckt,16.7,14.76
Gera-Leumnitz,Stark Bewölkt,24.4,7.56
Görlitz,Wolkenlos,21.5,9.36
Leipzig-Schkeuditz,Stark Bewölkt,25.7,6.48
Lindenberg,Wolkenlos,21.5,10.08
Magdeburg,Stark Bewölkt,25.1,8.64
Meiningen,Stark Bewölkt,19.6,15.12
Neuruppin-Alt Ruppin,Leicht Bewölkt,23.5,7.92
Potsdam,Wolkig,25.2,11.88
Augsburg-Mühlhausen,Stark Bewölkt,24.5,6.84
Bamberg,Wolkenlos,26.1,6.84
Feldberg/Schwarzwald,Wolkig,14.0,19.44
Freudenstadt,Bedeckt,20.4,8.64
Fürstenzell,Bedeckt,22.9,13.68
Grosser Arber,Stark Bewölkt,16.3,14.76
Hof Hohensaas,Stark Bewölkt,22.7,4.68
Hohenpeissenberg,Wolkig,20.0,9.36
Kempten,Stark Bewölkt,22.5,10.44
Konstanz,Stark Bewölkt,25.0,10.44
Lahr,Bedeckt,25.8,15.84
Mannheim,Stark Bewölkt,27.8,9.36
München-Flughafen,Stark Bewölkt,24.3,9.72
Nürnberg-Flughafen,Stark Bewölkt,25.5,5.76
Oberstdorf,Stark Bewölkt,21.7,11.16
Oehringen,Stark Bewölkt,26.2,9.72
Regensburg,Bedeckt,25.2,6.48
Rheinstetten,Wolkenlos,28.1,11.52
Straubing,Wolkig,24.4,7.56
Stuttgart-Echterdingen,Gewitter,23.6,6.12
Weiden,Stark Bewölkt,23.7,5.76
Würzburg,Leicht Bewölkt,25.2,10.8
Zugspitze,Stark Bewölkt,3.3,3.6
Aachen,Stark Bewölkt,21.5,14.76
Bad Lippspringe,Bedeckt,23.1,3.6
Düsseldorf-Flughafen,Stark Bewölkt,23.3,21.6
Frankfurt/M.-Flughafen,Wolkig,27.8,7.56
Fritzlar,Stark Bewölkt,23.9,3.6
Gießen Wettenberg,Wolkenlos,24.8,10.44
Hahn-Flughafen,Trocken,22.2,8.64
Kahler Asten,Stark Bewölkt,20.7,14.4
Köln-Wahn,Stark Bewölkt,24.3,9.72
Münster/Osnabrück-Flughafen,Stark Bewölkt,24.2,14.4
Nürburg-Barweiler,Stark Bewölkt,18.7,8.64
Offenbach/Wetterpark,Stark Bewölkt,26.2,4.32
Saarbrücken/Ensheim,Wolkig,25.3,6.48
Trier-Petrisberg,Wolkig,26.3,12.6
Wasserkuppe,Stark Bewölkt,20.4,9.36
