Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,8.8,27.72
Bremen-Flughafen,Wolkenlos,19.7,17.64
Cuxhaven,Wolkenlos,19.6,13.32
Emden-Flughafen,Wolkenlos,20.2,17.28
Greifswald,Wolkenlos,18.0,15.48
Hamburg-Fuhlsbüttel,Wolkenlos,18.7,21.6
Hannover-Langenhagen,Wolkenlos,19.5,16.92
Helgoland,Wolkenlos,10.5,17.64
Kiel-Holtenau,Wolkenlos,17.0,16.2
List auf Sylt,Wolkenlos,13.1,26.28
Marnitz,Wolkenlos,17.9,16.2
Norderney,Wolkenlos,19.5,18.72
Rostock-Warnemünde,Wolkenlos,18.1,15.84
Schleswig,Wolkenlos,17.8,14.04
Schwerin,Wolkenlos,18.9,9.72
Westermarkelsdorf,Wolkenlos,15.6,25.56
Angermünde,Wolkenlos,18.9,25.92
Berlin-Tegel,Wolkenlos,19.8,23.4
Brocken,Wolkenlos,12.5,24.48
Cottbus,Wolkenlos,20.4,20.16
Dresden-Klotzsche,Wolkenlos,17.7,25.92
Erfurt-Bindersleben,Wolkenlos,18.4,5.76
Fichtelberg,Wolkenlos,10.6,17.28
Gera-Leumnitz,Wolkenlos,18.7,14.04
Görlitz,Wolkenlos,18.3,28.44
Leipzig-Schkeuditz,Wolkenlos,17.7,16.56
Lindenberg,Wolkenlos,19.3,14.04
Magdeburg,Wolkenlos,19.0,15.48
Meiningen,Wolkenlos,16.4,9.72
Neuruppin-Alt Ruppin,Wolkenlos,19.0,15.12
Potsdam,Wolkenlos,20.2,11.52
Augsburg-Mühlhausen,Wolkenlos,17.6,7.56
Bamberg,Wolkenlos,17.0,5.04
Feldberg/Schwarzwald,Leicht Bewölkt,10.2,7.56
Freudenstadt,Wolkenlos,16.7,5.4
Fürstenzell,Wolkenlos,18.2,7.92
Grosser Arber,Wolkenlos,10.0,18.0
Hof Hohensaas,Wolkenlos,16.9,10.08
Hohenpeissenberg,Wolkenlos,16.9,4.32
Kempten,Wolkenlos,17.1,8.64
Konstanz,Wolkenlos,18.9,4.32
Lahr,Wolkenlos,20.6,13.68
Mannheim,Wolkenlos,19.9,11.16
München-Flughafen,Wolkenlos,17.5,5.4
Nürnberg-Flughafen,Wolkenlos,16.8,6.48
Oberstdorf,Wolkenlos,17.9,9.0
Oehringen,Wolkenlos,18.3,9.36
Regensburg,Wolkenlos,20.1,7.92
Rheinstetten,Trocken,19.9,14.4
Straubing,Wolkenlos,17.9,10.8
Stuttgart-Echterdingen,Leicht Bewölkt,18.2,7.92
Weiden,Wolkenlos,18.2,8.64
Würzburg,Wolkenlos,18.5,3.96
Zugspitze,Wolkenlos,-1.4,19.44
Aachen,Wolkenlos,19.7,21.96
Bad Lippspringe,Wolkenlos,21.4,14.4
Düsseldorf-Flughafen,Wolkenlos,21.6,19.8
Frankfurt/M.-Flughafen,Wolkenlos,19.5,13.32
Fritzlar,Wolkenlos,18.5,18.0
Gießen Wettenberg,Wolkenlos,18.2,9.36
Hahn-Flughafen,Trocken,17.5,22.68
Kahler Asten,Wolkenlos,16.2,32.4
Köln-Wahn,Wolkenlos,21.5,25.2
Münster/Osnabrück-Flughafen,Wolkenlos,22.0,11.16
Nürburg-Barweiler,Wolkenlos,17.4,17.28
Offenbach/Wetterpark,Wolkenlos,19.1,14.76
Saarbrücken/Ensheim,Wolkenlos,18.8,24.48
Trier-Petrisberg,Wolkenlos,19.9,24.48
Wasserkuppe,Wolkenlos,16.7,14.4
