Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,7.8,13.32
Bremen-Flughafen,Leicht Bewölkt,10.9,26.64
Cuxhaven,Wolkenlos,7.8,29.52
Emden-Flughafen,Leicht Bewölkt,9.6,30.24
Greifswald,Wolkenlos,11.7,15.84
Hamburg-Fuhlsbüttel,Wolkenlos,11.4,18.0
Hannover-Langenhagen,Leicht Bewölkt,12.5,21.6
Helgoland,Wolkenlos,7.9,36.72
Kiel-Holtenau,Wolkenlos,9.1,14.04
List auf Sylt,Wolkenlos,8.7,48.6
Marnitz,Wolkenlos,13.0,13.68
Norderney,Stark Bewölkt,7.5,37.44
Rostock-Warnemünde,Wolkenlos,7.6,16.56
Schleswig,Wolkenlos,10.9,14.4
Schwerin,Wolkenlos,11.0,15.48
Westermarkelsdorf,Wolkenlos,5.8,22.32
Angermünde,Wolkenlos,13.4,17.28
Berlin-Tegel,Wolkenlos,14.6,17.28
Brocken,Wolkenlos,2.9,23.04
Cottbus,Wolkenlos,14.7,11.52
Dresden-Klotzsche,Wolkenlos,12.5,20.16
Erfurt-Bindersleben,Wolkenlos,12.7,15.84
Fichtelberg,Wolkenlos,7.1,19.44
Gera-Leumnitz,Wolkenlos,12.4,12.24
Görlitz,Wolkenlos,14.0,11.88
Leipzig-Schkeuditz,Wolkenlos,12.5,12.96
Lindenberg,Wolkenlos,12.7,13.32
Magdeburg,Wolkenlos,14.4,8.64
Meiningen,Wolkenlos,12.6,18.0
Neuruppin-Alt Ruppin,Wolkenlos,13.9,16.56
Potsdam,Wolkenlos,14.4,16.2
Augsburg-Mühlhausen,Wolkenlos,14.4,15.84
Bamberg,Wolkenlos,16.7,16.2
Feldberg/Schwarzwald,Wolkenlos,5.7,15.12
Freudenstadt,Wolkenlos,12.2,10.8
Fürstenzell,Wolkenlos,14.5,11.16
Grosser Arber,Wolkenlos,6.1,12.6
Hof Hohensaas,Wolkenlos,11.4,18.72
Hohenpeissenberg,Wolkenlos,11.2,8.279999
Kempten,Wolkenlos,13.8,7.2
Konstanz,Wolkenlos,14.1,7.2
Lahr,Wolkenlos,15.0,12.24
Mannheim,Wolkenlos,18.1,15.84
München-Flughafen,Wolkenlos,14.1,11.88
Nürnberg-Flughafen,Leicht Bewölkt,16.5,10.8
Oberstdorf,Leicht Bewölkt,14.2,18.0
Oehringen,Wolkenlos,16.9,10.08
Regensburg,Wolkenlos,17.5,7.92
Rheinstetten,Trocken,16.4,17.28
Straubing,Wolkenlos,15.4,6.12
Stuttgart-Echterdingen,Wolkenlos,14.2,11.88
Weiden,Wolkig,15.9,8.279999
Würzburg,Wolkenlos,17.4,12.6
Zugspitze,Stark Bewölkt,-5.7,5.04
Aachen,Wolkenlos,13.4,21.6
Bad Lippspringe,Wolkenlos,12.7,13.68
Düsseldorf-Flughafen,Wolkenlos,13.8,25.2
Frankfurt/M.-Flughafen,Wolkenlos,17.0,20.52
Fritzlar,-,14.0,14.4
Gießen Wettenberg,Wolkenlos,15.6,19.08
Hahn-Flughafen,Trocken,14.4,15.84
Kahler Asten,Wolkenlos,9.4,18.72
Köln-Wahn,Wolkenlos,16.5,27.0
Münster/Osnabrück-Flughafen,Wolkenlos,12.3,21.6
Nürburg-Barweiler,Wolkenlos,13.3,19.08
Offenbach/Wetterpark,Wolkenlos,17.1,15.48
Saarbrücken/Ensheim,Wolkenlos,17.3,19.8
Trier-Petrisberg,Wolkenlos,17.4,18.36
Wasserkuppe,Wolkenlos,10.3,20.88
