Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,8.4,9.0
Bremen-Flughafen,Regen,9.3,17.64
Cuxhaven,Leicht Bewölkt,9.7,19.8
Emden-Flughafen,Stark Bewölkt,8.6,24.48
Greifswald,Leichter Regenschauer,7.5,6.84
Hamburg-Fuhlsbüttel,Leichter Regen,8.1,9.36
Hannover-Langenhagen,Wolkig,12.3,9.72
Helgoland,Leicht Bewölkt,8.6,24.84
Kiel-Holtenau,Leichter Sprühregen,7.3,18.0
List auf Sylt,Wolkig,11.8,26.64
Marnitz,Bedeckt,11.4,7.92
Norderney,Wolkig,8.9,30.6
Rostock-Warnemünde,Leichter Regen,8.0,8.64
Schleswig,Leichter Regen,7.3,16.56
Schwerin,Regen,10.7,14.76
Westermarkelsdorf,Regen,7.7,11.52
Angermünde,Bedeckt,12.3,9.72
Berlin-Tegel,Stark Bewölkt,12.3,12.96
Brocken,Bedeckt,3.1,10.08
Cottbus,Stark Bewölkt,12.8,9.0
Dresden-Klotzsche,Stark Bewölkt,12.3,11.88
Erfurt-Bindersleben,Stark Bewölkt,12.0,10.8
Fichtelberg,Bedeckt,6.7,8.64
Gera-Leumnitz,Wolkig,12.8,8.64
Görlitz,Stark Bewölkt,12.7,9.72
Leipzig-Schkeuditz,Bedeckt,11.7,6.12
Lindenberg,Wolkenlos,12.9,12.24
Magdeburg,Bedeckt,13.6,8.64
Meiningen,Wolkig,10.8,10.44
Neuruppin-Alt Ruppin,Stark Bewölkt,12.1,9.0
Potsdam,Stark Bewölkt,13.1,7.2
Augsburg-Mühlhausen,Sprühregen,8.7,9.72
Bamberg,Bedeckt,14.3,7.56
Feldberg/Schwarzwald,Nebel,5.5,11.52
Freudenstadt,Leichter Regen,6.1,9.0
Fürstenzell,Regen,9.3,2.88
Grosser Arber,Niederschlag,3.9,7.56
Hof Hohensaas,Bedeckt,10.6,4.68
Hohenpeissenberg,Leichter Regen,6.6,6.84
Kempten,Regen,10.0,2.16
Konstanz,Leichter Sprühregen,10.9,7.2
Lahr,Leichter Regen,9.4,5.76
Mannheim,Bedeckt,14.2,11.16
München-Flughafen,Leichter Regen,8.6,15.12
Nürnberg-Flughafen,Stark Bewölkt,12.8,6.12
Oberstdorf,Regen,9.6,3.6
Oehringen,Bedeckt,13.7,7.2
Regensburg,Leichter Regen,11.7,8.279999
Rheinstetten,Stark Bewölkt,13.8,15.12
Straubing,Leichter Regen,10.7,8.64
Stuttgart-Echterdingen,Regen,9.7,9.36
Weiden,Bedeckt,12.7,5.04
Würzburg,Bedeckt,13.8,13.32
Zugspitze,Gefrierender Nebel,-0.2,44.28
Aachen,Stark Bewölkt,10.9,10.44
Bad Lippspringe,Stark Bewölkt,10.9,7.56
Düsseldorf-Flughafen,Wolkig,14.0,7.2
Frankfurt/M.-Flughafen,Stark Bewölkt,13.5,8.64
Fritzlar,Stark Bewölkt,11.7,3.6
Gießen Wettenberg,Leicht Bewölkt,12.5,12.96
Hahn-Flughafen,Trocken,10.2,12.6
Kahler Asten,Bedeckt,5.4,7.56
Köln-Wahn,Stark Bewölkt,12.0,7.56
Münster/Osnabrück-Flughafen,Stark Bewölkt,12.9,11.52
Nürburg-Barweiler,Stark Bewölkt,8.9,12.24
Offenbach/Wetterpark,Bedeckt,13.3,7.2
Saarbrücken/Ensheim,Stark Bewölkt,11.7,11.88
Trier-Petrisberg,Bedeckt,13.1,15.12
Wasserkuppe,Wolkig,7.0,7.56
