Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,18.0,25.92
Bremen-Flughafen,Niederschlag,15.7,18.72
Cuxhaven,Regen,15.4,13.68
Emden-Flughafen,Niederschlag,14.0,18.36
Greifswald,Wolkig,20.2,12.6
Hamburg-Fuhlsbüttel,Bedeckt,17.0,17.28
Hannover-Langenhagen,Bedeckt,18.3,16.56
Helgoland,Bedeckt,15.5,29.88
Kiel-Holtenau,Bedeckt,17.7,16.56
List auf Sylt,Bedeckt,15.7,40.68
Marnitz,Stark Bewölkt,20.0,9.72
Norderney,Leichter Regen,13.9,29.16
Rostock-Warnemünde,Bedeckt,20.0,12.6
Schleswig,Leichter Regen,15.5,10.44
Schwerin,Bedeckt,20.0,15.48
Westermarkelsdorf,Bedeckt,20.1,13.68
Angermünde,Wolkig,19.1,12.6
Berlin-Tegel,Wolkig,21.4,20.88
Brocken,Bedeckt,11.3,39.96
Cottbus,Leicht Bewölkt,20.5,13.32
Dresden-Klotzsche,Wolkig,19.9,18.72
Erfurt-Bindersleben,Stark Bewölkt,20.2,22.68
Fichtelberg,Stark Bewölkt,13.5,25.56
Gera-Leumnitz,Bedeckt,19.9,14.04
Görlitz,Leicht Bewölkt,19.3,12.6
Leipzig-Schkeuditz,Bedeckt,21.6,19.8
Lindenberg,Wolkenlos,20.4,12.96
Magdeburg,Bedeckt,22.2,14.4
Meiningen,Bedeckt,18.5,21.24
Neuruppin-Alt Ruppin,Stark Bewölkt,20.4,11.52
Potsdam,Wolkig,21.1,14.4
Augsburg-Mühlhausen,Bedeckt,19.1,5.4
Bamberg,Bedeckt,20.8,10.8
Feldberg/Schwarzwald,Stark Bewölkt,10.1,16.56
Freudenstadt,Stark Bewölkt,18.1,15.84
Fürstenzell,Wolkig,17.8,5.76
Grosser Arber,Stark Bewölkt,10.5,14.4
Hof Hohensaas,Bedeckt,17.7,12.96
Hohenpeissenberg,Leicht Bewölkt,16.9,12.6
Kempten,Leicht Bewölkt,19.8,9.72
Konstanz,Wolkenlos,21.0,6.12
Lahr,Wolkig,22.7,11.52
Mannheim,Bedeckt,22.2,12.96
München-Flughafen,Wolkig,19.9,4.32
Nürnberg-Flughafen,Stark Bewölkt,21.0,12.24
Oberstdorf,Leicht Bewölkt,19.2,12.96
Oehringen,Bedeckt,21.4,12.6
Regensburg,Bedeckt,21.0,8.64
Rheinstetten,Bedeckt,22.2,18.72
Straubing,Stark Bewölkt,19.3,5.04
Stuttgart-Echterdingen,Wolkig,22.1,9.36
Weiden,Bedeckt,19.9,9.36
Würzburg,Bedeckt,21.5,14.4
Zugspitze,Nebel,-1.3,12.96
Aachen,Leichter Regen,14.2,25.92
Bad Lippspringe,Leichter Regen,15.6,13.68
Düsseldorf-Flughafen,Regen,14.3,19.8
Frankfurt/M.-Flughafen,Stark Bewölkt,20.1,12.6
Fritzlar,Stark Bewölkt,17.7,18.0
Gießen Wettenberg,Regen,19.1,4.68
Hahn-Flughafen,Leichter Sprühregen,15.3,16.56
Kahler Asten,Leichter Regen,12.0,21.6
Köln-Wahn,Niederschlag,15.2,9.72
Münster/Osnabrück-Flughafen,Niederschlag,14.8,20.16
Nürburg-Barweiler,Leichter Sprühregen,13.4,14.4
Offenbach/Wetterpark,Bedeckt,20.7,14.04
Saarbrücken/Ensheim,Stark Bewölkt,20.7,15.12
Trier-Petrisberg,Bedeckt,18.8,12.96
Wasserkuppe,Bedeckt,15.5,26.28
