Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,6.5,5.04
Bremen-Flughafen,Wolkig,9.4,15.84
Cuxhaven,Wolkig,7.8,21.96
Emden-Flughafen,Wolkenlos,10.0,20.52
Greifswald,Wolkig,8.3,9.72
Hamburg-Fuhlsbüttel,Wolkig,9.1,12.24
Hannover-Langenhagen,Wolkig,8.1,24.12
Helgoland,Wolkenlos,7.8,20.52
Kiel-Holtenau,Bedeckt,9.1,11.52
List auf Sylt,Wolkenlos,7.6,21.96
Marnitz,Bedeckt,8.6,15.12
Norderney,Wolkenlos,10.2,11.16
Rostock-Warnemünde,Stark Bewölkt,9.0,10.8
Schleswig,Stark Bewölkt,9.7,7.92
Schwerin,Stark Bewölkt,8.7,14.04
Westermarkelsdorf,Bedeckt,6.9,18.36
Angermünde,Wolkenlos,8.1,15.84
Berlin-Tegel,Leicht Bewölkt,8.7,18.0
Brocken,Wolkenlos,0.3,26.28
Cottbus,Wolkenlos,8.6,19.8
Dresden-Klotzsche,Wolkenlos,7.1,27.36
Erfurt-Bindersleben,Wolkenlos,6.1,21.6
Fichtelberg,Wolkenlos,-2.1,38.16
Gera-Leumnitz,Wolkenlos,7.6,19.8
Görlitz,Wolkenlos,6.2,25.2
Leipzig-Schkeuditz,Wolkenlos,6.6,22.68
Lindenberg,Wolkenlos,8.1,16.56
Magdeburg,Wolkenlos,7.9,12.96
Meiningen,Wolkenlos,7.3,21.6
Neuruppin-Alt Ruppin,Stark Bewölkt,8.0,12.96
Potsdam,Wolkenlos,9.0,19.44
Augsburg-Mühlhausen,Wolkenlos,5.1,33.12
Bamberg,Wolkenlos,6.9,23.76
Feldberg/Schwarzwald,Leicht Bewölkt,-2.6,29.88
Freudenstadt,Wolkenlos,2.4,25.2
Fürstenzell,Leicht Bewölkt,5.1,31.68
Grosser Arber,Wolkenlos,-5.6,24.12
Hof Hohensaas,Wolkenlos,4.7,19.8
Hohenpeissenberg,Leicht Bewölkt,-0.3,27.0
Kempten,Bedeckt,3.8,14.76
Konstanz,Leicht Bewölkt,7.4,20.52
Lahr,Wolkenlos,9.4,25.92
Mannheim,Wolkenlos,9.8,17.64
München-Flughafen,Wolkig,4.8,39.24
Nürnberg-Flughafen,Wolkenlos,6.8,27.0
Oberstdorf,Wolkig,5.4,16.56
Oehringen,Wolkenlos,8.0,26.28
Regensburg,Leicht Bewölkt,6.7,19.44
Rheinstetten,Trocken,7.9,28.44
Straubing,Wolkenlos,6.3,37.8
Stuttgart-Echterdingen,Wolkenlos,6.3,24.48
Weiden,Wolkenlos,4.3,30.24
Würzburg,Wolkenlos,8.5,28.08
Zugspitze,Leichter Schneefall,-13.,20.52
Aachen,Wolkenlos,7.9,24.84
Bad Lippspringe,Wolkenlos,9.5,21.24
Düsseldorf-Flughafen,Leicht Bewölkt,10.8,14.4
Frankfurt/M.-Flughafen,Wolkenlos,9.1,28.8
Fritzlar,Leicht Bewölkt,7.7,21.6
Gießen Wettenberg,Wolkenlos,8.2,26.64
Hahn-Flughafen,Trocken,6.5,23.04
Kahler Asten,Wolkenlos,3.5,27.0
Köln-Wahn,Wolkenlos,11.3,21.24
Münster/Osnabrück-Flughafen,Leicht Bewölkt,10.4,9.72
Nürburg-Barweiler,Wolkenlos,6.7,13.32
Offenbach/Wetterpark,Wolkenlos,9.0,14.76
Saarbrücken/Ensheim,Wolkenlos,7.6,28.08
Trier-Petrisberg,Wolkenlos,8.6,20.16
Wasserkuppe,Wolkenlos,4.3,22.68
