Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,16.7,42.84
Bremen-Flughafen,Wolkig,20.4,10.8
Cuxhaven,Wolkig,18.7,23.04
Emden-Flughafen,Stark Bewölkt,20.8,11.16
Greifswald,Stark Bewölkt,17.8,19.08
Hamburg-Fuhlsbüttel,Wolkig,19.3,20.16
Hannover-Langenhagen,Wolkig,20.5,10.44
Helgoland,Stark Bewölkt,18.3,16.2
Kiel-Holtenau,Bedeckt,17.5,24.12
List auf Sylt,Bedeckt,17.8,29.88
Marnitz,Stark Bewölkt,18.7,19.44
Norderney,Wolkig,19.5,16.92
Rostock-Warnemünde,Wolkenlos,19.2,24.12
Schleswig,Stark Bewölkt,19.4,20.52
Schwerin,Stark Bewölkt,18.0,19.08
Westermarkelsdorf,Leicht Bewölkt,18.5,31.68
Angermünde,Leicht Bewölkt,20.5,17.64
Berlin-Tegel,Niederschlag,20.9,14.76
Brocken,Stark Bewölkt,16.6,9.36
Cottbus,Bedeckt,23.6,8.279999
Dresden-Klotzsche,Wolkig,24.3,10.08
Erfurt-Bindersleben,Niederschlag,23.2,8.64
Fichtelberg,Leicht Bewölkt,19.6,15.12
Gera-Leumnitz,Bedeckt,24.0,6.84
Görlitz,Wolkig,24.5,15.12
Leipzig-Schkeuditz,Leicht Bewölkt,22.9,9.72
Lindenberg,Wolkenlos,21.7,13.32
Magdeburg,Wolkenlos,21.6,9.36
Meiningen,Wolkig,24.1,6.84
Neuruppin-Alt Ruppin,Wolkig,21.5,10.08
Potsdam,Leicht Bewölkt,21.0,14.76
Augsburg-Mühlhausen,Wolkenlos,26.7,6.48
Bamberg,Wolkenlos,25.9,5.76
Feldberg/Schwarzwald,Wolkig,20.5,9.72
Freudenstadt,Wolkenlos,25.6,9.0
Fürstenzell,Wolkenlos,27.0,4.32
Grosser Arber,Leicht Bewölkt,19.0,9.36
Hof Hohensaas,Wolkig,24.1,8.279999
Hohenpeissenberg,Wolkenlos,23.7,6.48
Kempten,Wolkenlos,26.2,6.84
Konstanz,Wolkenlos,27.7,6.12
Lahr,Wolkenlos,28.1,9.72
Mannheim,Wolkenlos,28.2,6.84
München-Flughafen,Leicht Bewölkt,27.2,5.04
Nürnberg-Flughafen,Leicht Bewölkt,27.1,9.72
Oberstdorf,Leicht Bewölkt,27.4,11.88
Oehringen,Wolkenlos,29.0,6.12
Regensburg,Wolkenlos,28.4,6.84
Rheinstetten,Wolkenlos,28.1,10.44
Straubing,Niederschlag,27.5,5.04
Stuttgart-Echterdingen,Leicht Bewölkt,27.5,5.76
Weiden,Wolkenlos,26.4,6.48
Würzburg,Leicht Bewölkt,27.0,7.2
Zugspitze,Wolkenlos,10.5,16.2
Aachen,Stark Bewölkt,24.4,6.12
Bad Lippspringe,Bedeckt,21.8,6.48
Düsseldorf-Flughafen,Wolkig,25.0,7.2
Frankfurt/M.-Flughafen,Wolkig,27.0,8.279999
Fritzlar,Stark Bewölkt,23.1,7.2
Gießen Wettenberg,Wolkenlos,25.4,8.279999
Hahn-Flughafen,Trocken,25.0,5.4
Kahler Asten,Stark Bewölkt,18.8,8.64
Köln-Wahn,Wolkig,25.2,5.04
Münster/Osnabrück-Flughafen,Wolkig,21.8,9.0
Nürburg-Barweiler,Wolkig,24.4,5.4
Offenbach/Wetterpark,Bedeckt,26.3,10.8
Saarbrücken/Ensheim,Niederschlag,26.7,6.12
Trier-Petrisberg,Wolkenlos,26.6,7.56
Wasserkuppe,Stark Bewölkt,20.5,7.56
