Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Sprühregen,12.3,20.52
Bremen-Flughafen,Niederschlag,13.6,20.88
Cuxhaven,Leichter Regen,13.1,26.28
Emden-Flughafen,Regen,13.7,20.16
Greifswald,Leichter Regen,17.0,7.2
Hamburg-Fuhlsbüttel,Leichter Sprühregen,12.7,17.28
Hannover-Langenhagen,Regen,15.8,36.36
Helgoland,Stark Bewölkt,15.2,18.72
Kiel-Holtenau,Sprühregen,13.1,17.28
List auf Sylt,Bedeckt,15.8,30.6
Marnitz,Stark Bewölkt,20.5,11.88
Norderney,Stark Bewölkt,13.5,29.16
Rostock-Warnemünde,Sprühregen,13.3,38.88
Schleswig,Leichter Regen,11.9,14.4
Schwerin,Starker Regen,13.2,18.0
Westermarkelsdorf,Sprühregen,13.1,23.4
Angermünde,Bedeckt,21.9,9.72
Berlin-Tegel,Stark Bewölkt,23.3,6.48
Brocken,Bedeckt,12.1,63.36
Cottbus,Bedeckt,29.7,36.72
Dresden-Klotzsche,Stark Bewölkt,28.7,35.64
Erfurt-Bindersleben,Stark Bewölkt,24.5,39.6
Fichtelberg,Bedeckt,19.6,41.04
Gera-Leumnitz,Bedeckt,25.3,29.88
Görlitz,Bedeckt,26.6,26.28
Leipzig-Schkeuditz,Bedeckt,27.0,37.08
Lindenberg,Niederschlag,26.7,10.08
Magdeburg,Bedeckt,22.8,17.64
Meiningen,Stark Bewölkt,22.2,20.16
Neuruppin-Alt Ruppin,Bedeckt,21.9,7.92
Potsdam,Stark Bewölkt,23.4,2.88
Augsburg-Mühlhausen,Wolkenlos,29.8,23.76
Bamberg,Bedeckt,27.3,21.96
Feldberg/Schwarzwald,Stark Bewölkt,14.7,44.64
Freudenstadt,Wolkig,22.2,29.88
Fürstenzell,Wolkenlos,29.6,7.92
Grosser Arber,Wolkig,19.8,20.88
Hof Hohensaas,Stark Bewölkt,24.8,25.92
Hohenpeissenberg,Leicht Bewölkt,25.1,14.4
Kempten,Leicht Bewölkt,26.8,15.12
Konstanz,Bedeckt,28.2,20.52
Lahr,Bedeckt,29.5,20.16
Mannheim,Bedeckt,23.6,23.76
München-Flughafen,Leicht Bewölkt,29.3,22.32
Nürnberg-Flughafen,Stark Bewölkt,29.0,30.6
Oberstdorf,Wolkenlos,27.5,14.4
Oehringen,Bedeckt,25.9,38.16
Regensburg,Wolkig,32.2,15.12
Rheinstetten,Stark Bewölkt,25.4,28.44
Straubing,Leicht Bewölkt,30.8,12.96
Stuttgart-Echterdingen,Leicht Bewölkt,28.2,36.72
Weiden,Stark Bewölkt,28.8,21.24
Würzburg,Stark Bewölkt,25.0,29.52
Zugspitze,Wolkig,11.4,14.4
Aachen,Stark Bewölkt,17.4,23.76
Bad Lippspringe,Regen,18.7,23.04
Düsseldorf-Flughafen,Regenschauer,16.7,21.6
Frankfurt/M.-Flughafen,Stark Bewölkt,22.7,29.52
Fritzlar,Stark Bewölkt,20.4,25.2
Gießen Wettenberg,Stark Bewölkt,21.8,24.12
Hahn-Flughafen,Leichter Sprühregen,17.2,28.08
Kahler Asten,Sprühregen,13.0,34.2
Köln-Wahn,Niederschlag,19.7,22.68
Münster/Osnabrück-Flughafen,Niederschlag,14.3,20.16
Nürburg-Barweiler,Regen,16.0,14.04
Offenbach/Wetterpark,Bedeckt,22.8,20.16
Saarbrücken/Ensheim,Stark Bewölkt,19.6,27.72
Trier-Petrisberg,Bedeckt,20.6,18.0
Wasserkuppe,Bedeckt,18.4,32.4
