Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,17.3,36.72
Bremen-Flughafen,Regen,20.8,26.64
Cuxhaven,Sprühregen,16.6,22.32
Emden-Flughafen,Regen,16.6,24.12
Greifswald,Regen,18.4,16.92
Hamburg-Fuhlsbüttel,Bedeckt,17.3,26.64
Hannover-Langenhagen,Regen,20.5,19.44
Helgoland,Sprühregen,15.7,36.0
Kiel-Holtenau,Leichter Sprühregen,16.1,22.32
List auf Sylt,Sprühregen,15.8,41.04
Marnitz,Stark Bewölkt,19.6,15.48
Norderney,Regen,16.7,30.24
Rostock-Warnemünde,Regen,17.4,18.0
Schleswig,Leichter Sprühregen,15.2,17.28
Schwerin,Leichter Sprühregen,18.2,28.08
Westermarkelsdorf,Leichter Sprühregen,16.7,22.32
Angermünde,Bedeckt,23.6,23.4
Berlin-Tegel,Stark Bewölkt,24.2,25.56
Brocken,Bedeckt,12.0,63.36
Cottbus,Bedeckt,25.3,20.16
Dresden-Klotzsche,Bedeckt,24.5,20.88
Erfurt-Bindersleben,Stark Bewölkt,21.1,25.92
Fichtelberg,Bedeckt,17.3,30.6
Gera-Leumnitz,Bedeckt,23.8,20.88
Görlitz,Stark Bewölkt,23.8,14.4
Leipzig-Schkeuditz,Bedeckt,23.5,22.68
Lindenberg,Bedeckt,24.4,22.68
Magdeburg,Bedeckt,22.6,17.28
Meiningen,Stark Bewölkt,21.6,16.2
Neuruppin-Alt Ruppin,Stark Bewölkt,23.4,15.12
Potsdam,Stark Bewölkt,23.8,22.68
Augsburg-Mühlhausen,Stark Bewölkt,21.9,8.64
Bamberg,Stark Bewölkt,23.8,19.8
Feldberg/Schwarzwald,Stark Bewölkt,12.0,14.04
Freudenstadt,Wolkig,19.4,16.2
Fürstenzell,-,12.2,5.04
Grosser Arber,Stark Bewölkt,14.1,19.08
Hof Hohensaas,Stark Bewölkt,19.9,19.08
Hohenpeissenberg,Stark Bewölkt,19.0,5.76
Kempten,Stark Bewölkt,20.4,5.76
Konstanz,Stark Bewölkt,22.4,6.12
Lahr,Stark Bewölkt,24.3,9.36
Mannheim,Bedeckt,24.4,20.52
München-Flughafen,Stark Bewölkt,22.2,12.6
Nürnberg-Flughafen,Wolkig,22.9,16.2
Oberstdorf,Stark Bewölkt,20.4,6.48
Oehringen,-,17.8,3.6
Regensburg,Bedeckt,23.5,7.2
Rheinstetten,Wolkig,25.6,23.76
Straubing,Stark Bewölkt,23.2,11.88
Stuttgart-Echterdingen,Wolkig,22.8,9.0
Weiden,Wolkig,22.2,14.4
Würzburg,Wolkig,24.1,28.8
Zugspitze,Trockener Dunst,5.5,9.0
Aachen,Bedeckt,19.7,27.0
Bad Lippspringe,Stark Bewölkt,21.4,21.96
Düsseldorf-Flughafen,Leichter Regen,20.1,23.4
Frankfurt/M.-Flughafen,Stark Bewölkt,23.7,30.6
Fritzlar,Stark Bewölkt,22.5,18.0
Gießen Wettenberg,Bedeckt,23.9,25.2
Hahn-Flughafen,Trocken,19.9,20.52
Kahler Asten,Bedeckt,15.9,28.8
Köln-Wahn,Stark Bewölkt,22.0,18.36
Münster/Osnabrück-Flughafen,Niederschlag,20.9,23.76
Nürburg-Barweiler,Bedeckt,18.4,18.36
Offenbach/Wetterpark,Bedeckt,24.2,15.12
Saarbrücken/Ensheim,Stark Bewölkt,21.2,27.36
Trier-Petrisberg,Stark Bewölkt,24.8,32.04
Wasserkuppe,Stark Bewölkt,17.3,36.0
