Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,14.8,21.6
Bremen-Flughafen,Leicht Bewölkt,20.8,15.84
Cuxhaven,Wolkenlos,18.5,4.68
Emden-Flughafen,Wolkenlos,20.5,10.44
Greifswald,Wolkenlos,15.7,23.76
Hamburg-Fuhlsbüttel,Wolkig,20.3,15.12
Hannover-Langenhagen,Wolkig,18.6,13.32
Helgoland,Wolkenlos,15.6,10.8
Kiel-Holtenau,Wolkenlos,18.0,16.2
List auf Sylt,Wolkenlos,18.4,21.96
Marnitz,Bedeckt,17.7,15.48
Norderney,Wolkenlos,16.4,27.0
Rostock-Warnemünde,Stark Bewölkt,16.7,26.64
Schleswig,Wolkenlos,20.4,13.32
Schwerin,Wolkig,18.8,13.68
Westermarkelsdorf,Wolkenlos,17.4,12.96
Angermünde,Bedeckt,15.9,28.44
Berlin-Tegel,Stark Bewölkt,17.2,18.0
Brocken,Wolkig,7.4,38.88
Cottbus,Stark Bewölkt,16.9,13.32
Dresden-Klotzsche,Wolkig,16.0,17.64
Erfurt-Bindersleben,Stark Bewölkt,16.2,24.84
Fichtelberg,Wolkig,7.4,22.68
Gera-Leumnitz,Stark Bewölkt,15.8,18.0
Görlitz,Bedeckt,15.5,13.32
Leipzig-Schkeuditz,Bedeckt,15.6,15.48
Lindenberg,Stark Bewölkt,16.3,13.32
Magdeburg,Stark Bewölkt,19.7,15.84
Meiningen,Stark Bewölkt,15.4,24.84
Neuruppin-Alt Ruppin,Stark Bewölkt,16.8,16.56
Potsdam,Bedeckt,17.0,21.24
Augsburg-Mühlhausen,Stark Bewölkt,15.0,14.4
Bamberg,Wolkig,16.4,19.44
Feldberg/Schwarzwald,Leicht Bewölkt,8.4,29.52
Freudenstadt,Stark Bewölkt,14.3,11.52
Fürstenzell,Bedeckt,12.3,18.72
Grosser Arber,Bedeckt,4.1,17.64
Hof Hohensaas,Wolkig,13.5,16.56
Hohenpeissenberg,Wolkig,12.3,20.52
Kempten,Wolkig,16.2,11.52
Konstanz,Stark Bewölkt,20.4,12.6
Lahr,Wolkig,22.1,15.48
Mannheim,Leicht Bewölkt,21.2,21.96
München-Flughafen,Stark Bewölkt,14.5,5.76
Nürnberg-Flughafen,Stark Bewölkt,16.3,16.2
Oberstdorf,Wolkig,17.1,23.4
Oehringen,Stark Bewölkt,18.4,20.52
Regensburg,Bedeckt,15.0,10.08
Rheinstetten,Wolkig,21.4,17.64
Straubing,Bedeckt,15.0,15.12
Stuttgart-Echterdingen,Wolkig,17.2,14.04
Weiden,Stark Bewölkt,14.8,20.88
Würzburg,Stark Bewölkt,18.5,18.0
Zugspitze,Gefrierender Nebel,-4.7,7.2
Aachen,Wolkenlos,19.6,21.96
Bad Lippspringe,Stark Bewölkt,20.2,21.24
Düsseldorf-Flughafen,Leicht Bewölkt,22.6,25.56
Frankfurt/M.-Flughafen,Wolkig,20.7,33.12
Fritzlar,Wolkig,18.5,14.4
Gießen Wettenberg,Wolkig,19.8,30.6
Hahn-Flughafen,Trocken,17.1,24.48
Kahler Asten,Stark Bewölkt,13.2,28.44
Köln-Wahn,Wolkig,22.0,12.96
Münster/Osnabrück-Flughafen,Leicht Bewölkt,21.5,17.28
Nürburg-Barweiler,Leicht Bewölkt,18.5,16.2
Offenbach/Wetterpark,Bedeckt,19.9,21.96
Saarbrücken/Ensheim,Wolkig,19.1,19.08
Trier-Petrisberg,Wolkig,20.5,16.56
Wasserkuppe,Stark Bewölkt,10.5,25.56
