Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,7.1,24.12
Bremen-Flughafen,Wolkenlos,13.2,18.0
Cuxhaven,Wolkenlos,11.1,15.12
Emden-Flughafen,Wolkenlos,12.4,23.76
Greifswald,Wolkenlos,8.1,24.48
Hamburg-Fuhlsbüttel,Leicht Bewölkt,13.3,20.52
Hannover-Langenhagen,Leicht Bewölkt,13.7,22.68
Helgoland,Wolkenlos,7.9,26.64
Kiel-Holtenau,Wolkenlos,8.7,23.76
List auf Sylt,Wolkenlos,11.4,17.28
Marnitz,Wolkenlos,13.4,15.12
Norderney,Wolkenlos,8.0,31.68
Rostock-Warnemünde,Wolkenlos,10.4,12.6
Schleswig,Wolkenlos,11.0,18.0
Schwerin,Wolkenlos,12.2,14.76
Westermarkelsdorf,Wolkenlos,8.7,18.72
Angermünde,Wolkenlos,13.7,15.12
Berlin-Tegel,Wolkig,14.2,11.52
Brocken,Wolkenlos,5.4,32.76
Cottbus,Leicht Bewölkt,14.6,9.0
Dresden-Klotzsche,Leicht Bewölkt,15.1,15.84
Erfurt-Bindersleben,Wolkenlos,13.1,22.68
Fichtelberg,Wolkenlos,6.7,42.84
Gera-Leumnitz,Wolkenlos,13.9,24.48
Görlitz,Bedeckt,15.6,11.88
Leipzig-Schkeuditz,Leicht Bewölkt,14.1,23.04
Lindenberg,Bedeckt,13.7,5.4
Magdeburg,Wolkenlos,15.5,14.4
Meiningen,Wolkenlos,11.8,24.48
Neuruppin-Alt Ruppin,Wolkig,13.9,11.16
Potsdam,Leicht Bewölkt,14.7,11.88
Augsburg-Mühlhausen,Stark Bewölkt,13.3,14.4
Bamberg,Wolkenlos,16.3,19.8
Feldberg/Schwarzwald,Wolkenlos,4.2,20.88
Freudenstadt,Wolkig,7.7,12.96
Fürstenzell,Wolkenlos,13.5,30.6
Grosser Arber,Wolkenlos,6.8,33.12
Hof Hohensaas,Wolkenlos,13.6,20.16
Hohenpeissenberg,Wolkenlos,7.2,9.72
Kempten,Leicht Bewölkt,9.5,7.2
Konstanz,Bedeckt,9.3,6.48
Lahr,Wolkenlos,10.4,9.72
Mannheim,Wolkenlos,14.9,6.84
München-Flughafen,Leicht Bewölkt,14.8,28.44
Nürnberg-Flughafen,Leicht Bewölkt,15.2,21.6
Oberstdorf,Stark Bewölkt,10.8,9.0
Oehringen,Wolkenlos,13.4,16.56
Regensburg,Stark Bewölkt,16.7,16.2
Rheinstetten,Trocken,12.2,17.64
Straubing,Wolkenlos,15.7,34.2
Stuttgart-Echterdingen,Wolkig,10.4,9.72
Weiden,Leicht Bewölkt,13.9,25.92
Würzburg,Wolkenlos,15.8,21.6
Zugspitze,Stark Bewölkt,-5.0,37.8
Aachen,Wolkenlos,9.9,14.04
Bad Lippspringe,Wolkenlos,15.0,23.4
Düsseldorf-Flughafen,Wolkenlos,12.9,21.6
Frankfurt/M.-Flughafen,Wolkenlos,14.4,18.72
Fritzlar,Wolkenlos,12.2,18.0
Gießen Wettenberg,Wolkenlos,13.2,23.04
Hahn-Flughafen,Trocken,10.9,21.6
Kahler Asten,Wolkenlos,7.8,25.2
Köln-Wahn,Wolkenlos,14.0,18.72
Münster/Osnabrück-Flughafen,Wolkenlos,13.5,17.64
Nürburg-Barweiler,Wolkenlos,10.1,17.28
Offenbach/Wetterpark,Wolkenlos,14.8,11.16
Saarbrücken/Ensheim,Leicht Bewölkt,11.5,12.6
Trier-Petrisberg,Wolkenlos,12.0,19.08
Wasserkuppe,Wolkenlos,10.2,22.68
