Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Regen,22.3,5.4
Bremen-Flughafen,Regen,20.6,21.6
Cuxhaven,Bedeckt,19.4,21.6
Emden-Flughafen,Stark Bewölkt,18.3,21.6
Greifswald,Leichter Regenschauer,23.1,6.12
Hamburg-Fuhlsbüttel,Leichter Regen,19.0,17.28
Hannover-Langenhagen,Stark Bewölkt,19.7,29.52
Helgoland,Stark Bewölkt,17.0,21.6
Kiel-Holtenau,Regen,19.7,14.4
List auf Sylt,Bedeckt,18.2,37.8
Marnitz,Regen,20.0,7.56
Norderney,Stark Bewölkt,19.0,27.72
Rostock-Warnemünde,Stark Bewölkt,24.5,9.36
Schleswig,Bedeckt,19.5,17.64
Schwerin,Regen,19.3,20.52
Westermarkelsdorf,Leichter Regen,18.3,9.72
Angermünde,Stark Bewölkt,27.0,16.92
Berlin-Tegel,Niederschlag,22.3,7.2
Brocken,Bedeckt,12.8,37.8
Cottbus,Leichter Regen,26.3,17.28
Dresden-Klotzsche,Leichter Regen,21.7,35.64
Erfurt-Bindersleben,Stark Bewölkt,22.1,21.96
Fichtelberg,Bedeckt,17.1,28.08
Gera-Leumnitz,Bedeckt,20.4,16.92
Görlitz,Stark Bewölkt,26.6,17.64
Leipzig-Schkeuditz,Bedeckt,24.0,25.92
Lindenberg,Bedeckt,28.4,17.28
Magdeburg,Stark Bewölkt,25.7,13.68
Meiningen,Bedeckt,21.4,18.72
Neuruppin-Alt Ruppin,Stark Bewölkt,25.7,15.12
Potsdam,Stark Bewölkt,22.4,7.2
Augsburg-Mühlhausen,Bedeckt,24.0,19.08
Bamberg,Bedeckt,21.7,12.24
Feldberg/Schwarzwald,Stark Bewölkt,12.0,45.72
Freudenstadt,Wolkig,19.4,12.24
Fürstenzell,Stark Bewölkt,27.2,4.68
Grosser Arber,Stark Bewölkt,18.1,20.88
Hof Hohensaas,Sprühregen,20.0,11.16
Hohenpeissenberg,Wolkig,21.5,11.88
Kempten,Bedeckt,21.7,11.52
Konstanz,Bedeckt,22.2,15.84
Lahr,Wolkig,26.1,23.04
Mannheim,Stark Bewölkt,23.8,19.8
München-Flughafen,Wolkig,26.4,18.72
Nürnberg-Flughafen,Niederschlag,22.0,7.56
Oberstdorf,Stark Bewölkt,23.1,16.2
Oehringen,Bedeckt,21.9,12.24
Regensburg,Bedeckt,27.8,8.64
Rheinstetten,Wolkig,25.6,22.68
Straubing,Leicht Bewölkt,27.1,9.36
Stuttgart-Echterdingen,Stark Bewölkt,23.9,16.2
Weiden,Bedeckt,21.9,5.4
Würzburg,Wolkig,24.7,39.96
Zugspitze,Nebel,6.8,18.36
Aachen,Bedeckt,17.1,21.6
Bad Lippspringe,Leichter Regen,16.5,15.48
Düsseldorf-Flughafen,Stark Bewölkt,19.5,25.2
Frankfurt/M.-Flughafen,Stark Bewölkt,22.9,25.92
Fritzlar,Stark Bewölkt,22.7,18.0
Gießen Wettenberg,Wolkenlos,22.0,29.52
Hahn-Flughafen,Trocken,17.6,24.84
Kahler Asten,Sprühregen,11.1,24.48
Köln-Wahn,Bedeckt,17.9,19.44
Münster/Osnabrück-Flughafen,Stark Bewölkt,19.5,23.4
Nürburg-Barweiler,Stark Bewölkt,14.8,15.48
Offenbach/Wetterpark,Stark Bewölkt,23.2,19.44
Saarbrücken/Ensheim,Stark Bewölkt,19.2,24.84
Trier-Petrisberg,Bedeckt,20.1,21.6
Wasserkuppe,Stark Bewölkt,17.1,29.88
