Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,16.6,19.44
Bremen-Flughafen,Wolkig,24.3,15.48
Cuxhaven,Wolkenlos,22.3,20.16
Emden-Flughafen,Stark Bewölkt,23.3,12.96
Greifswald,Bedeckt,19.0,21.96
Hamburg-Fuhlsbüttel,Leicht Bewölkt,22.6,7.92
Hannover-Langenhagen,Leicht Bewölkt,23.4,9.36
Helgoland,Wolkig,19.3,10.8
Kiel-Holtenau,Trocken,20.6,12.24
List auf Sylt,Wolkenlos,20.8,15.12
Marnitz,Wolkig,22.4,9.36
Norderney,Bedeckt,22.9,15.48
Rostock-Warnemünde,Wolkenlos,17.8,21.96
Schleswig,Leicht Bewölkt,22.4,10.8
Schwerin,Leicht Bewölkt,21.3,12.6
Westermarkelsdorf,Wolkenlos,18.1,13.68
Angermünde,Sprühregen,17.0,11.52
Berlin-Tegel,Stark Bewölkt,19.9,19.44
Brocken,Leicht Bewölkt,15.6,18.0
Cottbus,Regen,19.1,9.0
Dresden-Klotzsche,Bedeckt,19.3,16.56
Erfurt-Bindersleben,Wolkig,20.8,11.88
Fichtelberg,Leicht Bewölkt,13.7,38.52
Gera-Leumnitz,Bedeckt,21.4,11.52
Görlitz,Starker Sprühregen,14.8,11.52
Leipzig-Schkeuditz,Bedeckt,22.8,20.16
Lindenberg,Leichter Sprühregen,18.0,11.88
Magdeburg,Bedeckt,23.2,9.36
Meiningen,Stark Bewölkt,21.1,15.48
Neuruppin-Alt Ruppin,Stark Bewölkt,21.2,13.32
Potsdam,Stark Bewölkt,20.4,19.08
Augsburg-Mühlhausen,Stark Bewölkt,22.0,4.32
Bamberg,Stark Bewölkt,22.7,9.72
Feldberg/Schwarzwald,Stark Bewölkt,11.7,18.36
Freudenstadt,Wolkig,20.6,14.04
Fürstenzell,Bedeckt,18.8,16.92
Grosser Arber,Stark Bewölkt,12.1,25.2
Hof Hohensaas,Leicht Bewölkt,20.0,17.28
Hohenpeissenberg,Stark Bewölkt,16.3,7.56
Kempten,Bedeckt,18.5,3.6
Konstanz,Stark Bewölkt,21.9,9.0
Lahr,Bedeckt,23.3,5.04
Mannheim,Stark Bewölkt,24.2,9.36
München-Flughafen,Stark Bewölkt,20.5,16.2
Nürnberg-Flughafen,Wolkig,23.1,14.04
Oberstdorf,Bedeckt,17.7,2.88
Oehringen,Wolkig,22.2,10.8
Regensburg,Bedeckt,21.9,7.92
Rheinstetten,Leicht Bewölkt,25.0,12.6
Straubing,Stark Bewölkt,21.7,12.24
Stuttgart-Echterdingen,Stark Bewölkt,21.5,5.04
Weiden,Bedeckt,18.6,10.08
Würzburg,Leicht Bewölkt,23.5,10.08
Zugspitze,Gefrierender Nebel,-0.7,15.48
Aachen,Leicht Bewölkt,23.8,20.16
Bad Lippspringe,Leicht Bewölkt,23.6,9.36
Düsseldorf-Flughafen,Wolkig,25.6,19.8
Frankfurt/M.-Flughafen,Wolkig,25.5,14.76
Fritzlar,Wolkig,22.6,3.6
Gießen Wettenberg,Stark Bewölkt,24.8,15.84
Hahn-Flughafen,Trocken,21.6,14.4
Kahler Asten,Stark Bewölkt,18.5,12.24
Köln-Wahn,Wolkig,25.2,9.0
Münster/Osnabrück-Flughafen,Stark Bewölkt,24.9,10.44
Nürburg-Barweiler,Wolkig,22.0,9.36
Offenbach/Wetterpark,Wolkig,25.7,4.32
Saarbrücken/Ensheim,Niederschlag,23.3,14.4
Trier-Petrisberg,Stark Bewölkt,22.4,6.48
Wasserkuppe,Stark Bewölkt,17.2,13.68
