Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Regen,15.8,6.48
Bremen-Flughafen,Niederschlag,14.0,14.04
Cuxhaven,Leichter Regen,11.8,20.88
Emden-Flughafen,Sprühregen,13.5,18.0
Greifswald,Leichter Regen,14.9,5.76
Hamburg-Fuhlsbüttel,Sprühregen,11.8,15.48
Hannover-Langenhagen,Niederschlag,18.0,17.64
Helgoland,Regen,12.8,18.0
Kiel-Holtenau,Leichter Regen,12.0,8.64
List auf Sylt,Bedeckt,14.9,10.08
Marnitz,Regen,14.2,7.2
Norderney,Regen,12.9,14.76
Rostock-Warnemünde,Regen,13.9,7.2
Schleswig,Leichter Regen,12.7,5.04
Schwerin,Leichter Regen,12.6,12.96
Westermarkelsdorf,Leichter Regen,12.9,7.56
Angermünde,Regen,16.9,9.0
Berlin-Tegel,Regen,17.1,6.12
Brocken,Nebel,11.5,52.56
Cottbus,Bedeckt,20.3,13.32
Dresden-Klotzsche,Bedeckt,19.1,11.88
Erfurt-Bindersleben,Stark Bewölkt,20.2,26.28
Fichtelberg,Nebel,12.2,38.52
Gera-Leumnitz,Bedeckt,20.0,19.8
Görlitz,Sprühregen,17.4,22.32
Leipzig-Schkeuditz,Leichter Sprühregen,18.2,17.64
Lindenberg,Leichter Sprühregen,18.5,11.16
Magdeburg,Regen,20.0,15.84
Meiningen,Stark Bewölkt,20.4,12.96
Neuruppin-Alt Ruppin,Leichter Regen,16.1,5.76
Potsdam,Leichter Regen,16.3,12.24
Augsburg-Mühlhausen,Bedeckt,25.7,16.92
Bamberg,Stark Bewölkt,25.0,14.76
Feldberg/Schwarzwald,Wolkenlos,17.3,25.92
Freudenstadt,Bedeckt,23.2,14.76
Fürstenzell,-,12.2,5.04
Grosser Arber,Stark Bewölkt,15.6,28.44
Hof Hohensaas,Bedeckt,19.1,17.28
Hohenpeissenberg,Bedeckt,23.6,6.84
Kempten,Bedeckt,25.9,14.76
Konstanz,Stark Bewölkt,27.5,8.64
Lahr,Bedeckt,28.6,12.6
Mannheim,Stark Bewölkt,26.7,14.4
München-Flughafen,Stark Bewölkt,24.7,17.64
Nürnberg-Flughafen,Stark Bewölkt,25.1,16.2
Oberstdorf,Stark Bewölkt,25.8,11.52
Oehringen,Stark Bewölkt,27.0,15.48
Regensburg,Stark Bewölkt,27.2,9.0
Rheinstetten,Stark Bewölkt,28.4,25.92
Straubing,Bedeckt,25.7,14.04
Stuttgart-Echterdingen,Wolkig,27.1,15.48
Weiden,Bedeckt,22.3,12.24
Würzburg,Stark Bewölkt,25.0,15.84
Zugspitze,Bedeckt,7.9,16.56
Aachen,Stark Bewölkt,20.4,28.8
Bad Lippspringe,Leichter Sprühregen,18.1,14.76
Düsseldorf-Flughafen,Stark Bewölkt,21.2,27.0
Frankfurt/M.-Flughafen,Stark Bewölkt,26.9,21.6
Fritzlar,Regenschauer,20.8,14.4
Gießen Wettenberg,Stark Bewölkt,23.3,30.6
Hahn-Flughafen,Trocken,23.8,26.28
Kahler Asten,Stark Bewölkt,15.6,26.64
Köln-Wahn,Stark Bewölkt,22.4,16.2
Münster/Osnabrück-Flughafen,Niederschlag,19.3,24.48
Nürburg-Barweiler,Bedeckt,21.5,21.24
Offenbach/Wetterpark,Bedeckt,26.8,17.28
Saarbrücken/Ensheim,Wolkig,25.1,27.36
Trier-Petrisberg,Wolkig,27.0,25.2
Wasserkuppe,Bedeckt,15.4,28.44
