Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,-,3.2,6.84
Bremen-Flughafen,Leichter Regenschauer,5.2,14.4
Cuxhaven,Stark Bewölkt,7.2,23.76
Emden-Flughafen,Stark Bewölkt,7.8,32.76
Greifswald,-,2.5,13.68
Hamburg-Fuhlsbüttel,Wolkig,7.3,3.96
Hannover-Langenhagen,Schneefall,1.4,17.64
Helgoland,Stark Bewölkt,7.0,22.32
Kiel-Holtenau,Wolkig,7.1,20.88
List auf Sylt,Leicht Bewölkt,8.2,27.0
Marnitz,Schnee,1.9,11.52
Norderney,Sprühregen,6.4,31.32
Rostock-Warnemünde,Stark Bewölkt,6.4,16.56
Schleswig,Leicht Bewölkt,8.4,20.52
Schwerin,Stark Bewölkt,4.5,9.36
Westermarkelsdorf,Wolkenlos,6.6,28.8
Angermünde,Leichter Schneefall,0.2,20.16
Berlin-Tegel,Niederschlag,-0.4,23.4
Brocken,Leichter Schneefall,-5.2,32.04
Cottbus,Bedeckt,5.0,16.56
Dresden-Klotzsche,Stark Bewölkt,3.4,17.28
Erfurt-Bindersleben,Wolkig,4.0,14.76
Fichtelberg,Bedeckt,-4.9,12.6
Gera-Leumnitz,Stark Bewölkt,3.2,12.24
Görlitz,Stark Bewölkt,3.2,13.68
Leipzig-Schkeuditz,Stark Bewölkt,5.0,17.28
Lindenberg,Bedeckt,4.3,17.28
Magdeburg,Niederschlag,3.4,20.88
Meiningen,Wolkig,3.2,13.32
Neuruppin-Alt Ruppin,Schneegriesel,-0.3,9.72
Potsdam,Leichter Schneefall,0.6,17.64
Augsburg-Mühlhausen,-,1.1,15.48
Bamberg,Wolkenlos,5.3,17.64
Feldberg/Schwarzwald,Gefrierender Nebel,-6.4,27.72
Freudenstadt,Stark Bewölkt,-1.0,15.84
Fürstenzell,Leicht Bewölkt,4.1,8.279999
Grosser Arber,Wolkenlos,-7.7,10.44
Hof Hohensaas,Bedeckt,0.5,8.64
Hohenpeissenberg,Bedeckt,-3.3,10.44
Kempten,Schnee,-0.6,9.36
Konstanz,Stark Bewölkt,3.0,15.84
Lahr,Wolkenlos,6.5,23.76
Mannheim,Wolkenlos,6.5,14.76
München-Flughafen,Wolkig,3.1,10.8
Nürnberg-Flughafen,Wolkenlos,3.8,12.96
Oberstdorf,Leichter Schneefall,-0.2,11.16
Oehringen,Wolkenlos,5.6,12.96
Regensburg,Wolkenlos,6.2,12.96
Rheinstetten,Trocken,6.4,19.08
Straubing,Wolkenlos,4.7,8.279999
Stuttgart-Echterdingen,Leicht Bewölkt,4.6,15.84
Weiden,Wolkenlos,4.0,11.16
Würzburg,-,4.3,12.6
Zugspitze,Leichter Schneefall,-11.,2.88
Aachen,Bedeckt,5.6,12.96
Bad Lippspringe,Sprühregen,3.5,16.56
Düsseldorf-Flughafen,Stark Bewölkt,6.5,12.96
Frankfurt/M.-Flughafen,Leicht Bewölkt,5.7,18.72
Fritzlar,Wolkig,4.9,7.2
Gießen Wettenberg,Leicht Bewölkt,5.7,11.88
Hahn-Flughafen,Trocken,3.2,12.24
Kahler Asten,-,-1.9,18.36
Köln-Wahn,Leicht Bewölkt,7.1,20.16
Münster/Osnabrück-Flughafen,Stark Bewölkt,5.4,19.8
Nürburg-Barweiler,-,0.4,16.92
Offenbach/Wetterpark,Wolkenlos,6.6,10.44
Saarbrücken/Ensheim,Wolkenlos,4.8,26.28
Trier-Petrisberg,Wolkenlos,6.4,20.52
Wasserkuppe,Leicht Bewölkt,0.4,12.6
