Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,10.5,25.56
Bremen-Flughafen,Wolkig,15.0,11.52
Cuxhaven,Wolkenlos,11.8,21.6
Emden-Flughafen,Leicht Bewölkt,12.1,14.04
Greifswald,Wolkig,13.8,12.6
Hamburg-Fuhlsbüttel,Wolkig,14.7,18.36
Hannover-Langenhagen,Wolkig,13.9,5.4
Helgoland,Leicht Bewölkt,11.4,18.72
Kiel-Holtenau,Stark Bewölkt,13.5,17.64
List auf Sylt,Wolkenlos,10.3,31.32
Marnitz,Stark Bewölkt,13.4,6.84
Norderney,Stark Bewölkt,9.8,22.32
Rostock-Warnemünde,Wolkig,11.8,16.92
Schleswig,Stark Bewölkt,15.6,7.56
Schwerin,Bedeckt,12.6,3.96
Westermarkelsdorf,Wolkenlos,12.0,15.84
Angermünde,Bedeckt,13.6,12.6
Berlin-Tegel,Wolkig,15.0,12.6
Brocken,Stark Bewölkt,4.4,10.8
Cottbus,Stark Bewölkt,13.7,11.88
Dresden-Klotzsche,Stark Bewölkt,11.1,12.96
Erfurt-Bindersleben,Stark Bewölkt,12.8,7.56
Fichtelberg,Bedeckt,2.0,30.6
Gera-Leumnitz,Bedeckt,9.7,13.32
Görlitz,Bedeckt,10.6,13.68
Leipzig-Schkeuditz,Stark Bewölkt,12.2,10.44
Lindenberg,Stark Bewölkt,13.9,15.48
Magdeburg,Bedeckt,13.5,7.92
Meiningen,Wolkenlos,12.3,12.6
Neuruppin-Alt Ruppin,Stark Bewölkt,13.7,12.24
Potsdam,Stark Bewölkt,15.0,15.48
Augsburg-Mühlhausen,Wolkenlos,17.7,12.6
Bamberg,Wolkenlos,15.3,13.68
Feldberg/Schwarzwald,-,10.0,27.0
Freudenstadt,Wolkenlos,17.1,20.88
Fürstenzell,Wolkenlos,16.9,23.4
Grosser Arber,Bedeckt,7.8,17.28
Hof Hohensaas,Stark Bewölkt,9.6,9.72
Hohenpeissenberg,Leicht Bewölkt,14.7,10.44
Kempten,Stark Bewölkt,18.5,7.2
Konstanz,Wolkenlos,21.4,8.64
Lahr,Wolkenlos,19.5,16.92
Mannheim,Wolkenlos,16.9,6.12
München-Flughafen,Leicht Bewölkt,17.3,16.56
Nürnberg-Flughafen,Leicht Bewölkt,15.6,14.76
Oberstdorf,Bedeckt,18.2,8.64
Oehringen,Wolkenlos,17.3,9.72
Regensburg,Wolkenlos,19.0,14.76
Rheinstetten,Wolkenlos,17.9,11.16
Straubing,Wolkenlos,17.3,15.48
Stuttgart-Echterdingen,Leicht Bewölkt,17.3,6.48
Weiden,Stark Bewölkt,12.7,17.28
Würzburg,Wolkenlos,16.2,14.4
Zugspitze,Gefrierender Nebel,-3.1,12.96
Aachen,Wolkenlos,11.2,7.92
Bad Lippspringe,Wolkig,13.9,7.2
Düsseldorf-Flughafen,Leicht Bewölkt,14.0,8.279999
Frankfurt/M.-Flughafen,Leicht Bewölkt,15.6,11.88
Fritzlar,-,12.4,7.2
Gießen Wettenberg,Wolkenlos,13.7,11.52
Hahn-Flughafen,Trocken,11.3,11.16
Kahler Asten,Wolkig,10.4,13.32
Köln-Wahn,Leicht Bewölkt,14.7,9.72
Münster/Osnabrück-Flughafen,Wolkig,14.7,6.84
Nürburg-Barweiler,Wolkenlos,10.5,9.72
Offenbach/Wetterpark,Wolkenlos,15.2,7.92
Saarbrücken/Ensheim,Leicht Bewölkt,17.6,10.08
Trier-Petrisberg,Wolkenlos,15.7,11.52
Wasserkuppe,Wolkenlos,9.3,10.44
