Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,15.3,11.16
Bremen-Flughafen,Wolkig,20.3,8.64
Cuxhaven,Wolkenlos,15.8,13.32
Emden-Flughafen,Leicht Bewölkt,18.6,8.279999
Greifswald,Wolkig,18.9,13.68
Hamburg-Fuhlsbüttel,Leicht Bewölkt,19.9,6.12
Hannover-Langenhagen,Leicht Bewölkt,18.7,17.28
Helgoland,Wolkenlos,12.6,14.76
Kiel-Holtenau,Leicht Bewölkt,17.1,13.68
List auf Sylt,Wolkenlos,13.5,23.04
Marnitz,Wolkenlos,20.3,11.16
Norderney,Wolkenlos,14.1,24.84
Rostock-Warnemünde,Wolkenlos,16.9,9.36
Schleswig,Wolkenlos,19.7,9.0
Schwerin,Wolkig,18.4,6.12
Westermarkelsdorf,Bedeckt,15.5,14.76
Angermünde,Wolkig,19.5,13.32
Berlin-Tegel,Stark Bewölkt,19.5,14.76
Brocken,Leicht Bewölkt,9.8,20.16
Cottbus,Wolkig,18.7,10.8
Dresden-Klotzsche,Wolkig,16.6,23.76
Erfurt-Bindersleben,Wolkig,16.5,16.56
Fichtelberg,Leicht Bewölkt,9.8,17.28
Gera-Leumnitz,Wolkig,16.8,19.8
Görlitz,Wolkenlos,17.2,27.36
Leipzig-Schkeuditz,Wolkig,18.4,16.92
Lindenberg,Wolkig,18.8,11.88
Magdeburg,Leicht Bewölkt,19.6,7.56
Meiningen,Leicht Bewölkt,17.2,16.2
Neuruppin-Alt Ruppin,Stark Bewölkt,19.8,9.0
Potsdam,Stark Bewölkt,21.3,12.6
Augsburg-Mühlhausen,Stark Bewölkt,16.2,18.72
Bamberg,Wolkig,19.2,17.28
Feldberg/Schwarzwald,Wolkig,7.8,42.12
Freudenstadt,Wolkig,13.4,20.16
Fürstenzell,Regen,12.4,6.48
Grosser Arber,Niederschlag,3.9,17.64
Hof Hohensaas,Leicht Bewölkt,14.7,14.4
Hohenpeissenberg,Wolkig,12.0,14.76
Kempten,Leicht Bewölkt,15.8,12.96
Konstanz,Leicht Bewölkt,18.9,20.52
Lahr,Stark Bewölkt,20.2,17.28
Mannheim,Wolkig,20.9,17.64
München-Flughafen,Stark Bewölkt,15.1,10.8
Nürnberg-Flughafen,Wolkig,17.2,14.4
Oberstdorf,Bedeckt,14.9,10.08
Oehringen,Wolkig,20.5,15.12
Regensburg,Wolkig,18.2,11.16
Rheinstetten,Leicht Bewölkt,21.4,19.8
Straubing,Sprühregen,14.7,5.04
Stuttgart-Echterdingen,Wolkig,17.4,16.92
Weiden,Stark Bewölkt,15.5,9.72
Würzburg,Wolkig,18.6,15.12
Zugspitze,Gefrierender Nebel,-3.2,9.36
Aachen,Wolkenlos,19.3,16.56
Bad Lippspringe,Wolkenlos,19.3,16.2
Düsseldorf-Flughafen,Leicht Bewölkt,21.0,11.88
Frankfurt/M.-Flughafen,Wolkig,21.0,25.56
Fritzlar,Leicht Bewölkt,17.9,10.8
Gießen Wettenberg,Leicht Bewölkt,19.6,18.36
Hahn-Flughafen,Trocken,16.6,16.92
Kahler Asten,Wolkenlos,14.0,12.96
Köln-Wahn,Leicht Bewölkt,21.4,6.48
Münster/Osnabrück-Flughafen,Leicht Bewölkt,20.1,12.96
Nürburg-Barweiler,Wolkenlos,17.7,16.2
Offenbach/Wetterpark,Wolkig,20.5,10.8
Saarbrücken/Ensheim,Wolkig,18.4,19.44
Trier-Petrisberg,Wolkenlos,20.8,20.16
Wasserkuppe,Stark Bewölkt,13.5,19.44
