Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,21.1,35.64
Bremen-Flughafen,Wolkig,21.1,27.72
Cuxhaven,Stark Bewölkt,19.8,22.32
Emden-Flughafen,Bedeckt,18.3,23.04
Greifswald,Stark Bewölkt,23.8,19.44
Hamburg-Fuhlsbüttel,Stark Bewölkt,20.8,26.64
Hannover-Langenhagen,Niederschlag,20.8,24.84
Helgoland,Stark Bewölkt,17.6,28.08
Kiel-Holtenau,Wolkig,19.3,30.96
List auf Sylt,Wolkig,18.2,43.56
Marnitz,Wolkig,23.7,20.52
Norderney,Stark Bewölkt,17.5,33.12
Rostock-Warnemünde,Stark Bewölkt,20.1,33.48
Schleswig,Stark Bewölkt,19.2,21.24
Schwerin,Regen,20.6,20.52
Westermarkelsdorf,Leicht Bewölkt,19.2,41.76
Angermünde,Stark Bewölkt,26.2,18.0
Berlin-Tegel,Stark Bewölkt,25.9,34.2
Brocken,Stark Bewölkt,15.4,46.08
Cottbus,Bedeckt,29.4,11.88
Dresden-Klotzsche,Stark Bewölkt,29.3,23.76
Erfurt-Bindersleben,Stark Bewölkt,25.5,29.16
Fichtelberg,Stark Bewölkt,20.3,36.36
Gera-Leumnitz,Bedeckt,27.0,31.32
Görlitz,Stark Bewölkt,29.9,21.6
Leipzig-Schkeuditz,Wolkig,27.2,27.0
Lindenberg,Stark Bewölkt,26.0,16.2
Magdeburg,Wolkig,25.9,20.88
Meiningen,Stark Bewölkt,23.3,14.04
Neuruppin-Alt Ruppin,Stark Bewölkt,25.0,13.32
Potsdam,Stark Bewölkt,25.5,22.68
Augsburg-Mühlhausen,Stark Bewölkt,29.6,24.12
Bamberg,Stark Bewölkt,25.1,16.92
Feldberg/Schwarzwald,Regen,15.1,33.84
Freudenstadt,Stark Bewölkt,22.2,21.6
Fürstenzell,Feuchter Dunst,19.5,8.279999
Grosser Arber,Wolkig,19.9,38.52
Hof Hohensaas,Bedeckt,22.7,20.52
Hohenpeissenberg,Wolkenlos,27.5,6.84
Kempten,Sprühregen,28.6,11.16
Konstanz,Regen,26.9,11.88
Lahr,Bedeckt,27.9,17.64
Mannheim,Stark Bewölkt,26.7,18.0
München-Flughafen,Leicht Bewölkt,30.2,26.28
Nürnberg-Flughafen,Niederschlag,27.3,35.28
Oberstdorf,Wolkenlos,30.7,5.76
Oehringen,Bedeckt,25.9,27.72
Regensburg,Stark Bewölkt,30.8,10.44
Rheinstetten,Stark Bewölkt,26.4,21.6
Straubing,Wolkig,29.9,9.72
Stuttgart-Echterdingen,Wolkig,27.8,23.4
Weiden,Stark Bewölkt,27.6,24.12
Würzburg,Bedeckt,24.6,30.96
Zugspitze,Leicht Bewölkt,11.8,20.16
Aachen,Wolkig,20.3,33.48
Bad Lippspringe,Stark Bewölkt,20.3,30.96
Düsseldorf-Flughafen,Leicht Bewölkt,21.7,25.56
Frankfurt/M.-Flughafen,Stark Bewölkt,26.7,31.68
Fritzlar,Wolkig,24.1,25.2
Gießen Wettenberg,Leicht Bewölkt,26.0,29.16
Hahn-Flughafen,Trocken,22.4,27.72
Kahler Asten,Leicht Bewölkt,17.9,27.36
Köln-Wahn,Wolkig,23.8,21.24
Münster/Osnabrück-Flughafen,Stark Bewölkt,20.7,20.88
Nürburg-Barweiler,Wolkig,22.0,22.68
Offenbach/Wetterpark,Stark Bewölkt,27.0,17.64
Saarbrücken/Ensheim,Stark Bewölkt,23.8,25.92
Trier-Petrisberg,Leicht Bewölkt,25.0,28.08
Wasserkuppe,Stark Bewölkt,19.5,20.52
