Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,9.8,41.04
Bremen-Flughafen,Leicht Bewölkt,14.3,16.2
Cuxhaven,Wolkenlos,10.5,24.12
Emden-Flughafen,Wolkenlos,12.2,18.72
Greifswald,Leicht Bewölkt,13.2,25.92
Hamburg-Fuhlsbüttel,Leicht Bewölkt,13.5,24.48
Hannover-Langenhagen,Leicht Bewölkt,14.3,16.2
Helgoland,Leicht Bewölkt,10.8,22.68
Kiel-Holtenau,Wolkenlos,13.0,26.64
List auf Sylt,Stark Bewölkt,10.0,33.48
Marnitz,Stark Bewölkt,14.5,19.44
Norderney,Wolkenlos,10.9,16.56
Rostock-Warnemünde,Leicht Bewölkt,10.9,37.08
Schleswig,Wolkig,13.3,25.2
Schwerin,Wolkenlos,14.2,16.92
Westermarkelsdorf,Stark Bewölkt,11.1,33.48
Angermünde,Wolkenlos,14.8,27.72
Berlin-Tegel,Leicht Bewölkt,14.9,15.12
Brocken,Wolkenlos,6.6,16.2
Cottbus,Stark Bewölkt,13.7,15.48
Dresden-Klotzsche,Stark Bewölkt,12.1,20.16
Erfurt-Bindersleben,Leicht Bewölkt,12.4,11.52
Fichtelberg,Stark Bewölkt,4.4,23.4
Gera-Leumnitz,Leicht Bewölkt,13.5,8.64
Görlitz,Bedeckt,11.1,16.56
Leipzig-Schkeuditz,Wolkenlos,13.4,14.76
Lindenberg,Wolkig,15.8,14.4
Magdeburg,Wolkenlos,15.9,9.0
Meiningen,Wolkig,11.5,12.24
Neuruppin-Alt Ruppin,Wolkenlos,15.1,14.4
Potsdam,Wolkenlos,16.1,16.56
Augsburg-Mühlhausen,Wolkenlos,11.5,12.24
Bamberg,Stark Bewölkt,12.7,6.12
Feldberg/Schwarzwald,Wolkig,5.7,9.72
Freudenstadt,Wolkenlos,10.2,12.6
Fürstenzell,Stark Bewölkt,10.5,11.16
Grosser Arber,Wolkig,4.3,7.2
Hof Hohensaas,Wolkig,10.5,12.6
Hohenpeissenberg,Leicht Bewölkt,8.5,11.52
Kempten,Leicht Bewölkt,12.1,8.279999
Konstanz,Stark Bewölkt,15.6,12.24
Lahr,Leicht Bewölkt,16.6,11.52
Mannheim,Wolkenlos,15.7,7.2
München-Flughafen,Leicht Bewölkt,11.4,5.4
Nürnberg-Flughafen,Wolkig,13.2,8.64
Oberstdorf,Stark Bewölkt,10.7,10.8
Oehringen,Wolkenlos,14.0,11.52
Regensburg,Stark Bewölkt,13.2,7.56
Rheinstetten,Wolkenlos,15.8,17.28
Straubing,Leicht Bewölkt,12.1,9.72
Stuttgart-Echterdingen,Leicht Bewölkt,13.4,11.52
Weiden,Bedeckt,11.0,10.44
Würzburg,Wolkenlos,14.0,7.92
Zugspitze,Wolkenlos,-6.8,16.2
Aachen,Wolkenlos,14.1,12.96
Bad Lippspringe,Wolkenlos,14.3,10.08
Düsseldorf-Flughafen,Wolkenlos,16.4,8.279999
Frankfurt/M.-Flughafen,Leicht Bewölkt,14.8,9.36
Fritzlar,Leicht Bewölkt,13.6,7.2
Gießen Wettenberg,Wolkenlos,13.7,11.16
Hahn-Flughafen,Trocken,12.2,16.92
Kahler Asten,Wolkenlos,9.2,10.08
Köln-Wahn,Leicht Bewölkt,15.8,9.0
Münster/Osnabrück-Flughafen,Leicht Bewölkt,15.3,9.0
Nürburg-Barweiler,Wolkenlos,12.0,14.76
Offenbach/Wetterpark,Wolkenlos,14.8,9.36
Saarbrücken/Ensheim,Leicht Bewölkt,14.1,19.8
Trier-Petrisberg,Wolkenlos,15.8,15.84
Wasserkuppe,Wolkenlos,8.5,12.6
