Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,13.1,30.96
Bremen-Flughafen,Stark Bewölkt,18.3,9.72
Cuxhaven,Leicht Bewölkt,16.5,10.8
Emden-Flughafen,Bedeckt,18.1,9.0
Greifswald,Leicht Bewölkt,16.6,15.48
Hamburg-Fuhlsbüttel,Stark Bewölkt,17.8,16.2
Hannover-Langenhagen,Stark Bewölkt,18.0,9.0
Helgoland,Stark Bewölkt,13.4,13.32
Kiel-Holtenau,Leicht Bewölkt,16.4,15.84
List auf Sylt,Bedeckt,11.5,17.28
Marnitz,Bedeckt,17.8,6.12
Norderney,Bedeckt,15.7,4.32
Rostock-Warnemünde,Stark Bewölkt,15.5,12.96
Schleswig,Leicht Bewölkt,15.7,12.96
Schwerin,Wolkig,17.8,12.24
Westermarkelsdorf,Wolkig,14.1,20.88
Angermünde,Bedeckt,17.3,9.36
Berlin-Tegel,Stark Bewölkt,18.9,10.8
Brocken,Bedeckt,9.1,20.16
Cottbus,Bedeckt,21.3,9.0
Dresden-Klotzsche,Bedeckt,19.6,9.72
Erfurt-Bindersleben,Stark Bewölkt,18.9,8.64
Fichtelberg,Bedeckt,12.2,17.64
Gera-Leumnitz,Bedeckt,18.7,8.64
Görlitz,Stark Bewölkt,19.9,3.96
Leipzig-Schkeuditz,Stark Bewölkt,19.2,5.76
Lindenberg,Bedeckt,19.3,5.4
Magdeburg,Bedeckt,19.9,7.2
Meiningen,Bedeckt,19.1,10.8
Neuruppin-Alt Ruppin,Bedeckt,18.7,9.72
Potsdam,Bedeckt,18.2,11.52
Augsburg-Mühlhausen,Wolkig,21.6,11.88
Bamberg,Bedeckt,21.6,8.64
Feldberg/Schwarzwald,Bedeckt,14.5,9.72
Freudenstadt,Bedeckt,19.2,5.4
Fürstenzell,Bedeckt,20.7,3.96
Grosser Arber,Bedeckt,12.8,12.24
Hof Hohensaas,Bedeckt,19.0,11.16
Hohenpeissenberg,Stark Bewölkt,19.6,8.279999
Kempten,Bedeckt,22.1,7.2
Konstanz,Bedeckt,21.7,3.96
Lahr,Bedeckt,22.9,15.48
Mannheim,Bedeckt,23.2,7.56
München-Flughafen,Wolkig,22.6,6.84
Nürnberg-Flughafen,Stark Bewölkt,22.9,14.04
Oberstdorf,Bedeckt,20.4,9.36
Oehringen,Bedeckt,23.2,5.76
Regensburg,Bedeckt,22.4,6.48
Rheinstetten,Bedeckt,23.7,10.44
Straubing,Bedeckt,21.7,12.6
Stuttgart-Echterdingen,Stark Bewölkt,21.5,10.44
Weiden,Bedeckt,22.2,10.8
Würzburg,Bedeckt,21.5,6.84
Zugspitze,-,1.5,26.64
Aachen,Bedeckt,18.9,10.8
Bad Lippspringe,Bedeckt,18.7,9.36
Düsseldorf-Flughafen,Stark Bewölkt,20.7,7.2
Frankfurt/M.-Flughafen,Stark Bewölkt,22.7,12.24
Fritzlar,-,19.9,7.2
Gießen Wettenberg,Bedeckt,22.7,2.52
Hahn-Flughafen,Trocken,18.3,10.8
Kahler Asten,Bedeckt,14.6,16.92
Köln-Wahn,Stark Bewölkt,21.0,14.76
Münster/Osnabrück-Flughafen,Stark Bewölkt,20.6,9.72
Nürburg-Barweiler,Bedeckt,17.8,13.32
Offenbach/Wetterpark,Bedeckt,21.3,4.68
Saarbrücken/Ensheim,Stark Bewölkt,22.9,2.52
Trier-Petrisberg,Bedeckt,21.9,6.84
Wasserkuppe,Bedeckt,15.7,9.0
