Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,10.7,25.56
Bremen-Flughafen,Stark Bewölkt,14.5,12.96
Cuxhaven,Stark Bewölkt,11.1,17.64
Emden-Flughafen,Wolkig,14.6,16.56
Greifswald,Stark Bewölkt,12.2,20.88
Hamburg-Fuhlsbüttel,Stark Bewölkt,12.7,17.28
Hannover-Langenhagen,Niederschlag,15.8,6.48
Helgoland,Bedeckt,10.0,14.04
Kiel-Holtenau,Bedeckt,13.2,25.56
List auf Sylt,Bedeckt,9.3,29.16
Marnitz,Bedeckt,14.8,17.64
Norderney,Bedeckt,10.0,17.28
Rostock-Warnemünde,Stark Bewölkt,10.7,26.64
Schleswig,Bedeckt,13.6,23.04
Schwerin,Bedeckt,14.5,12.24
Westermarkelsdorf,Trocken,9.9,34.56
Angermünde,Stark Bewölkt,15.3,17.28
Berlin-Tegel,Stark Bewölkt,15.1,18.0
Brocken,Bedeckt,15.9,8.64
Cottbus,Bedeckt,18.5,14.4
Dresden-Klotzsche,Stark Bewölkt,18.1,16.2
Erfurt-Bindersleben,Wolkig,18.9,9.0
Fichtelberg,Wolkig,14.6,11.16
Gera-Leumnitz,Stark Bewölkt,18.9,6.48
Görlitz,Stark Bewölkt,18.9,17.28
Leipzig-Schkeuditz,Stark Bewölkt,17.7,6.84
Lindenberg,Leicht Bewölkt,16.7,10.44
Magdeburg,Wolkig,17.5,7.2
Meiningen,Wolkenlos,17.8,13.68
Neuruppin-Alt Ruppin,Bedeckt,15.6,12.6
Potsdam,Stark Bewölkt,16.1,11.88
Augsburg-Mühlhausen,Wolkig,19.0,10.8
Bamberg,Stark Bewölkt,19.3,7.92
Feldberg/Schwarzwald,Leicht Bewölkt,12.9,7.92
Freudenstadt,Bedeckt,17.8,9.72
Fürstenzell,Wolkig,17.3,8.279999
Grosser Arber,Niederschlag,13.4,9.36
Hof Hohensaas,Wolkenlos,18.4,10.8
Hohenpeissenberg,Stark Bewölkt,16.8,12.24
Kempten,Bedeckt,18.5,9.36
Konstanz,Bedeckt,18.4,5.04
Lahr,Bedeckt,22.3,5.76
Mannheim,Wolkig,20.5,8.64
München-Flughafen,Leicht Bewölkt,19.3,12.6
Nürnberg-Flughafen,Niederschlag,20.5,5.76
Oberstdorf,Bedeckt,19.3,15.12
Oehringen,Stark Bewölkt,19.4,17.28
Regensburg,Wolkig,19.9,5.76
Rheinstetten,Bedeckt,20.3,13.68
Straubing,Stark Bewölkt,19.2,6.84
Stuttgart-Echterdingen,Wolkig,20.0,7.56
Weiden,Wolkenlos,18.3,7.2
Würzburg,Leicht Bewölkt,20.2,7.56
Zugspitze,Bedeckt,1.0,16.56
Aachen,Wolkig,19.9,10.08
Bad Lippspringe,Stark Bewölkt,19.9,7.92
Düsseldorf-Flughafen,Leicht Bewölkt,20.3,7.2
Frankfurt/M.-Flughafen,Leicht Bewölkt,20.0,10.08
Fritzlar,Wolkig,18.1,10.8
Gießen Wettenberg,Leicht Bewölkt,19.1,5.4
Hahn-Flughafen,Trocken,18.0,15.12
Kahler Asten,Wolkenlos,16.1,13.32
Köln-Wahn,Leicht Bewölkt,21.1,6.48
Münster/Osnabrück-Flughafen,Stark Bewölkt,18.4,8.279999
Nürburg-Barweiler,Bedeckt,19.0,11.16
Offenbach/Wetterpark,Leicht Bewölkt,19.2,11.88
Saarbrücken/Ensheim,Wolkig,19.0,16.56
Trier-Petrisberg,Bedeckt,19.7,11.52
Wasserkuppe,Wolkenlos,16.5,15.48
