Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,12.0,38.52
Bremen-Flughafen,Niederschlag,17.3,18.72
Cuxhaven,Leicht Bewölkt,15.3,23.4
Emden-Flughafen,Stark Bewölkt,17.5,21.6
Greifswald,Bedeckt,14.5,26.64
Hamburg-Fuhlsbüttel,Leichter Regen,14.7,24.12
Hannover-Langenhagen,Stark Bewölkt,18.7,13.68
Helgoland,Bedeckt,13.0,18.72
Kiel-Holtenau,Stark Bewölkt,15.0,20.88
List auf Sylt,Wolkenlos,13.4,23.76
Marnitz,Stark Bewölkt,16.4,21.6
Norderney,Stark Bewölkt,13.9,21.6
Rostock-Warnemünde,Wolkig,14.1,26.28
Schleswig,-,14.4,11.52
Schwerin,Stark Bewölkt,16.5,19.08
Westermarkelsdorf,Stark Bewölkt,13.8,20.88
Angermünde,Stark Bewölkt,16.2,20.52
Berlin-Tegel,Stark Bewölkt,16.1,16.56
Brocken,Stark Bewölkt,11.6,30.24
Cottbus,Stark Bewölkt,19.6,14.04
Dresden-Klotzsche,Wolkig,20.4,16.56
Erfurt-Bindersleben,Wolkig,20.4,13.32
Fichtelberg,Wolkenlos,16.5,18.72
Gera-Leumnitz,Wolkenlos,20.7,15.12
Görlitz,Stark Bewölkt,20.0,20.88
Leipzig-Schkeuditz,Stark Bewölkt,19.6,13.32
Lindenberg,Stark Bewölkt,17.1,18.72
Magdeburg,Bedeckt,19.7,9.72
Meiningen,Stark Bewölkt,19.0,18.36
Neuruppin-Alt Ruppin,Bedeckt,16.3,11.16
Potsdam,Bedeckt,17.4,20.16
Augsburg-Mühlhausen,Wolkenlos,22.1,12.24
Bamberg,Wolkenlos,22.8,12.96
Feldberg/Schwarzwald,Stark Bewölkt,12.4,21.96
Freudenstadt,Stark Bewölkt,18.8,8.279999
Fürstenzell,Bedeckt,21.9,11.88
Grosser Arber,Leicht Bewölkt,15.4,13.68
Hof Hohensaas,Wolkenlos,20.2,7.92
Hohenpeissenberg,Leicht Bewölkt,17.3,12.6
Kempten,Wolkenlos,21.1,6.84
Konstanz,Wolkenlos,24.1,8.64
Lahr,Wolkenlos,23.6,18.36
Mannheim,Leicht Bewölkt,23.8,11.16
München-Flughafen,Wolkig,21.8,10.8
Nürnberg-Flughafen,Leicht Bewölkt,22.1,17.28
Oberstdorf,Wolkig,20.3,18.36
Oehringen,Stark Bewölkt,23.4,11.52
Regensburg,Wolkenlos,24.9,8.64
Rheinstetten,Wolkenlos,23.8,8.279999
Straubing,Wolkenlos,23.1,12.6
Stuttgart-Echterdingen,Leicht Bewölkt,22.2,13.68
Weiden,Wolkenlos,22.2,10.44
Würzburg,Bedeckt,23.9,7.92
Zugspitze,Nebel,0.6,12.24
Aachen,Wolkenlos,20.1,10.44
Bad Lippspringe,Leicht Bewölkt,20.8,18.36
Düsseldorf-Flughafen,Wolkig,21.1,12.24
Frankfurt/M.-Flughafen,Leicht Bewölkt,22.9,5.04
Fritzlar,Wolkig,21.0,7.2
Gießen Wettenberg,Bedeckt,22.3,4.68
Hahn-Flughafen,Trocken,20.1,9.0
Kahler Asten,Bedeckt,16.4,23.4
Köln-Wahn,Leicht Bewölkt,22.3,11.52
Münster/Osnabrück-Flughafen,Wolkig,21.7,12.96
Nürburg-Barweiler,Stark Bewölkt,20.0,12.6
Offenbach/Wetterpark,Wolkig,22.6,5.4
Saarbrücken/Ensheim,Leicht Bewölkt,22.8,5.04
Trier-Petrisberg,Leicht Bewölkt,22.3,7.56
Wasserkuppe,Bedeckt,15.6,14.04
