Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,7.6,13.32
Bremen-Flughafen,Wolkig,11.2,27.72
Cuxhaven,Wolkig,10.3,21.6
Emden-Flughafen,Sprühregen,10.4,37.08
Greifswald,Bedeckt,7.1,21.24
Hamburg-Fuhlsbüttel,Wolkig,10.6,18.72
Hannover-Langenhagen,Regenschauer,8.2,18.36
Helgoland,Wolkenlos,9.1,38.52
Kiel-Holtenau,Leicht Bewölkt,9.8,32.4
List auf Sylt,Leicht Bewölkt,9.5,46.8
Marnitz,Bedeckt,7.3,27.72
Norderney,Wolkig,9.4,41.76
Rostock-Warnemünde,Bedeckt,8.4,39.96
Schleswig,Wolkig,10.0,22.68
Schwerin,Bedeckt,8.5,29.16
Westermarkelsdorf,Wolkenlos,8.7,38.88
Angermünde,Leichter Regen,6.5,16.92
Berlin-Tegel,Leichter Regen,6.6,12.24
Brocken,Regen,-2.3,63.72
Cottbus,Sprühregen,7.1,15.48
Dresden-Klotzsche,Leichter Sprühregen,6.2,16.56
Erfurt-Bindersleben,Eiskörner,2.7,28.8
Fichtelberg,Gefrierender Nebel,-0.2,35.64
Gera-Leumnitz,Leichter Regen,4.9,16.92
Görlitz,Starker Sprühregen,7.8,14.4
Leipzig-Schkeuditz,Leichter Regen,5.3,20.52
Lindenberg,Regen,6.9,14.4
Magdeburg,Leichter Regen,6.7,13.32
Meiningen,Leichter Regen,3.4,32.4
Neuruppin-Alt Ruppin,Sprühregen,7.2,20.88
Potsdam,Leichter Regen,6.1,18.36
Augsburg-Mühlhausen,Leichter Regen,16.6,15.48
Bamberg,Regen,5.8,26.28
Feldberg/Schwarzwald,Niederschlag,5.2,40.68
Freudenstadt,Leichter Regen,3.1,16.56
Fürstenzell,Regen,17.7,4.32
Grosser Arber,Nebel,9.1,16.2
Hof Hohensaas,Leichter Regen,3.4,20.88
Hohenpeissenberg,Bedeckt,15.7,14.76
Kempten,Bedeckt,19.3,10.08
Konstanz,Leichter Regen,13.6,19.08
Lahr,Leichter Regen,4.4,40.32
Mannheim,Leichter Regen,4.4,27.0
München-Flughafen,Leichter Regen,17.0,3.96
Nürnberg-Flughafen,Leichter Regen,6.3,21.24
Oberstdorf,Stark Bewölkt,19.6,15.12
Oehringen,Leichter Regen,6.3,19.44
Regensburg,Leichter Regen,13.5,18.72
Rheinstetten,Leichter Regen,4.4,29.52
Straubing,Leichter Regen,17.4,3.96
Stuttgart-Echterdingen,Leichter Regen,6.9,20.88
Weiden,Leichter Regen,6.2,28.08
Würzburg,Leichter Regen,5.4,16.56
Zugspitze,Niederschlag,0.4,43.56
Aachen,Stark Bewölkt,9.2,29.16
Bad Lippspringe,Stark Bewölkt,9.9,22.68
Düsseldorf-Flughafen,Stark Bewölkt,11.7,38.52
Frankfurt/M.-Flughafen,Regen,5.0,31.68
Fritzlar,Leichter Regen,5.4,14.4
Gießen Wettenberg,Leichter Sprühregen,4.7,24.84
Hahn-Flughafen,Leichter Regen,3.2,28.08
Kahler Asten,Bedeckt,1.0,38.52
Köln-Wahn,Wolkig,11.8,37.8
Münster/Osnabrück-Flughafen,Wolkig,11.0,32.04
Nürburg-Barweiler,Stark Bewölkt,6.3,25.2
Offenbach/Wetterpark,Leichter Regen,4.6,21.96
Saarbrücken/Ensheim,Leichter Regen,3.7,32.4
Trier-Petrisberg,Leichter Sprühregen,6.5,27.0
Wasserkuppe,Niederschlag,-0.2,49.68
