Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,14.7,15.12
Bremen-Flughafen,Wolkig,17.2,13.32
Cuxhaven,Bedeckt,14.1,27.36
Emden-Flughafen,Wolkenlos,15.1,20.52
Greifswald,Leicht Bewölkt,15.6,15.12
Hamburg-Fuhlsbüttel,Leicht Bewölkt,17.6,9.72
Hannover-Langenhagen,Leicht Bewölkt,17.1,16.2
Helgoland,Leicht Bewölkt,13.1,24.48
Kiel-Holtenau,Wolkenlos,16.7,10.44
List auf Sylt,Leicht Bewölkt,13.1,37.44
Marnitz,Stark Bewölkt,17.8,12.24
Norderney,Wolkenlos,12.4,23.04
Rostock-Warnemünde,Wolkenlos,14.9,17.64
Schleswig,Stark Bewölkt,16.3,11.52
Schwerin,Leicht Bewölkt,17.2,17.28
Westermarkelsdorf,Leicht Bewölkt,14.3,22.68
Angermünde,Leicht Bewölkt,18.8,19.8
Berlin-Tegel,Wolkig,17.4,15.12
Brocken,Wolkig,7.8,29.16
Cottbus,Bedeckt,16.9,13.68
Dresden-Klotzsche,Bedeckt,13.1,7.92
Erfurt-Bindersleben,Wolkig,16.6,15.48
Fichtelberg,Niederschlag,6.5,41.04
Gera-Leumnitz,Wolkig,14.2,15.48
Görlitz,Bedeckt,14.0,12.6
Leipzig-Schkeuditz,Wolkig,17.0,19.8
Lindenberg,Bedeckt,17.0,11.88
Magdeburg,Wolkig,17.5,13.32
Meiningen,Wolkenlos,16.2,20.52
Neuruppin-Alt Ruppin,Wolkig,18.4,15.84
Potsdam,Stark Bewölkt,17.8,8.279999
Augsburg-Mühlhausen,Leichter Sprühregen,15.1,12.24
Bamberg,Leicht Bewölkt,17.9,20.88
Feldberg/Schwarzwald,Wolkig,11.1,20.52
Freudenstadt,Stark Bewölkt,15.5,14.04
Fürstenzell,Bedeckt,13.4,14.04
Grosser Arber,Niederschlag,4.8,21.96
Hof Hohensaas,Wolkig,13.3,18.0
Hohenpeissenberg,Regen,12.9,15.48
Kempten,Stark Bewölkt,17.1,9.0
Konstanz,Stark Bewölkt,20.7,8.279999
Lahr,Wolkenlos,21.0,25.2
Mannheim,Wolkig,20.5,14.4
München-Flughafen,Stark Bewölkt,14.8,11.52
Nürnberg-Flughafen,Wolkig,17.2,21.24
Oberstdorf,Regen,17.6,7.2
Oehringen,Leicht Bewölkt,20.5,12.24
Regensburg,Regen,17.5,7.92
Rheinstetten,Wolkig,20.5,13.32
Straubing,Wolkig,16.9,6.12
Stuttgart-Echterdingen,Stark Bewölkt,19.0,16.92
Weiden,Wolkig,15.4,21.24
Würzburg,Wolkig,19.4,15.48
Zugspitze,Leichter Schneefall,-3.5,11.88
Aachen,Wolkenlos,17.2,19.8
Bad Lippspringe,Wolkenlos,16.9,15.84
Düsseldorf-Flughafen,Leicht Bewölkt,19.1,21.96
Frankfurt/M.-Flughafen,Leicht Bewölkt,20.4,22.32
Fritzlar,Leicht Bewölkt,17.1,10.8
Gießen Wettenberg,Wolkenlos,19.2,18.72
Hahn-Flughafen,Trocken,16.9,23.4
Kahler Asten,Wolkenlos,12.1,27.0
Köln-Wahn,Wolkenlos,19.6,11.16
Münster/Osnabrück-Flughafen,Leicht Bewölkt,18.0,16.92
Nürburg-Barweiler,Wolkenlos,16.2,14.04
Offenbach/Wetterpark,Wolkig,19.7,12.24
Saarbrücken/Ensheim,Leicht Bewölkt,19.8,19.8
Trier-Petrisberg,Wolkenlos,20.4,17.28
Wasserkuppe,Wolkenlos,12.5,23.4
