Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,9.6,21.6
Bremen-Flughafen,Wolkig,12.5,18.72
Cuxhaven,Leicht Bewölkt,10.9,25.56
Emden-Flughafen,Wolkig,11.3,20.16
Greifswald,Stark Bewölkt,11.8,15.12
Hamburg-Fuhlsbüttel,Wolkig,12.6,18.0
Hannover-Langenhagen,Stark Bewölkt,11.2,15.48
Helgoland,Wolkig,10.6,23.4
Kiel-Holtenau,-,11.4,16.2
List auf Sylt,Wolkenlos,10.2,37.8
Marnitz,Bedeckt,11.3,9.36
Norderney,Leicht Bewölkt,10.2,23.76
Rostock-Warnemünde,Stark Bewölkt,10.3,21.24
Schleswig,Leicht Bewölkt,13.9,16.56
Schwerin,Bedeckt,10.7,15.12
Westermarkelsdorf,Wolkenlos,10.5,28.8
Angermünde,Leichter Regen,9.7,14.76
Berlin-Tegel,Regen,9.8,11.88
Brocken,Sprühregen,2.5,19.8
Cottbus,Regen,15.7,2.88
Dresden-Klotzsche,Bedeckt,15.6,4.32
Erfurt-Bindersleben,Niederschlag,10.4,16.56
Fichtelberg,Stark Bewölkt,8.8,18.36
Gera-Leumnitz,Stark Bewölkt,13.9,10.08
Görlitz,Leichter Regen,13.1,11.52
Leipzig-Schkeuditz,Leichter Regen,10.4,12.96
Lindenberg,Regen,13.7,7.2
Magdeburg,Sprühregen,11.0,11.16
Meiningen,Sprühregen,11.3,17.64
Neuruppin-Alt Ruppin,Leichter Regen,10.1,5.04
Potsdam,Leichter Regen,9.8,7.56
Augsburg-Mühlhausen,Regen,13.6,10.44
Bamberg,Stark Bewölkt,18.8,11.16
Feldberg/Schwarzwald,Bedeckt,8.3,19.44
Freudenstadt,Stark Bewölkt,13.5,24.84
Fürstenzell,Bedeckt,15.7,6.48
Grosser Arber,Bedeckt,7.2,20.16
Hof Hohensaas,Bedeckt,14.8,13.32
Hohenpeissenberg,Regen,9.4,11.88
Kempten,Stark Bewölkt,15.3,12.6
Konstanz,Stark Bewölkt,19.6,17.28
Lahr,Bedeckt,20.4,10.08
Mannheim,Regen,18.1,12.6
München-Flughafen,Bedeckt,15.4,13.32
Nürnberg-Flughafen,Stark Bewölkt,18.0,20.16
Oberstdorf,Bedeckt,15.5,3.6
Oehringen,Bedeckt,16.3,12.96
Regensburg,Bedeckt,18.0,19.08
Rheinstetten,Stark Bewölkt,18.3,15.48
Straubing,Bedeckt,15.9,10.8
Stuttgart-Echterdingen,Wolkig,16.1,6.48
Weiden,Bedeckt,16.5,7.2
Würzburg,Leichter Regen,13.5,24.84
Zugspitze,Gefrierender Nebel,-2.1,21.96
Aachen,Bedeckt,10.7,11.16
Bad Lippspringe,Bedeckt,10.5,12.96
Düsseldorf-Flughafen,Stark Bewölkt,13.0,15.12
Frankfurt/M.-Flughafen,Regenschauer,17.4,5.04
Fritzlar,Bedeckt,10.5,7.2
Gießen Wettenberg,Leichter Sprühregen,12.2,11.52
Hahn-Flughafen,Leichter Sprühregen,12.3,8.64
Kahler Asten,Bedeckt,4.9,16.2
Köln-Wahn,Bedeckt,13.6,17.64
Münster/Osnabrück-Flughafen,Wolkig,13.1,15.12
Nürburg-Barweiler,Regen,8.4,14.4
Offenbach/Wetterpark,Stark Bewölkt,16.2,10.8
Saarbrücken/Ensheim,Stark Bewölkt,16.4,20.52
Trier-Petrisberg,Stark Bewölkt,14.9,5.76
Wasserkuppe,Regen,8.5,11.16
