Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,16.7,9.0
Bremen-Flughafen,Stark Bewölkt,15.7,15.84
Cuxhaven,Stark Bewölkt,13.8,6.12
Emden-Flughafen,Stark Bewölkt,14.3,14.76
Greifswald,Wolkig,19.2,11.16
Hamburg-Fuhlsbüttel,Wolkig,18.1,10.44
Hannover-Langenhagen,Wolkig,18.9,7.92
Helgoland,Wolkenlos,13.3,9.72
Kiel-Holtenau,Leicht Bewölkt,14.7,18.0
List auf Sylt,Stark Bewölkt,12.7,11.16
Marnitz,Stark Bewölkt,20.1,11.52
Norderney,Wolkenlos,13.7,10.8
Rostock-Warnemünde,Wolkenlos,16.4,12.24
Schleswig,Bedeckt,15.5,3.96
Schwerin,Stark Bewölkt,18.1,10.08
Westermarkelsdorf,Wolkenlos,15.0,15.48
Angermünde,Stark Bewölkt,21.5,12.6
Berlin-Tegel,Stark Bewölkt,20.8,6.84
Brocken,Bedeckt,9.9,23.76
Cottbus,Stark Bewölkt,20.9,7.92
Dresden-Klotzsche,Bedeckt,18.8,18.36
Erfurt-Bindersleben,Bedeckt,16.2,8.64
Fichtelberg,Bedeckt,9.7,19.44
Gera-Leumnitz,Bedeckt,19.3,14.04
Görlitz,Bedeckt,18.3,15.48
Leipzig-Schkeuditz,Bedeckt,21.2,16.92
Lindenberg,Stark Bewölkt,21.5,5.76
Magdeburg,Bedeckt,21.4,13.32
Meiningen,Sprühregen,15.1,9.36
Neuruppin-Alt Ruppin,Wolkig,20.0,7.92
Potsdam,Stark Bewölkt,19.8,8.64
Augsburg-Mühlhausen,Sprühregen,12.9,15.48
Bamberg,Leichter Regen,17.0,10.44
Feldberg/Schwarzwald,Nebel,4.5,28.44
Freudenstadt,Leichter Sprühregen,9.3,16.56
Fürstenzell,-,13.8,1.8
Grosser Arber,Niederschlag,6.7,15.12
Hof Hohensaas,Bedeckt,16.0,18.72
Hohenpeissenberg,Nebel,9.5,10.8
Kempten,Bedeckt,12.4,6.84
Konstanz,Bedeckt,13.8,4.32
Lahr,Leichter Sprühregen,14.5,17.28
Mannheim,Leichter Regen,16.4,8.279999
München-Flughafen,Leichter Sprühregen,13.4,12.96
Nürnberg-Flughafen,Leichter Regen,14.2,6.48
Oberstdorf,Bedeckt,13.3,8.64
Oehringen,Sprühregen,15.9,8.64
Regensburg,Regen,13.8,10.08
Rheinstetten,Leichter Regen,14.5,5.04
Straubing,Leichter Regen,13.5,14.04
Stuttgart-Echterdingen,Leichter Regen,12.6,15.84
Weiden,Leichter Regen,13.7,4.68
Würzburg,Leichter Regen,16.7,10.8
Zugspitze,Trockener Dunst,2.2,5.4
Aachen,Feuchter Dunst,12.2,11.16
Bad Lippspringe,Regen,19.4,10.8
Düsseldorf-Flughafen,Stark Bewölkt,15.4,12.6
Frankfurt/M.-Flughafen,Leichter Regen,17.5,7.92
Fritzlar,Stark Bewölkt,19.2,7.2
Gießen Wettenberg,Bedeckt,19.0,14.4
Hahn-Flughafen,Trocken,16.4,15.48
Kahler Asten,Bedeckt,12.7,15.48
Köln-Wahn,Stark Bewölkt,18.3,17.64
Münster/Osnabrück-Flughafen,Stark Bewölkt,15.4,16.56
Nürburg-Barweiler,Stark Bewölkt,13.7,13.68
Offenbach/Wetterpark,Leichter Sprühregen,16.9,5.4
Saarbrücken/Ensheim,Bedeckt,16.8,11.52
Trier-Petrisberg,Bedeckt,19.7,10.8
Wasserkuppe,Leichter Regen,11.0,14.76
