Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,20.3,12.6
Bremen-Flughafen,Stark Bewölkt,23.1,6.84
Cuxhaven,Bedeckt,15.1,33.12
Emden-Flughafen,Bedeckt,17.0,29.52
Greifswald,Wolkig,23.8,8.279999
Hamburg-Fuhlsbüttel,Stark Bewölkt,22.5,5.4
Hannover-Langenhagen,Stark Bewölkt,23.1,3.96
Helgoland,Bedeckt,10.5,43.56
Kiel-Holtenau,Stark Bewölkt,19.1,18.72
List auf Sylt,Bedeckt,11.2,47.88
Marnitz,Bedeckt,24.4,9.72
Norderney,Bedeckt,11.3,44.64
Rostock-Warnemünde,Bedeckt,18.6,14.04
Schleswig,Bedeckt,21.2,11.88
Schwerin,Bedeckt,23.1,5.04
Westermarkelsdorf,Bedeckt,17.2,7.2
Angermünde,Leicht Bewölkt,23.1,12.24
Berlin-Tegel,Stark Bewölkt,22.6,16.56
Brocken,Bedeckt,14.1,4.68
Cottbus,Stark Bewölkt,25.3,5.04
Dresden-Klotzsche,Bedeckt,22.1,10.44
Erfurt-Bindersleben,Stark Bewölkt,19.9,8.279999
Fichtelberg,Regen,13.1,20.16
Gera-Leumnitz,Stark Bewölkt,21.3,11.88
Görlitz,Bedeckt,21.4,9.0
Leipzig-Schkeuditz,Bedeckt,22.7,11.16
Lindenberg,Stark Bewölkt,23.5,8.64
Magdeburg,Bedeckt,23.1,6.84
Meiningen,Stark Bewölkt,19.5,9.36
Neuruppin-Alt Ruppin,Stark Bewölkt,24.1,7.56
Potsdam,Stark Bewölkt,23.9,12.24
Augsburg-Mühlhausen,Bedeckt,18.3,8.64
Bamberg,Bedeckt,21.3,11.88
Feldberg/Schwarzwald,Stark Bewölkt,12.2,25.56
Freudenstadt,Bedeckt,18.6,15.12
Fürstenzell,Leichter Regen,14.9,10.44
Grosser Arber,Niederschlag,8.7,30.6
Hof Hohensaas,Bedeckt,18.4,11.16
Hohenpeissenberg,Stark Bewölkt,16.1,4.68
Kempten,Bedeckt,18.8,3.24
Konstanz,Wolkig,20.2,5.76
Lahr,Wolkig,24.9,12.24
Mannheim,Stark Bewölkt,22.9,16.56
München-Flughafen,Bedeckt,17.2,10.44
Nürnberg-Flughafen,Regen,19.3,8.279999
Oberstdorf,Bedeckt,18.9,3.24
Oehringen,Stark Bewölkt,21.8,12.96
Regensburg,Leichter Regen,16.4,5.04
Rheinstetten,Stark Bewölkt,22.9,14.4
Straubing,Leichter Regen,16.2,6.84
Stuttgart-Echterdingen,Stark Bewölkt,20.9,9.0
Weiden,Bedeckt,17.7,9.36
Würzburg,Wolkig,22.1,14.76
Zugspitze,Nebel,0.5,27.0
Aachen,Leichter Regen,16.1,2.88
Bad Lippspringe,Regen,18.9,6.12
Düsseldorf-Flughafen,Niederschlag,19.8,8.279999
Frankfurt/M.-Flughafen,Regenschauer,20.4,5.76
Fritzlar,Stark Bewölkt,15.9,0.0
Gießen Wettenberg,Leicht Bewölkt,20.5,4.32
Hahn-Flughafen,Leichter Sprühregen,18.7,11.16
Kahler Asten,Bedeckt,13.5,7.92
Köln-Wahn,Stark Bewölkt,19.5,2.52
Münster/Osnabrück-Flughafen,Stark Bewölkt,21.4,6.84
Nürburg-Barweiler,Stark Bewölkt,16.8,7.56
Offenbach/Wetterpark,Bedeckt,19.2,5.76
Saarbrücken/Ensheim,Niederschlag,20.4,15.12
Trier-Petrisberg,Stark Bewölkt,22.4,15.12
Wasserkuppe,Bedeckt,16.0,11.52
