Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,12.8,23.4
Bremen-Flughafen,Leicht Bewölkt,19.2,14.4
Cuxhaven,Leicht Bewölkt,15.9,11.88
Emden-Flughafen,Wolkenlos,19.7,14.04
Greifswald,Leicht Bewölkt,18.7,11.88
Hamburg-Fuhlsbüttel,Leicht Bewölkt,18.8,16.56
Hannover-Langenhagen,Wolkenlos,18.3,18.0
Helgoland,Wolkenlos,11.4,11.16
Kiel-Holtenau,Wolkenlos,16.6,14.76
List auf Sylt,Stark Bewölkt,15.6,9.0
Marnitz,Wolkenlos,18.8,8.279999
Norderney,Wolkenlos,14.4,23.76
Rostock-Warnemünde,Wolkenlos,13.2,12.96
Schleswig,Wolkenlos,19.0,5.04
Schwerin,Wolkenlos,19.6,10.08
Westermarkelsdorf,Stark Bewölkt,14.3,9.72
Angermünde,Wolkenlos,19.4,4.68
Berlin-Tegel,Wolkenlos,19.5,9.72
Brocken,Wolkenlos,10.0,20.88
Cottbus,Wolkenlos,19.4,11.16
Dresden-Klotzsche,Wolkenlos,17.7,15.84
Erfurt-Bindersleben,Wolkenlos,16.6,15.84
Fichtelberg,Wolkenlos,10.1,29.16
Gera-Leumnitz,Wolkenlos,17.1,11.52
Görlitz,Wolkenlos,17.5,12.6
Leipzig-Schkeuditz,Wolkenlos,18.1,17.28
Lindenberg,Wolkenlos,19.0,6.84
Magdeburg,Wolkenlos,18.6,13.32
Meiningen,Wolkenlos,17.5,7.92
Neuruppin-Alt Ruppin,Wolkenlos,19.4,3.96
Potsdam,Wolkenlos,20.3,15.12
Augsburg-Mühlhausen,Wolkenlos,17.7,19.44
Bamberg,Wolkenlos,19.4,10.8
Feldberg/Schwarzwald,Leicht Bewölkt,11.1,10.44
Freudenstadt,Wolkenlos,15.3,7.2
Fürstenzell,Wolkenlos,18.1,16.92
Grosser Arber,Wolkenlos,10.1,10.44
Hof Hohensaas,Wolkenlos,16.1,9.36
Hohenpeissenberg,Wolkenlos,13.1,10.44
Kempten,Wolkenlos,17.3,5.4
Konstanz,Wolkenlos,18.2,10.8
Lahr,Wolkenlos,19.7,10.8
Mannheim,Wolkenlos,20.0,11.52
München-Flughafen,Wolkenlos,17.1,16.92
Nürnberg-Flughafen,Wolkenlos,18.7,9.72
Oberstdorf,Wolkenlos,18.1,18.0
Oehringen,Wolkenlos,19.3,12.24
Regensburg,Wolkenlos,18.4,7.2
Rheinstetten,Wolkenlos,20.6,18.0
Straubing,Wolkenlos,19.0,19.08
Stuttgart-Echterdingen,Wolkenlos,17.8,11.88
Weiden,Wolkenlos,16.7,18.36
Würzburg,Wolkenlos,19.4,17.28
Zugspitze,Wolkenlos,0.4,5.76
Aachen,Wolkenlos,19.9,18.0
Bad Lippspringe,Wolkenlos,18.6,17.28
Düsseldorf-Flughafen,Wolkenlos,21.8,11.52
Frankfurt/M.-Flughafen,Wolkenlos,19.9,15.12
Fritzlar,Wolkenlos,18.2,18.0
Gießen Wettenberg,Wolkenlos,18.9,12.96
Hahn-Flughafen,Trocken,17.0,16.56
Kahler Asten,Wolkenlos,13.7,18.0
Köln-Wahn,Wolkenlos,21.8,19.08
Münster/Osnabrück-Flughafen,Wolkenlos,20.3,14.4
Nürburg-Barweiler,Wolkenlos,18.0,9.0
Offenbach/Wetterpark,Wolkenlos,20.1,7.56
Saarbrücken/Ensheim,Wolkenlos,20.3,16.2
Trier-Petrisberg,Wolkenlos,21.5,9.36
Wasserkuppe,Wolkenlos,15.2,19.08
