Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,12.8,32.4
Bremen-Flughafen,Leicht Bewölkt,17.1,32.76
Cuxhaven,Bedeckt,9.1,29.52
Emden-Flughafen,Wolkenlos,11.1,22.68
Greifswald,Stark Bewölkt,18.0,25.92
Hamburg-Fuhlsbüttel,Leicht Bewölkt,16.2,30.6
Hannover-Langenhagen,Wolkenlos,18.2,27.0
Helgoland,Bedeckt,8.9,34.2
Kiel-Holtenau,Wolkig,14.9,30.96
List auf Sylt,Bedeckt,8.5,39.6
Marnitz,Wolkig,19.7,21.24
Norderney,Stark Bewölkt,8.5,29.16
Rostock-Warnemünde,Wolkenlos,11.9,25.56
Schleswig,Wolkig,14.9,22.32
Schwerin,Wolkig,18.4,16.2
Westermarkelsdorf,Stark Bewölkt,11.7,36.36
Angermünde,Wolkig,21.8,20.52
Berlin-Tegel,Leicht Bewölkt,21.4,26.64
Brocken,Wolkig,12.1,38.52
Cottbus,Leicht Bewölkt,21.2,13.68
Dresden-Klotzsche,Bedeckt,18.9,23.76
Erfurt-Bindersleben,Stark Bewölkt,20.0,17.28
Fichtelberg,Bedeckt,12.9,30.96
Gera-Leumnitz,Bedeckt,19.9,19.44
Görlitz,Bedeckt,20.1,26.28
Leipzig-Schkeuditz,Wolkenlos,20.1,17.28
Lindenberg,Wolkenlos,20.4,20.52
Magdeburg,Leicht Bewölkt,21.5,18.36
Meiningen,Bedeckt,18.9,19.44
Neuruppin-Alt Ruppin,Wolkig,20.1,16.92
Potsdam,Stark Bewölkt,22.2,14.04
Augsburg-Mühlhausen,Bedeckt,19.7,18.72
Bamberg,Stark Bewölkt,21.0,10.8
Feldberg/Schwarzwald,Wolkenlos,10.0,27.0
Freudenstadt,Bedeckt,17.2,21.96
Fürstenzell,Bedeckt,19.8,13.68
Grosser Arber,Bedeckt,11.3,27.0
Hof Hohensaas,Bedeckt,17.7,15.84
Hohenpeissenberg,Bedeckt,17.8,20.88
Kempten,Stark Bewölkt,19.2,17.64
Konstanz,Bedeckt,21.9,22.32
Lahr,Bedeckt,23.7,21.24
Mannheim,Wolkig,23.2,13.32
München-Flughafen,Bedeckt,20.2,23.76
Nürnberg-Flughafen,Stark Bewölkt,20.8,22.68
Oberstdorf,Bedeckt,18.2,15.48
Oehringen,Wolkig,21.8,20.52
Regensburg,Bedeckt,21.3,12.6
Rheinstetten,Wolkenlos,23.0,20.16
Straubing,Bedeckt,20.4,10.8
Stuttgart-Echterdingen,Stark Bewölkt,21.4,18.72
Weiden,Stark Bewölkt,18.7,12.96
Würzburg,Wolkig,21.2,12.96
Zugspitze,Stark Bewölkt,-1.6,14.04
Aachen,Wolkig,17.7,16.2
Bad Lippspringe,Wolkenlos,19.4,20.88
Düsseldorf-Flughafen,Wolkig,19.8,18.0
Frankfurt/M.-Flughafen,Wolkig,23.2,22.68
Fritzlar,-,20.6,18.0
Gießen Wettenberg,Wolkenlos,20.7,19.8
Hahn-Flughafen,Trocken,19.1,21.6
Kahler Asten,Wolkig,14.8,32.04
Köln-Wahn,Leicht Bewölkt,20.3,19.08
Münster/Osnabrück-Flughafen,Leicht Bewölkt,19.6,16.2
Nürburg-Barweiler,Wolkig,19.1,16.2
Offenbach/Wetterpark,Bedeckt,22.1,16.56
Saarbrücken/Ensheim,Stark Bewölkt,20.4,23.4
Trier-Petrisberg,Stark Bewölkt,22.7,15.12
Wasserkuppe,Bedeckt,15.4,20.52
