Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkig,11.5,36.0
Bremen-Flughafen,Wolkenlos,15.5,14.76
Cuxhaven,Wolkig,10.9,24.84
Emden-Flughafen,Wolkenlos,15.1,5.4
Greifswald,Stark Bewölkt,13.2,16.92
Hamburg-Fuhlsbüttel,Leicht Bewölkt,12.7,19.8
Hannover-Langenhagen,Wolkenlos,16.1,13.32
Helgoland,Leicht Bewölkt,11.5,14.4
Kiel-Holtenau,Wolkenlos,13.9,21.6
List auf Sylt,Stark Bewölkt,9.7,23.4
Marnitz,Wolkenlos,16.0,16.92
Norderney,Wolkenlos,10.7,10.08
Rostock-Warnemünde,Stark Bewölkt,12.1,18.36
Schleswig,Wolkenlos,14.9,16.92
Schwerin,Leicht Bewölkt,14.8,20.88
Westermarkelsdorf,Wolkenlos,12.4,26.28
Angermünde,Bedeckt,13.2,15.12
Berlin-Tegel,Wolkig,13.2,13.32
Brocken,Wolkenlos,11.1,23.04
Cottbus,Stark Bewölkt,12.3,10.8
Dresden-Klotzsche,Leicht Bewölkt,13.5,15.84
Erfurt-Bindersleben,Wolkenlos,18.4,13.68
Fichtelberg,Wolkenlos,11.1,36.72
Gera-Leumnitz,Wolkenlos,18.0,17.28
Görlitz,Stark Bewölkt,10.7,10.44
Leipzig-Schkeuditz,Wolkenlos,16.1,12.96
Lindenberg,Bedeckt,11.5,13.68
Magdeburg,Wolkenlos,16.6,12.96
Meiningen,Wolkenlos,17.5,13.68
Neuruppin-Alt Ruppin,Leicht Bewölkt,15.4,13.32
Potsdam,Leicht Bewölkt,14.6,13.68
Augsburg-Mühlhausen,Wolkenlos,17.8,5.4
Bamberg,Wolkenlos,19.8,9.36
Feldberg/Schwarzwald,Leicht Bewölkt,12.7,10.08
Freudenstadt,Leicht Bewölkt,17.7,9.36
Fürstenzell,Wolkenlos,17.2,14.76
Grosser Arber,Wolkenlos,10.4,19.08
Hof Hohensaas,Wolkenlos,17.9,12.6
Hohenpeissenberg,Wolkenlos,15.4,10.44
Kempten,Wolkenlos,18.8,6.84
Konstanz,Wolkenlos,21.4,5.76
Lahr,Stark Bewölkt,20.6,9.72
Mannheim,Wolkig,21.2,5.76
München-Flughafen,Wolkenlos,17.3,6.84
Nürnberg-Flughafen,Wolkenlos,18.2,9.36
Oberstdorf,Wolkenlos,19.8,18.36
Oehringen,Wolkenlos,20.3,4.68
Regensburg,Wolkenlos,21.8,7.56
Rheinstetten,Wolkenlos,21.0,14.4
Straubing,Wolkenlos,18.9,8.279999
Stuttgart-Echterdingen,Wolkenlos,19.2,4.68
Weiden,Wolkenlos,19.2,11.16
Würzburg,Wolkenlos,19.6,10.44
Zugspitze,Wolkenlos,1.2,8.64
Aachen,Wolkenlos,19.1,4.68
Bad Lippspringe,Wolkenlos,17.7,13.68
Düsseldorf-Flughafen,Leicht Bewölkt,20.0,5.4
Frankfurt/M.-Flughafen,Leicht Bewölkt,20.5,9.36
Fritzlar,Wolkenlos,18.8,7.2
Gießen Wettenberg,Wolkenlos,19.5,9.0
Hahn-Flughafen,Trocken,17.7,7.92
Kahler Asten,Wolkenlos,15.2,10.8
Köln-Wahn,Leicht Bewölkt,19.5,5.76
Münster/Osnabrück-Flughafen,Leicht Bewölkt,18.4,6.84
Nürburg-Barweiler,Wolkenlos,18.6,5.76
Offenbach/Wetterpark,Wolkenlos,20.3,6.48
Saarbrücken/Ensheim,Wolkig,19.0,9.0
Trier-Petrisberg,Stark Bewölkt,20.4,7.2
Wasserkuppe,Wolkenlos,14.8,8.64
