Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,9.9,20.88
Bremen-Flughafen,Wolkenlos,18.0,23.76
Cuxhaven,Wolkenlos,14.2,27.72
Emden-Flughafen,Wolkenlos,17.5,29.16
Greifswald,Leicht Bewölkt,9.8,24.12
Hamburg-Fuhlsbüttel,Wolkenlos,16.5,26.28
Hannover-Langenhagen,Wolkenlos,17.2,24.84
Helgoland,Wolkenlos,12.3,19.08
Kiel-Holtenau,Wolkenlos,12.5,29.16
List auf Sylt,Wolkenlos,15.1,29.16
Marnitz,Wolkenlos,16.0,18.72
Norderney,Wolkenlos,12.6,35.64
Rostock-Warnemünde,Wolkenlos,10.8,20.52
Schleswig,Wolkenlos,12.9,27.36
Schwerin,Wolkenlos,14.7,20.88
Westermarkelsdorf,Wolkenlos,11.2,28.8
Angermünde,Wolkenlos,15.8,9.36
Berlin-Tegel,Leicht Bewölkt,16.0,16.56
Brocken,Wolkenlos,7.6,43.2
Cottbus,Wolkenlos,17.2,17.28
Dresden-Klotzsche,Wolkenlos,16.4,31.68
Erfurt-Bindersleben,Wolkenlos,15.2,24.12
Fichtelberg,Wolkenlos,8.3,38.52
Gera-Leumnitz,Wolkenlos,16.0,21.6
Görlitz,Wolkenlos,15.7,24.48
Leipzig-Schkeuditz,Wolkenlos,16.3,25.56
Lindenberg,Wolkenlos,17.4,11.52
Magdeburg,Wolkenlos,17.9,16.56
Meiningen,Wolkenlos,16.6,21.96
Neuruppin-Alt Ruppin,Wolkenlos,16.5,11.52
Potsdam,Wolkenlos,17.5,19.8
Augsburg-Mühlhausen,Wolkenlos,17.6,23.4
Bamberg,Wolkenlos,19.9,22.68
Feldberg/Schwarzwald,Leicht Bewölkt,10.8,27.0
Freudenstadt,Wolkenlos,14.8,17.28
Fürstenzell,Wolkenlos,18.8,21.96
Grosser Arber,Wolkenlos,9.1,9.36
Hof Hohensaas,Wolkenlos,15.4,20.52
Hohenpeissenberg,Wolkenlos,14.2,19.8
Kempten,Wolkenlos,17.2,10.8
Konstanz,Wolkenlos,20.3,6.12
Lahr,Wolkenlos,19.2,18.36
Mannheim,Wolkenlos,20.7,15.48
München-Flughafen,Wolkenlos,18.2,27.0
Nürnberg-Flughafen,Wolkenlos,19.0,28.44
Oberstdorf,Wolkenlos,18.1,15.84
Oehringen,Wolkenlos,19.3,23.76
Regensburg,Wolkenlos,20.4,15.84
Rheinstetten,Wolkenlos,19.9,24.12
Straubing,Wolkenlos,19.2,32.4
Stuttgart-Echterdingen,Wolkenlos,19.2,25.2
Weiden,Wolkenlos,16.1,27.36
Würzburg,Wolkenlos,20.0,36.72
Zugspitze,Wolkenlos,-0.7,20.52
Aachen,Wolkenlos,17.5,29.88
Bad Lippspringe,Wolkenlos,18.0,25.56
Düsseldorf-Flughafen,Wolkenlos,19.7,23.4
Frankfurt/M.-Flughafen,Wolkenlos,20.6,29.16
Fritzlar,-,17.2,18.0
Gießen Wettenberg,Wolkenlos,18.6,25.92
Hahn-Flughafen,Trocken,15.6,28.08
Kahler Asten,Wolkenlos,12.6,25.92
Köln-Wahn,Wolkenlos,21.1,29.52
Münster/Osnabrück-Flughafen,Wolkenlos,18.1,16.92
Nürburg-Barweiler,Wolkenlos,15.9,19.44
Offenbach/Wetterpark,Wolkenlos,20.0,15.84
Saarbrücken/Ensheim,Wolkenlos,19.0,23.4
Trier-Petrisberg,Wolkenlos,19.6,19.8
Wasserkuppe,Wolkenlos,14.8,29.88
