Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,22.7,11.16
Bremen-Flughafen,Niederschlag,25.0,13.68
Cuxhaven,Regen,21.5,18.36
Emden-Flughafen,Regen,24.3,17.64
Greifswald,Stark Bewölkt,26.1,11.88
Hamburg-Fuhlsbüttel,Stark Bewölkt,26.5,18.36
Hannover-Langenhagen,Stark Bewölkt,26.0,11.16
Helgoland,Regen,21.9,18.0
Kiel-Holtenau,Regen,22.9,12.6
List auf Sylt,Leichter Regen,19.9,27.36
Marnitz,Stark Bewölkt,28.2,9.0
Norderney,Bedeckt,23.7,19.44
Rostock-Warnemünde,Bedeckt,26.4,11.16
Schleswig,Regen,21.2,11.16
Schwerin,Stark Bewölkt,27.4,12.96
Westermarkelsdorf,Regen,24.1,15.84
Angermünde,Bedeckt,29.1,14.04
Berlin-Tegel,Wolkig,29.9,14.76
Brocken,Wolkig,18.4,32.76
Cottbus,Stark Bewölkt,29.8,10.08
Dresden-Klotzsche,Wolkig,28.5,11.52
Erfurt-Bindersleben,Wolkig,27.6,24.12
Fichtelberg,Stark Bewölkt,20.8,18.72
Gera-Leumnitz,Leicht Bewölkt,29.0,18.0
Görlitz,Wolkig,26.6,8.64
Leipzig-Schkeuditz,Stark Bewölkt,30.3,9.72
Lindenberg,Wolkig,28.7,9.72
Magdeburg,Stark Bewölkt,28.9,15.84
Meiningen,Wolkig,26.1,10.08
Neuruppin-Alt Ruppin,Bedeckt,30.7,9.72
Potsdam,Stark Bewölkt,30.7,16.2
Augsburg-Mühlhausen,Bedeckt,27.4,7.2
Bamberg,Wolkenlos,28.4,12.96
Feldberg/Schwarzwald,Wolkenlos,20.3,24.84
Freudenstadt,Wolkig,26.2,9.0
Fürstenzell,Stark Bewölkt,25.6,5.04
Grosser Arber,Leicht Bewölkt,18.5,12.96
Hof Hohensaas,Leicht Bewölkt,26.5,20.52
Hohenpeissenberg,Wolkig,25.6,7.92
Kempten,Leicht Bewölkt,28.9,4.32
Konstanz,Wolkenlos,29.4,8.279999
Lahr,Leicht Bewölkt,31.9,9.36
Mannheim,Wolkenlos,29.7,10.44
München-Flughafen,Leicht Bewölkt,27.1,6.12
Nürnberg-Flughafen,Leicht Bewölkt,28.4,13.32
Oberstdorf,Wolkenlos,28.2,11.16
Oehringen,Wolkenlos,30.1,7.2
Regensburg,Bedeckt,28.1,7.2
Rheinstetten,Wolkenlos,31.5,6.12
Straubing,Leicht Bewölkt,27.2,12.24
Stuttgart-Echterdingen,Leicht Bewölkt,28.8,4.32
Weiden,Bedeckt,26.8,10.44
Würzburg,Wolkenlos,29.1,5.04
Zugspitze,Stark Bewölkt,10.4,14.04
Aachen,Stark Bewölkt,28.5,14.76
Bad Lippspringe,Stark Bewölkt,25.5,7.2
Düsseldorf-Flughafen,Wolkig,28.2,15.12
Frankfurt/M.-Flughafen,Leichter Regenschauer,28.0,6.84
Fritzlar,Stark Bewölkt,26.0,7.2
Gießen Wettenberg,Leicht Bewölkt,26.7,8.64
Hahn-Flughafen,Trocken,27.4,23.04
Kahler Asten,Stark Bewölkt,21.1,13.32
Köln-Wahn,Wolkig,27.9,10.44
Münster/Osnabrück-Flughafen,Stark Bewölkt,26.8,14.76
Nürburg-Barweiler,Wolkig,26.2,15.48
Offenbach/Wetterpark,Wolkenlos,28.3,6.12
Saarbrücken/Ensheim,Leicht Bewölkt,29.6,13.32
Trier-Petrisberg,Leicht Bewölkt,32.8,20.52
Wasserkuppe,Wolkig,23.2,14.76
