Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Nebel,14.1,19.8
Bremen-Flughafen,Stark Bewölkt,18.9,16.2
Cuxhaven,Bedeckt,18.1,18.0
Emden-Flughafen,Wolkig,20.0,21.6
Greifswald,Bedeckt,17.0,13.68
Hamburg-Fuhlsbüttel,Wolkig,19.9,13.32
Hannover-Langenhagen,Wolkig,20.5,16.2
Helgoland,Bedeckt,15.6,18.0
Kiel-Holtenau,Bedeckt,15.9,14.76
List auf Sylt,Bedeckt,16.3,30.96
Marnitz,Leicht Bewölkt,22.0,7.92
Norderney,Bedeckt,18.7,16.92
Rostock-Warnemünde,Bedeckt,18.1,7.56
Schleswig,Bedeckt,15.8,12.96
Schwerin,Wolkig,18.8,7.2
Westermarkelsdorf,Stark Bewölkt,15.4,19.08
Angermünde,Leicht Bewölkt,26.0,12.6
Berlin-Tegel,Stark Bewölkt,23.2,7.56
Brocken,Leicht Bewölkt,15.3,26.64
Cottbus,Bedeckt,25.2,11.88
Dresden-Klotzsche,Stark Bewölkt,23.9,20.16
Erfurt-Bindersleben,Wolkig,22.5,16.56
Fichtelberg,Wolkenlos,17.1,30.24
Gera-Leumnitz,Wolkenlos,23.3,11.16
Görlitz,Wolkig,24.3,14.76
Leipzig-Schkeuditz,Wolkig,20.8,11.52
Lindenberg,Stark Bewölkt,24.2,11.88
Magdeburg,Bedeckt,18.7,5.4
Meiningen,Leicht Bewölkt,23.0,17.28
Neuruppin-Alt Ruppin,Stark Bewölkt,23.9,9.36
Potsdam,Stark Bewölkt,24.1,9.0
Augsburg-Mühlhausen,Wolkenlos,22.8,22.32
Bamberg,Wolkenlos,25.3,16.2
Feldberg/Schwarzwald,Wolkenlos,15.2,19.08
Freudenstadt,Wolkenlos,20.8,13.68
Fürstenzell,-,11.7,7.2
Grosser Arber,Wolkig,17.2,10.8
Hof Hohensaas,Wolkenlos,22.4,14.4
Hohenpeissenberg,Wolkenlos,19.6,13.32
Kempten,Wolkenlos,23.7,8.279999
Konstanz,Wolkenlos,25.0,12.24
Lahr,Leicht Bewölkt,23.9,15.84
Mannheim,Leicht Bewölkt,26.0,8.279999
München-Flughafen,Leicht Bewölkt,23.1,25.56
Nürnberg-Flughafen,Leicht Bewölkt,25.1,16.92
Oberstdorf,Wolkenlos,24.3,14.4
Oehringen,Leicht Bewölkt,25.3,16.56
Regensburg,Wolkenlos,24.7,12.24
Rheinstetten,Wolkenlos,25.4,20.88
Straubing,Wolkenlos,24.4,17.64
Stuttgart-Echterdingen,Leicht Bewölkt,23.9,17.28
Weiden,Wolkenlos,23.9,19.08
Würzburg,Leicht Bewölkt,24.7,21.24
Zugspitze,Wolkenlos,3.7,34.92
Aachen,Leicht Bewölkt,23.5,11.88
Bad Lippspringe,Leicht Bewölkt,23.2,26.28
Düsseldorf-Flughafen,Wolkig,24.1,16.92
Frankfurt/M.-Flughafen,Leicht Bewölkt,25.7,16.92
Fritzlar,Leicht Bewölkt,23.6,14.4
Gießen Wettenberg,Wolkig,24.8,12.96
Hahn-Flughafen,Trocken,21.1,27.0
Kahler Asten,Wolkig,17.2,19.08
Köln-Wahn,Wolkig,24.7,24.84
Münster/Osnabrück-Flughafen,Wolkig,24.1,12.24
Nürburg-Barweiler,Stark Bewölkt,20.4,19.44
Offenbach/Wetterpark,Wolkenlos,25.0,13.32
Saarbrücken/Ensheim,Wolkig,24.0,15.12
Trier-Petrisberg,Wolkig,25.5,9.72
Wasserkuppe,Leicht Bewölkt,19.2,25.2
