Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,10.0,22.68
Bremen-Flughafen,Stark Bewölkt,11.5,10.44
Cuxhaven,Bedeckt,9.6,16.2
Emden-Flughafen,Wolkig,9.6,7.56
Greifswald,Stark Bewölkt,13.6,18.72
Hamburg-Fuhlsbüttel,Stark Bewölkt,10.9,15.84
Hannover-Langenhagen,Leicht Bewölkt,14.3,10.8
Helgoland,Bedeckt,8.7,11.88
Kiel-Holtenau,Bedeckt,9.0,16.92
List auf Sylt,Sprühregen,8.0,17.64
Marnitz,Wolkig,14.4,15.84
Norderney,Bedeckt,9.2,8.64
Rostock-Warnemünde,Bedeckt,9.5,20.16
Schleswig,Bedeckt,9.8,13.68
Schwerin,Bedeckt,12.8,19.8
Westermarkelsdorf,Bedeckt,9.0,18.36
Angermünde,Stark Bewölkt,14.8,15.12
Berlin-Tegel,Wolkig,16.0,11.52
Brocken,Stark Bewölkt,7.3,8.64
Cottbus,Stark Bewölkt,15.4,9.0
Dresden-Klotzsche,Stark Bewölkt,13.5,8.279999
Erfurt-Bindersleben,Leicht Bewölkt,15.3,5.76
Fichtelberg,Leicht Bewölkt,8.1,8.64
Gera-Leumnitz,Wolkenlos,14.2,6.84
Görlitz,Stark Bewölkt,14.0,6.12
Leipzig-Schkeuditz,Leicht Bewölkt,14.5,7.56
Lindenberg,Wolkig,14.8,3.96
Magdeburg,Leicht Bewölkt,16.0,7.92
Meiningen,Wolkenlos,15.6,4.68
Neuruppin-Alt Ruppin,Wolkig,16.1,15.12
Potsdam,Wolkig,18.0,10.8
Augsburg-Mühlhausen,Wolkenlos,16.7,8.64
Bamberg,Wolkig,16.4,9.36
Feldberg/Schwarzwald,-,10.0,27.0
Freudenstadt,Wolkenlos,15.7,7.92
Fürstenzell,Wolkig,14.9,7.56
Grosser Arber,Wolkig,6.8,9.0
Hof Hohensaas,Trocken,13.2,2.16
Hohenpeissenberg,Wolkenlos,13.8,6.84
Kempten,Wolkig,18.3,6.84
Konstanz,Bedeckt,16.9,2.88
Lahr,Bedeckt,18.0,7.56
Mannheim,Wolkenlos,18.7,9.0
München-Flughafen,Leicht Bewölkt,16.2,5.76
Nürnberg-Flughafen,Leicht Bewölkt,16.6,11.88
Oberstdorf,Bedeckt,17.0,9.0
Oehringen,Wolkenlos,18.7,8.64
Regensburg,Wolkenlos,18.3,5.76
Rheinstetten,Wolkenlos,18.9,6.84
Straubing,Bedeckt,15.3,5.76
Stuttgart-Echterdingen,Leicht Bewölkt,17.8,6.12
Weiden,Wolkig,14.7,6.84
Würzburg,Wolkenlos,18.0,9.0
Zugspitze,Gefrierender Nebel,-1.6,9.0
Aachen,Wolkenlos,14.2,10.44
Bad Lippspringe,Wolkenlos,15.8,9.72
Düsseldorf-Flughafen,Leicht Bewölkt,16.7,6.84
Frankfurt/M.-Flughafen,Leicht Bewölkt,18.6,10.08
Fritzlar,-,16.0,7.2
Gießen Wettenberg,Wolkenlos,16.5,11.52
Hahn-Flughafen,Trocken,14.7,9.0
Kahler Asten,Wolkig,12.4,6.84
Köln-Wahn,Leicht Bewölkt,16.8,8.279999
Münster/Osnabrück-Flughafen,Leicht Bewölkt,15.3,7.56
Nürburg-Barweiler,Wolkenlos,14.9,5.04
Offenbach/Wetterpark,Wolkenlos,17.7,7.2
Saarbrücken/Ensheim,Leicht Bewölkt,18.0,7.92
Trier-Petrisberg,Wolkenlos,17.6,5.76
Wasserkuppe,Wolkig,11.1,6.48
