Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,9.3,16.56
Bremen-Flughafen,Wolkenlos,16.1,22.32
Cuxhaven,Wolkenlos,15.8,21.96
Emden-Flughafen,Wolkenlos,16.8,30.6
Greifswald,Leicht Bewölkt,13.8,16.2
Hamburg-Fuhlsbüttel,Wolkenlos,15.4,28.44
Hannover-Langenhagen,Wolkenlos,15.6,24.12
Helgoland,Wolkenlos,10.1,19.44
Kiel-Holtenau,Wolkenlos,13.7,18.36
List auf Sylt,Wolkenlos,11.1,24.84
Marnitz,Wolkenlos,14.6,24.48
Norderney,Wolkenlos,16.5,18.36
Rostock-Warnemünde,Wolkenlos,14.9,13.68
Schleswig,Wolkenlos,14.5,17.28
Schwerin,Wolkenlos,14.9,16.56
Westermarkelsdorf,Wolkenlos,13.1,29.52
Angermünde,Wolkenlos,14.1,17.64
Berlin-Tegel,Leicht Bewölkt,15.9,22.32
Brocken,Wolkenlos,6.5,29.52
Cottbus,Wolkenlos,14.6,15.48
Dresden-Klotzsche,Wolkenlos,14.2,14.4
Erfurt-Bindersleben,Wolkenlos,14.3,19.44
Fichtelberg,Wolkenlos,4.5,46.44
Gera-Leumnitz,Wolkenlos,14.9,16.2
Görlitz,Wolkenlos,13.6,22.32
Leipzig-Schkeuditz,Wolkenlos,15.2,24.48
Lindenberg,Wolkenlos,14.0,18.72
Magdeburg,Wolkenlos,15.1,15.48
Meiningen,Wolkenlos,13.6,24.84
Neuruppin-Alt Ruppin,Wolkenlos,14.5,14.76
Potsdam,Leicht Bewölkt,15.8,16.2
Augsburg-Mühlhausen,Wolkenlos,14.3,20.88
Bamberg,Wolkenlos,15.8,18.0
Feldberg/Schwarzwald,Wolkenlos,9.4,9.0
Freudenstadt,Wolkenlos,12.9,11.88
Fürstenzell,Wolkenlos,15.6,24.12
Grosser Arber,Wolkenlos,7.0,12.6
Hof Hohensaas,Wolkenlos,12.4,17.28
Hohenpeissenberg,Wolkenlos,10.3,12.24
Kempten,Wolkenlos,14.3,9.36
Konstanz,Wolkenlos,14.7,5.04
Lahr,Wolkenlos,16.7,6.48
Mannheim,Wolkenlos,17.7,13.32
München-Flughafen,Wolkenlos,13.9,21.96
Nürnberg-Flughafen,Wolkenlos,15.9,22.68
Oberstdorf,Wolkenlos,16.3,13.32
Oehringen,Wolkenlos,16.7,21.6
Regensburg,Wolkenlos,15.8,14.04
Rheinstetten,Trocken,17.5,15.12
Straubing,Wolkenlos,15.6,22.68
Stuttgart-Echterdingen,Wolkenlos,15.6,17.28
Weiden,Wolkenlos,12.7,19.08
Würzburg,Wolkenlos,15.6,21.6
Zugspitze,Wolkenlos,-0.4,16.56
Aachen,Wolkenlos,18.0,22.32
Bad Lippspringe,Wolkenlos,16.4,20.88
Düsseldorf-Flughafen,Wolkenlos,17.5,32.76
Frankfurt/M.-Flughafen,Wolkenlos,17.3,24.84
Fritzlar,-,15.1,18.0
Gießen Wettenberg,Wolkenlos,15.6,15.12
Hahn-Flughafen,Trocken,13.2,21.96
Kahler Asten,Wolkenlos,10.7,34.92
Köln-Wahn,Wolkenlos,17.4,29.52
Münster/Osnabrück-Flughafen,Wolkenlos,16.6,18.0
Nürburg-Barweiler,Wolkenlos,14.0,21.24
Offenbach/Wetterpark,Wolkenlos,16.5,23.04
Saarbrücken/Ensheim,Wolkenlos,16.5,12.6
Trier-Petrisberg,Wolkenlos,18.5,21.6
Wasserkuppe,Wolkenlos,13.0,32.76
