Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,17.5,16.92
Bremen-Flughafen,Stark Bewölkt,21.4,14.4
Cuxhaven,Stark Bewölkt,18.1,13.68
Emden-Flughafen,Leichter Regen,15.2,5.4
Greifswald,Wolkig,19.6,18.72
Hamburg-Fuhlsbüttel,Stark Bewölkt,19.7,12.24
Hannover-Langenhagen,Stark Bewölkt,19.7,15.48
Helgoland,Stark Bewölkt,17.8,7.2
Kiel-Holtenau,Stark Bewölkt,19.6,11.16
List auf Sylt,Bedeckt,17.6,23.04
Marnitz,Leicht Bewölkt,20.5,15.84
Norderney,Bedeckt,17.9,11.88
Rostock-Warnemünde,Stark Bewölkt,18.7,20.52
Schleswig,Stark Bewölkt,21.3,12.6
Schwerin,Stark Bewölkt,20.7,9.72
Westermarkelsdorf,Stark Bewölkt,18.0,16.2
Angermünde,Stark Bewölkt,19.4,17.28
Berlin-Tegel,Stark Bewölkt,20.0,12.96
Brocken,Bedeckt,13.5,13.32
Cottbus,Regen,17.6,7.92
Dresden-Klotzsche,Bedeckt,15.6,11.88
Erfurt-Bindersleben,Stark Bewölkt,18.3,11.52
Fichtelberg,Nebel,9.6,20.88
Gera-Leumnitz,Stark Bewölkt,19.5,10.08
Görlitz,Leichter Regen,17.1,9.36
Leipzig-Schkeuditz,Leicht Bewölkt,20.4,14.76
Lindenberg,Bedeckt,17.8,14.04
Magdeburg,Wolkig,20.8,7.56
Meiningen,Bedeckt,18.4,12.96
Neuruppin-Alt Ruppin,Stark Bewölkt,20.8,11.88
Potsdam,Stark Bewölkt,20.7,11.16
Augsburg-Mühlhausen,Regen,17.1,4.32
Bamberg,Wolkig,20.9,16.2
Feldberg/Schwarzwald,Stark Bewölkt,10.0,16.56
Freudenstadt,Bedeckt,16.2,15.12
Fürstenzell,Sprühregen,18.2,12.96
Grosser Arber,Nebel,10.2,13.32
Hof Hohensaas,Bedeckt,14.8,14.04
Hohenpeissenberg,Sprühregen,14.5,4.32
Kempten,Regen,17.9,6.12
Konstanz,Sprühregen,18.7,7.2
Lahr,Bedeckt,22.4,14.76
Mannheim,Bedeckt,20.9,2.52
München-Flughafen,Bedeckt,17.8,9.0
Nürnberg-Flughafen,Niederschlag,21.0,13.32
Oberstdorf,Regen,16.5,3.24
Oehringen,Bedeckt,17.6,14.04
Regensburg,Stark Bewölkt,18.8,11.16
Rheinstetten,Bedeckt,21.9,13.68
Straubing,Bedeckt,19.0,15.84
Stuttgart-Echterdingen,Niederschlag,20.2,20.52
Weiden,Bedeckt,17.8,11.16
Würzburg,Bedeckt,21.1,3.96
Zugspitze,Nebel,3.9,4.32
Aachen,Stark Bewölkt,20.1,7.56
Bad Lippspringe,Wolkig,19.8,8.279999
Düsseldorf-Flughafen,Stark Bewölkt,22.0,10.44
Frankfurt/M.-Flughafen,Stark Bewölkt,21.7,6.48
Fritzlar,Stark Bewölkt,20.9,10.8
Gießen Wettenberg,Stark Bewölkt,21.2,11.88
Hahn-Flughafen,Trocken,18.3,7.2
Kahler Asten,Trocken,15.8,10.44
Köln-Wahn,Stark Bewölkt,22.3,12.6
Münster/Osnabrück-Flughafen,Stark Bewölkt,20.0,6.12
Nürburg-Barweiler,Trocken,18.4,7.2
Offenbach/Wetterpark,Bedeckt,21.6,7.56
Saarbrücken/Ensheim,Bedeckt,20.8,5.76
Trier-Petrisberg,Bedeckt,20.3,8.64
Wasserkuppe,Bedeckt,14.0,13.32
