Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,18.8,41.76
Bremen-Flughafen,Stark Bewölkt,16.4,32.4
Cuxhaven,Bedeckt,16.3,23.04
Emden-Flughafen,Leichter Sprühregen,14.7,23.04
Greifswald,Bedeckt,18.6,20.52
Hamburg-Fuhlsbüttel,Bedeckt,15.8,26.28
Hannover-Langenhagen,Stark Bewölkt,17.8,24.48
Helgoland,Stark Bewölkt,16.3,35.64
Kiel-Holtenau,Regen,15.5,24.84
List auf Sylt,Stark Bewölkt,16.6,48.96
Marnitz,Bedeckt,17.8,18.72
Norderney,Bedeckt,15.8,30.6
Rostock-Warnemünde,Bedeckt,17.8,24.84
Schleswig,Stark Bewölkt,16.6,25.56
Schwerin,Stark Bewölkt,15.7,21.6
Westermarkelsdorf,Bedeckt,16.7,36.0
Angermünde,Bedeckt,19.0,22.68
Berlin-Tegel,Stark Bewölkt,20.9,19.8
Brocken,Stark Bewölkt,9.8,61.56
Cottbus,Wolkig,23.2,24.48
Dresden-Klotzsche,Leicht Bewölkt,22.9,32.04
Erfurt-Bindersleben,Wolkig,20.3,30.96
Fichtelberg,Wolkig,14.6,38.52
Gera-Leumnitz,Wolkig,22.0,30.6
Görlitz,Wolkenlos,21.4,24.48
Leipzig-Schkeuditz,Leicht Bewölkt,22.8,34.92
Lindenberg,Stark Bewölkt,21.2,32.04
Magdeburg,Stark Bewölkt,20.6,16.2
Meiningen,Stark Bewölkt,17.8,16.92
Neuruppin-Alt Ruppin,Bedeckt,19.1,16.92
Potsdam,Bedeckt,21.6,23.76
Augsburg-Mühlhausen,Bedeckt,21.0,15.12
Bamberg,Wolkig,21.3,18.36
Feldberg/Schwarzwald,Bedeckt,11.1,23.76
Freudenstadt,Bedeckt,16.4,19.8
Fürstenzell,-,14.0,3.6
Grosser Arber,Wolkig,13.1,28.8
Hof Hohensaas,Wolkig,18.2,18.72
Hohenpeissenberg,Bedeckt,20.4,9.72
Kempten,Leicht Bewölkt,22.2,11.16
Konstanz,Wolkig,22.8,12.6
Lahr,Bedeckt,21.8,14.76
Mannheim,Bedeckt,21.8,14.04
München-Flughafen,Stark Bewölkt,22.5,23.04
Nürnberg-Flughafen,Stark Bewölkt,21.1,18.36
Oberstdorf,Bedeckt,21.9,16.56
Oehringen,Bedeckt,20.2,16.56
Regensburg,Bedeckt,22.9,8.279999
Rheinstetten,Stark Bewölkt,21.2,21.6
Straubing,Bedeckt,22.5,12.6
Stuttgart-Echterdingen,Stark Bewölkt,19.3,9.0
Weiden,Wolkig,21.1,16.56
Würzburg,Bedeckt,21.3,25.92
Zugspitze,Nebel,5.0,27.36
Aachen,Stark Bewölkt,18.1,30.6
Bad Lippspringe,Stark Bewölkt,20.2,25.2
Düsseldorf-Flughafen,Wolkig,21.5,35.28
Frankfurt/M.-Flughafen,Stark Bewölkt,19.6,25.92
Fritzlar,Wolkig,20.6,21.6
Gießen Wettenberg,Bedeckt,18.8,27.36
Hahn-Flughafen,Trocken,15.8,23.76
Kahler Asten,Wolkig,14.2,34.2
Köln-Wahn,Stark Bewölkt,19.8,24.48
Münster/Osnabrück-Flughafen,Stark Bewölkt,18.6,25.2
Nürburg-Barweiler,Stark Bewölkt,16.5,19.08
Offenbach/Wetterpark,Bedeckt,19.6,12.6
Saarbrücken/Ensheim,Stark Bewölkt,19.6,24.12
Trier-Petrisberg,Bedeckt,18.7,21.6
Wasserkuppe,Bedeckt,12.2,35.28
