Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,10.3,6.12
Bremen-Flughafen,Regenschauer,9.4,14.04
Cuxhaven,Stark Bewölkt,10.7,11.88
Emden-Flughafen,Regen,9.1,10.08
Greifswald,Stark Bewölkt,14.1,9.0
Hamburg-Fuhlsbüttel,Regenschauer,9.4,11.16
Hannover-Langenhagen,Leichter Regenschauer,10.5,21.6
Helgoland,Stark Bewölkt,9.7,10.8
Kiel-Holtenau,-,11.4,16.2
List auf Sylt,Regen,8.9,16.2
Marnitz,Stark Bewölkt,14.4,13.32
Norderney,Stark Bewölkt,9.8,16.56
Rostock-Warnemünde,Leichter Regen,9.9,14.04
Schleswig,Leichter Sprühregen,9.0,9.36
Schwerin,Regen,12.6,6.48
Westermarkelsdorf,Regen,10.4,7.92
Angermünde,Bedeckt,15.7,7.92
Berlin-Tegel,Niederschlag,16.1,13.32
Brocken,Nebel,1.9,36.36
Cottbus,Bedeckt,16.5,18.72
Dresden-Klotzsche,Stark Bewölkt,13.7,20.52
Erfurt-Bindersleben,Regenschauer,11.1,24.48
Fichtelberg,Regen,3.8,35.28
Gera-Leumnitz,Bedeckt,10.6,16.92
Görlitz,Regen,11.9,6.84
Leipzig-Schkeuditz,Leichter Regenschauer,9.6,19.08
Lindenberg,Wolkig,16.1,9.72
Magdeburg,Leichter Regen,12.2,23.4
Meiningen,Regen,9.0,12.6
Neuruppin-Alt Ruppin,Stark Bewölkt,15.2,10.08
Potsdam,Bedeckt,14.5,18.72
Augsburg-Mühlhausen,Leichter Regen,10.6,14.76
Bamberg,Wolkig,9.8,6.48
Feldberg/Schwarzwald,Leichter Schneefall,2.3,44.28
Freudenstadt,Regen,5.8,15.12
Fürstenzell,Sprühregen,9.8,30.6
Grosser Arber,Niederschlag,3.3,32.4
Hof Hohensaas,Regen,7.8,14.4
Hohenpeissenberg,Sprühregen,6.4,19.08
Kempten,Leichter Regen,8.4,6.84
Konstanz,Leichter Regen,10.1,9.0
Lahr,Regen,10.8,5.4
Mannheim,Bedeckt,11.7,20.52
München-Flughafen,Leichter Regen,11.1,4.32
Nürnberg-Flughafen,Regenschauer,9.8,8.279999
Oberstdorf,Regen,9.9,2.88
Oehringen,Leichter Regen,9.9,9.0
Regensburg,Regen,10.2,11.16
Rheinstetten,Leichter Regen,11.1,16.56
Straubing,Leichter Regen,10.1,8.64
Stuttgart-Echterdingen,Leichter Regenschauer,10.4,12.6
Weiden,Regen,7.5,16.56
Würzburg,Regen,11.1,19.44
Zugspitze,Schneefall,-4.0,20.88
Aachen,Regen,11.5,15.84
Bad Lippspringe,Bedeckt,12.5,18.72
Düsseldorf-Flughafen,Niederschlag,13.6,15.12
Frankfurt/M.-Flughafen,Wolkig,13.8,23.76
Fritzlar,-,13.0,21.6
Gießen Wettenberg,Regen,9.4,6.48
Hahn-Flughafen,Trocken,10.2,21.24
Kahler Asten,Wolkig,7.2,19.44
Köln-Wahn,Leichter Regenschauer,13.7,24.48
Münster/Osnabrück-Flughafen,Leichter Regenschauer,10.2,7.2
Nürburg-Barweiler,Sprühregen,9.6,16.92
Offenbach/Wetterpark,Wolkenlos,13.0,13.68
Saarbrücken/Ensheim,Regenschauer,12.4,18.72
Trier-Petrisberg,Starker Regen,8.1,14.04
Wasserkuppe,Stark Bewölkt,5.5,26.28
