Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,7.8,19.08
Bremen-Flughafen,Stark Bewölkt,11.2,12.24
Cuxhaven,Stark Bewölkt,8.1,17.28
Emden-Flughafen,Stark Bewölkt,11.4,10.08
Greifswald,Bedeckt,10.5,12.24
Hamburg-Fuhlsbüttel,Stark Bewölkt,9.2,15.12
Hannover-Langenhagen,Stark Bewölkt,12.0,10.8
Helgoland,Bedeckt,8.4,15.48
Kiel-Holtenau,Wolkig,9.2,14.04
List auf Sylt,Leicht Bewölkt,8.2,30.24
Marnitz,Bedeckt,11.8,11.52
Norderney,Bedeckt,8.6,10.8
Rostock-Warnemünde,Stark Bewölkt,7.3,25.2
Schleswig,Wolkig,12.2,15.12
Schwerin,Bedeckt,9.5,11.16
Westermarkelsdorf,Stark Bewölkt,7.2,29.52
Angermünde,Bedeckt,13.4,12.96
Berlin-Tegel,Stark Bewölkt,14.5,11.52
Brocken,Bedeckt,9.4,11.52
Cottbus,Wolkig,14.5,7.92
Dresden-Klotzsche,Wolkenlos,14.7,7.2
Erfurt-Bindersleben,Wolkig,15.3,10.08
Fichtelberg,Wolkig,9.7,9.36
Gera-Leumnitz,Wolkig,16.0,5.4
Görlitz,Wolkenlos,14.0,11.88
Leipzig-Schkeuditz,Wolkenlos,15.2,4.68
Lindenberg,Leicht Bewölkt,13.1,9.36
Magdeburg,Stark Bewölkt,13.9,7.2
Meiningen,Leicht Bewölkt,16.4,19.08
Neuruppin-Alt Ruppin,Bedeckt,14.4,9.72
Potsdam,Bedeckt,14.7,13.32
Augsburg-Mühlhausen,Wolkenlos,19.0,10.44
Bamberg,Wolkenlos,19.5,7.56
Feldberg/Schwarzwald,Leicht Bewölkt,11.2,14.4
Freudenstadt,Leicht Bewölkt,17.4,10.8
Fürstenzell,Wolkenlos,18.0,8.64
Grosser Arber,Stark Bewölkt,8.4,13.32
Hof Hohensaas,Leicht Bewölkt,16.3,9.72
Hohenpeissenberg,Wolkenlos,16.5,10.8
Kempten,Wolkenlos,19.1,6.12
Konstanz,Wolkenlos,20.2,6.48
Lahr,Wolkenlos,20.1,12.6
Mannheim,Wolkenlos,21.9,9.36
München-Flughafen,Leicht Bewölkt,19.2,6.48
Nürnberg-Flughafen,Leicht Bewölkt,20.2,15.84
Oberstdorf,Wolkenlos,19.5,8.279999
Oehringen,Wolkenlos,21.5,9.36
Regensburg,Wolkenlos,20.4,4.68
Rheinstetten,Wolkenlos,21.4,12.6
Straubing,Wolkenlos,18.7,8.279999
Stuttgart-Echterdingen,Leicht Bewölkt,19.7,10.8
Weiden,Leicht Bewölkt,18.4,6.48
Würzburg,Wolkenlos,20.2,7.56
Zugspitze,Wolkenlos,-0.7,4.68
Aachen,Wolkenlos,17.8,20.88
Bad Lippspringe,Wolkig,15.0,8.279999
Düsseldorf-Flughafen,Leicht Bewölkt,18.4,16.2
Frankfurt/M.-Flughafen,Wolkig,20.9,8.279999
Fritzlar,-,16.7,7.2
Gießen Wettenberg,Wolkenlos,18.9,14.76
Hahn-Flughafen,Trocken,18.4,5.04
Kahler Asten,Wolkig,13.3,20.52
Köln-Wahn,Niederschlag,20.1,4.68
Münster/Osnabrück-Flughafen,Stark Bewölkt,13.9,6.84
Nürburg-Barweiler,Wolkenlos,17.7,11.52
Offenbach/Wetterpark,Leicht Bewölkt,20.4,10.08
Saarbrücken/Ensheim,Leicht Bewölkt,20.5,7.56
Trier-Petrisberg,Wolkenlos,21.9,11.16
Wasserkuppe,Leicht Bewölkt,14.3,17.64
