Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,7.3,26.28
Bremen-Flughafen,Wolkenlos,14.4,21.24
Cuxhaven,Wolkenlos,11.0,9.36
Emden-Flughafen,Wolkenlos,12.9,22.32
Greifswald,Wolkenlos,8.1,23.04
Hamburg-Fuhlsbüttel,Leicht Bewölkt,13.8,19.8
Hannover-Langenhagen,Leicht Bewölkt,14.6,24.12
Helgoland,Wolkenlos,8.1,29.16
Kiel-Holtenau,Wolkenlos,8.9,23.4
List auf Sylt,Wolkenlos,11.7,16.56
Marnitz,Wolkenlos,14.0,15.84
Norderney,Wolkenlos,8.1,33.84
Rostock-Warnemünde,Wolkenlos,9.1,24.48
Schleswig,Wolkenlos,11.2,15.84
Schwerin,Wolkenlos,13.6,15.48
Westermarkelsdorf,Wolkenlos,9.3,21.24
Angermünde,Wolkenlos,14.4,9.72
Berlin-Tegel,Wolkig,14.5,12.96
Brocken,Wolkenlos,5.4,34.2
Cottbus,Stark Bewölkt,15.3,9.0
Dresden-Klotzsche,Bedeckt,16.4,15.84
Erfurt-Bindersleben,Wolkenlos,13.9,25.2
Fichtelberg,Wolkenlos,7.2,39.96
Gera-Leumnitz,Wolkenlos,15.1,21.96
Görlitz,Bedeckt,15.2,13.32
Leipzig-Schkeuditz,Wolkenlos,15.2,21.6
Lindenberg,Bedeckt,14.2,7.56
Magdeburg,Leicht Bewölkt,16.4,14.04
Meiningen,Wolkenlos,13.0,24.12
Neuruppin-Alt Ruppin,Wolkig,14.7,9.72
Potsdam,Leicht Bewölkt,15.9,11.52
Augsburg-Mühlhausen,Stark Bewölkt,14.7,14.4
Bamberg,Wolkenlos,16.8,13.68
Feldberg/Schwarzwald,Wolkenlos,4.6,22.68
Freudenstadt,Wolkenlos,8.1,12.6
Fürstenzell,Wolkig,14.3,31.68
Grosser Arber,Wolkenlos,7.1,35.64
Hof Hohensaas,Wolkenlos,14.5,20.52
Hohenpeissenberg,Stark Bewölkt,8.1,12.24
Kempten,Bedeckt,10.9,9.36
Konstanz,Stark Bewölkt,10.5,5.76
Lahr,Wolkenlos,10.8,11.52
Mannheim,Wolkenlos,15.3,12.24
München-Flughafen,Leicht Bewölkt,14.6,32.04
Nürnberg-Flughafen,Leicht Bewölkt,16.2,22.68
Oberstdorf,Stark Bewölkt,11.3,15.48
Oehringen,Wolkenlos,14.7,16.56
Regensburg,Wolkenlos,16.9,18.72
Rheinstetten,Trocken,12.6,16.92
Straubing,Wolkenlos,16.1,31.32
Stuttgart-Echterdingen,Wolkig,11.9,10.08
Weiden,Wolkenlos,14.3,20.52
Würzburg,Wolkenlos,16.4,13.32
Zugspitze,Stark Bewölkt,-5.1,41.76
Aachen,Wolkenlos,10.7,12.6
Bad Lippspringe,Wolkenlos,14.8,24.48
Düsseldorf-Flughafen,Wolkenlos,14.0,21.6
Frankfurt/M.-Flughafen,Wolkenlos,15.3,17.28
Fritzlar,Leicht Bewölkt,13.7,25.2
Gießen Wettenberg,Wolkenlos,14.1,20.88
Hahn-Flughafen,Trocken,11.0,21.6
Kahler Asten,Wolkenlos,8.2,23.76
Köln-Wahn,Wolkenlos,15.3,15.84
Münster/Osnabrück-Flughafen,Wolkenlos,14.8,27.72
Nürburg-Barweiler,Wolkenlos,10.9,24.12
Offenbach/Wetterpark,Sprühregen,16.2,10.44
Saarbrücken/Ensheim,Leicht Bewölkt,11.7,14.04
Trier-Petrisberg,Wolkenlos,13.2,19.8
Wasserkuppe,Wolkenlos,10.7,24.48
