Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,10.6,7.56
Bremen-Flughafen,Leicht Bewölkt,15.0,28.44
Cuxhaven,Wolkenlos,12.8,35.28
Emden-Flughafen,Wolkenlos,14.8,27.72
Greifswald,Wolkenlos,11.9,23.4
Hamburg-Fuhlsbüttel,Leicht Bewölkt,14.2,28.08
Hannover-Langenhagen,Leicht Bewölkt,13.8,34.2
Helgoland,Wolkenlos,11.6,21.96
Kiel-Holtenau,Wolkenlos,13.0,16.92
List auf Sylt,Wolkenlos,14.9,20.88
Marnitz,Wolkenlos,14.3,20.52
Norderney,Wolkenlos,11.7,37.08
Rostock-Warnemünde,Wolkenlos,10.7,20.88
Schleswig,Wolkenlos,13.3,18.36
Schwerin,Wolkenlos,14.6,18.0
Westermarkelsdorf,Wolkenlos,11.1,10.44
Angermünde,Wolkenlos,14.2,24.48
Berlin-Tegel,Wolkenlos,13.9,18.0
Brocken,Wolkenlos,3.5,43.56
Cottbus,Wolkenlos,13.2,16.2
Dresden-Klotzsche,Wolkenlos,12.6,31.68
Erfurt-Bindersleben,Wolkenlos,12.2,26.28
Fichtelberg,Wolkenlos,6.3,40.32
Gera-Leumnitz,Wolkenlos,12.5,24.48
Görlitz,Wolkenlos,11.7,24.12
Leipzig-Schkeuditz,Wolkenlos,13.3,29.52
Lindenberg,Wolkenlos,12.9,12.6
Magdeburg,Wolkenlos,14.1,20.16
Meiningen,Wolkenlos,13.6,29.16
Neuruppin-Alt Ruppin,Wolkenlos,13.1,18.36
Potsdam,Wolkenlos,15.3,18.0
Augsburg-Mühlhausen,Wolkig,15.4,26.64
Bamberg,Wolkenlos,17.1,18.36
Feldberg/Schwarzwald,Leicht Bewölkt,8.6,21.6
Freudenstadt,Stark Bewölkt,12.8,23.04
Fürstenzell,Wolkenlos,15.2,38.52
Grosser Arber,Wolkenlos,4.5,21.6
Hof Hohensaas,Wolkenlos,12.7,19.08
Hohenpeissenberg,Leicht Bewölkt,9.3,17.64
Kempten,Stark Bewölkt,12.0,12.96
Konstanz,Stark Bewölkt,16.7,16.92
Lahr,Wolkenlos,19.6,18.36
Mannheim,Wolkenlos,17.8,21.6
München-Flughafen,Wolkig,15.0,32.4
Nürnberg-Flughafen,Wolkenlos,15.7,26.28
Oberstdorf,Bedeckt,10.5,8.279999
Oehringen,Wolkenlos,16.9,29.88
Regensburg,Wolkenlos,15.6,26.64
Rheinstetten,Wolkenlos,17.9,31.32
Straubing,Wolkenlos,16.7,35.64
Stuttgart-Echterdingen,Leicht Bewölkt,15.9,27.0
Weiden,Wolkenlos,12.9,30.96
Würzburg,Wolkenlos,17.0,29.16
Zugspitze,Schnee,0.9,20.88
Aachen,Wolkenlos,15.7,39.6
Bad Lippspringe,Wolkenlos,15.9,25.92
Düsseldorf-Flughafen,Wolkenlos,16.6,27.0
Frankfurt/M.-Flughafen,Wolkenlos,18.4,37.08
Fritzlar,Wolkenlos,13.9,28.8
Gießen Wettenberg,Wolkenlos,14.9,32.04
Hahn-Flughafen,Trocken,13.8,36.0
Kahler Asten,Trocken,9.3,15.84
Köln-Wahn,Wolkenlos,17.5,33.12
Münster/Osnabrück-Flughafen,Wolkenlos,15.0,19.08
Nürburg-Barweiler,Wolkenlos,13.0,28.44
Offenbach/Wetterpark,Wolkenlos,17.0,24.12
Saarbrücken/Ensheim,Wolkenlos,16.4,32.4
Trier-Petrisberg,Wolkenlos,16.9,23.76
Wasserkuppe,Wolkenlos,10.5,30.24
