Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leichter Regen,15.1,10.08
Bremen-Flughafen,Stark Bewölkt,20.1,18.0
Cuxhaven,Stark Bewölkt,17.2,19.8
Emden-Flughafen,Bedeckt,17.0,11.52
Greifswald,Leichter Regen,15.8,7.56
Hamburg-Fuhlsbüttel,Leichter Sprühregen,18.1,20.88
Hannover-Langenhagen,Sprühregen,15.5,8.64
Helgoland,Bedeckt,17.2,15.48
Kiel-Holtenau,Regen,16.0,14.76
List auf Sylt,Wolkenlos,16.9,25.2
Marnitz,Regen,17.7,2.88
Norderney,Bedeckt,16.9,13.68
Rostock-Warnemünde,Stark Bewölkt,17.0,11.88
Schleswig,Stark Bewölkt,16.6,8.64
Schwerin,Bedeckt,17.5,7.56
Westermarkelsdorf,Wolkenlos,17.3,12.6
Angermünde,Leichter Regen,17.5,13.32
Berlin-Tegel,Niederschlag,15.7,8.64
Brocken,Nebel,11.0,10.8
Cottbus,Bedeckt,20.2,12.6
Dresden-Klotzsche,Leichter Regen,18.4,9.36
Erfurt-Bindersleben,Niederschlag,17.4,10.44
Fichtelberg,Leichter Regen,10.4,25.92
Gera-Leumnitz,Leichter Sprühregen,17.4,8.279999
Görlitz,Bedeckt,21.1,6.12
Leipzig-Schkeuditz,Leichter Regen,14.9,7.92
Lindenberg,Regen,17.3,7.56
Magdeburg,Regen,16.5,2.16
Meiningen,Stark Bewölkt,16.4,5.4
Neuruppin-Alt Ruppin,Leichter Regen,16.4,3.24
Potsdam,Leichter Regen,15.5,7.56
Augsburg-Mühlhausen,Leichter Regen,17.8,18.0
Bamberg,Stark Bewölkt,18.7,7.2
Feldberg/Schwarzwald,Niederschlag,8.1,28.8
Freudenstadt,Regen,13.7,9.36
Fürstenzell,Bedeckt,19.3,11.16
Grosser Arber,Bedeckt,11.8,20.52
Hof Hohensaas,Leichter Sprühregen,15.1,12.6
Hohenpeissenberg,Wolkig,17.0,12.6
Kempten,Regen,19.3,5.4
Konstanz,Bedeckt,21.2,7.2
Lahr,Regen,18.7,13.68
Mannheim,Sprühregen,16.9,7.92
München-Flughafen,Leichter Regen,18.9,18.36
Nürnberg-Flughafen,Niederschlag,17.8,13.68
Oberstdorf,Leichter Regen,15.6,4.68
Oehringen,Regen,17.4,10.44
Regensburg,Regen,19.9,14.04
Rheinstetten,Stark Bewölkt,19.1,15.84
Straubing,Bedeckt,20.2,15.12
Stuttgart-Echterdingen,Niederschlag,16.9,10.8
Weiden,Leichter Regen,16.3,9.72
Würzburg,Regen,15.9,18.36
Zugspitze,Nebel,2.2,7.2
Aachen,Stark Bewölkt,18.2,12.96
Bad Lippspringe,Bedeckt,16.8,6.48
Düsseldorf-Flughafen,Stark Bewölkt,19.0,7.2
Frankfurt/M.-Flughafen,Wolkig,20.3,14.4
Fritzlar,Bedeckt,15.8,14.4
Gießen Wettenberg,Leicht Bewölkt,20.3,15.12
Hahn-Flughafen,Trocken,16.6,9.72
Kahler Asten,Stark Bewölkt,10.7,9.36
Köln-Wahn,Stark Bewölkt,18.6,15.12
Münster/Osnabrück-Flughafen,Wolkig,19.5,12.6
Nürburg-Barweiler,Stark Bewölkt,17.4,12.6
Offenbach/Wetterpark,Stark Bewölkt,20.1,6.48
Saarbrücken/Ensheim,Stark Bewölkt,19.2,12.6
Trier-Petrisberg,Stark Bewölkt,19.8,11.88
Wasserkuppe,Leichter Regen,12.6,19.08
