Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,5.6,13.68
Bremen-Flughafen,Stark Bewölkt,8.8,15.48
Cuxhaven,Bedeckt,8.8,18.72
Emden-Flughafen,Stark Bewölkt,9.3,28.8
Greifswald,Wolkenlos,7.4,15.48
Hamburg-Fuhlsbüttel,Wolkig,8.2,20.52
Hannover-Langenhagen,Leicht Bewölkt,7.9,17.64
Helgoland,Stark Bewölkt,6.9,20.16
Kiel-Holtenau,Wolkenlos,7.7,17.64
List auf Sylt,Stark Bewölkt,6.9,30.24
Marnitz,Wolkenlos,7.0,17.64
Norderney,Bedeckt,9.7,21.24
Rostock-Warnemünde,Wolkenlos,8.4,11.88
Schleswig,Bedeckt,8.2,15.48
Schwerin,Wolkenlos,7.9,11.16
Westermarkelsdorf,Stark Bewölkt,6.6,24.12
Angermünde,Wolkenlos,6.6,10.8
Berlin-Tegel,Leicht Bewölkt,8.0,15.48
Brocken,Wolkenlos,-0.7,30.6
Cottbus,Wolkenlos,7.3,16.2
Dresden-Klotzsche,Wolkenlos,5.7,26.64
Erfurt-Bindersleben,Wolkenlos,5.7,18.72
Fichtelberg,Wolkenlos,-1.8,29.52
Gera-Leumnitz,Wolkenlos,6.1,15.84
Görlitz,Wolkenlos,5.4,20.16
Leipzig-Schkeuditz,Wolkenlos,6.3,18.0
Lindenberg,Wolkenlos,6.8,12.6
Magdeburg,Wolkenlos,7.7,12.6
Meiningen,Wolkenlos,6.5,12.6
Neuruppin-Alt Ruppin,Wolkenlos,8.1,10.08
Potsdam,Wolkenlos,8.1,17.64
Augsburg-Mühlhausen,Wolkenlos,4.2,24.48
Bamberg,Wolkenlos,7.6,10.44
Feldberg/Schwarzwald,Leicht Bewölkt,-2.1,33.48
Freudenstadt,Wolkenlos,2.7,25.2
Fürstenzell,Wolkenlos,4.6,17.28
Grosser Arber,Wolkenlos,-5.2,17.64
Hof Hohensaas,Wolkenlos,4.8,15.48
Hohenpeissenberg,Wolkenlos,0.3,20.52
Kempten,Trockener Dunst,3.7,15.84
Konstanz,Wolkenlos,7.4,22.32
Lahr,Wolkenlos,10.5,22.32
Mannheim,Wolkenlos,9.6,19.8
München-Flughafen,Leicht Bewölkt,4.2,22.68
Nürnberg-Flughafen,Wolkenlos,7.2,26.28
Oberstdorf,Wolkenlos,5.2,21.24
Oehringen,Wolkenlos,7.8,27.72
Regensburg,Wolkenlos,7.0,15.84
Rheinstetten,Trocken,8.9,21.96
Straubing,Wolkenlos,5.2,10.8
Stuttgart-Echterdingen,Wolkenlos,6.6,29.88
Weiden,Wolkenlos,5.5,18.0
Würzburg,Wolkenlos,8.0,25.56
Zugspitze,Sprühregen,-14.,24.84
Aachen,Leicht Bewölkt,10.2,16.56
Bad Lippspringe,Wolkenlos,8.3,20.52
Düsseldorf-Flughafen,Leicht Bewölkt,10.5,16.92
Frankfurt/M.-Flughafen,Wolkenlos,9.3,28.08
Fritzlar,Wolkenlos,7.7,18.0
Gießen Wettenberg,Wolkenlos,8.3,18.0
Hahn-Flughafen,Trocken,4.5,26.28
Kahler Asten,Wolkenlos,2.6,23.76
Köln-Wahn,Leicht Bewölkt,9.9,25.92
Münster/Osnabrück-Flughafen,Leicht Bewölkt,9.2,16.56
Nürburg-Barweiler,Wolkenlos,5.3,22.32
Offenbach/Wetterpark,Wolkenlos,8.7,16.92
Saarbrücken/Ensheim,Wolkenlos,7.2,29.52
Trier-Petrisberg,Wolkenlos,9.0,18.72
Wasserkuppe,Wolkenlos,3.8,23.4
