Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,5.2,20.88
Bremen-Flughafen,Stark Bewölkt,8.7,14.76
Cuxhaven,Bedeckt,6.9,11.88
Emden-Flughafen,Bedeckt,7.9,18.72
Greifswald,Bedeckt,7.6,16.92
Hamburg-Fuhlsbüttel,Bedeckt,8.4,12.96
Hannover-Langenhagen,Bedeckt,9.3,10.8
Helgoland,Bedeckt,6.5,23.04
Kiel-Holtenau,Bedeckt,7.4,12.6
List auf Sylt,Wolkenlos,8.4,24.84
Marnitz,Bedeckt,8.2,7.92
Norderney,Bedeckt,7.1,34.56
Rostock-Warnemünde,Bedeckt,6.9,16.92
Schleswig,Stark Bewölkt,8.8,13.32
Schwerin,Bedeckt,7.7,15.48
Westermarkelsdorf,Bedeckt,6.2,18.0
Angermünde,Bedeckt,9.3,11.88
Berlin-Tegel,Regen,8.6,7.2
Brocken,Gefrierender Nebel,-1.5,24.48
Cottbus,Bedeckt,9.8,10.44
Dresden-Klotzsche,Feuchter Dunst,7.1,10.8
Erfurt-Bindersleben,Feuchter Dunst,6.4,17.64
Fichtelberg,Leichter Regen,4.7,16.56
Gera-Leumnitz,-,15.7,20.16
Görlitz,Leichter Regen,7.2,12.96
Leipzig-Schkeuditz,Bedeckt,8.3,15.48
Lindenberg,Leichter Regen,7.8,11.16
Magdeburg,Regen,7.2,8.64
Meiningen,Stark Bewölkt,10.5,23.04
Neuruppin-Alt Ruppin,Bedeckt,10.1,5.76
Potsdam,Leichter Regen,7.9,10.08
Augsburg-Mühlhausen,Stark Bewölkt,17.4,7.92
Bamberg,Regen,12.0,18.72
Feldberg/Schwarzwald,Wolkig,7.1,10.8
Freudenstadt,Wolkig,13.9,4.32
Fürstenzell,Wolkenlos,15.2,8.279999
Grosser Arber,Stark Bewölkt,9.2,9.0
Hof Hohensaas,Niederschlag,6.7,8.279999
Hohenpeissenberg,Stark Bewölkt,13.1,6.84
Kempten,Bedeckt,16.9,6.84
Konstanz,Stark Bewölkt,16.5,6.48
Lahr,Stark Bewölkt,16.2,10.08
Mannheim,Stark Bewölkt,17.7,20.52
München-Flughafen,Leicht Bewölkt,16.4,5.4
Nürnberg-Flughafen,Wolkig,16.4,8.279999
Oberstdorf,Stark Bewölkt,16.6,14.04
Oehringen,Trockener Dunst,16.8,10.08
Regensburg,Leicht Bewölkt,17.7,6.12
Rheinstetten,Trocken,16.6,11.16
Straubing,Wolkenlos,16.6,7.2
Stuttgart-Echterdingen,Leicht Bewölkt,16.1,8.279999
Weiden,Stark Bewölkt,14.1,6.84
Würzburg,Stark Bewölkt,15.3,10.08
Zugspitze,Bedeckt,-1.8,8.64
Aachen,Feuchter Dunst,7.6,11.88
Bad Lippspringe,Bedeckt,7.8,19.44
Düsseldorf-Flughafen,Leichter Sprühregen,8.3,13.68
Frankfurt/M.-Flughafen,Wolkig,15.8,23.4
Fritzlar,Stark Bewölkt,10.3,14.4
Gießen Wettenberg,Bedeckt,11.7,22.68
Hahn-Flughafen,Trocken,13.2,14.04
Kahler Asten,Nebel,5.3,12.6
Köln-Wahn,Bedeckt,11.6,21.6
Münster/Osnabrück-Flughafen,Regen,7.9,18.0
Nürburg-Barweiler,Feuchter Dunst,7.6,14.76
Offenbach/Wetterpark,Wolkig,14.4,16.56
Saarbrücken/Ensheim,Leicht Bewölkt,16.4,16.56
Trier-Petrisberg,Wolkenlos,16.3,12.96
Wasserkuppe,Nebel,6.8,18.0
