Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,17.3,18.72
Bremen-Flughafen,Niederschlag,13.7,30.96
Cuxhaven,Wolkig,14.0,24.48
Emden-Flughafen,Leichter Sprühregen,11.6,16.2
Greifswald,Stark Bewölkt,19.6,15.12
Hamburg-Fuhlsbüttel,Stark Bewölkt,15.8,25.2
Hannover-Langenhagen,Stark Bewölkt,16.3,17.64
Helgoland,Leichter Regen,12.0,9.72
Kiel-Holtenau,Stark Bewölkt,15.1,20.52
List auf Sylt,Stark Bewölkt,14.1,24.84
Marnitz,Stark Bewölkt,18.5,13.32
Norderney,Stark Bewölkt,13.7,37.08
Rostock-Warnemünde,Stark Bewölkt,18.6,15.84
Schleswig,Regen,14.6,12.24
Schwerin,Stark Bewölkt,18.7,23.76
Westermarkelsdorf,Bedeckt,16.2,16.2
Angermünde,Bedeckt,18.4,12.96
Berlin-Tegel,Stark Bewölkt,18.8,19.08
Brocken,Bedeckt,7.4,41.76
Cottbus,Bedeckt,16.0,7.56
Dresden-Klotzsche,Bedeckt,14.6,2.52
Erfurt-Bindersleben,Bedeckt,15.8,12.24
Fichtelberg,Leichter Regen,8.1,15.48
Gera-Leumnitz,Bedeckt,14.5,12.24
Görlitz,Bedeckt,17.6,8.279999
Leipzig-Schkeuditz,Bedeckt,16.6,16.2
Lindenberg,Bedeckt,17.4,8.279999
Magdeburg,Bedeckt,18.6,13.68
Meiningen,Stark Bewölkt,15.1,12.6
Neuruppin-Alt Ruppin,Stark Bewölkt,19.6,11.88
Potsdam,Stark Bewölkt,18.5,14.04
Augsburg-Mühlhausen,Leichter Regen,11.2,10.08
Bamberg,Stark Bewölkt,14.9,10.44
Feldberg/Schwarzwald,Stark Bewölkt,4.7,10.08
Freudenstadt,Bedeckt,11.2,8.279999
Fürstenzell,-,13.8,1.8
Grosser Arber,Nebel,8.1,14.04
Hof Hohensaas,Regen,10.5,7.56
Hohenpeissenberg,Leichter Regen,7.8,10.08
Kempten,Regen,9.7,4.32
Konstanz,Leichter Regen,11.4,6.48
Lahr,Bedeckt,16.6,7.56
Mannheim,Bedeckt,16.5,12.24
München-Flughafen,Leichter Regen,11.9,13.32
Nürnberg-Flughafen,Niederschlag,12.5,6.48
Oberstdorf,Leichter Regen,9.6,10.8
Oehringen,Bedeckt,15.7,14.04
Regensburg,Leichter Regen,11.0,10.8
Rheinstetten,Stark Bewölkt,16.6,14.4
Straubing,Sprühregen,13.2,14.04
Stuttgart-Echterdingen,Stark Bewölkt,14.4,6.12
Weiden,Leichter Regen,10.5,5.76
Würzburg,Bedeckt,16.1,16.56
Zugspitze,Starker Schneefall,-1.7,11.16
Aachen,Bedeckt,13.9,19.8
Bad Lippspringe,Bedeckt,15.1,27.0
Düsseldorf-Flughafen,Stark Bewölkt,16.7,20.52
Frankfurt/M.-Flughafen,Bedeckt,17.3,17.64
Fritzlar,Stark Bewölkt,15.5,14.4
Gießen Wettenberg,Stark Bewölkt,15.4,22.68
Hahn-Flughafen,Trocken,12.3,15.84
Kahler Asten,Stark Bewölkt,10.7,24.12
Köln-Wahn,Stark Bewölkt,17.4,20.88
Münster/Osnabrück-Flughafen,Niederschlag,14.5,17.28
Nürburg-Barweiler,Leicht Bewölkt,13.5,11.16
Offenbach/Wetterpark,Bedeckt,17.1,10.44
Saarbrücken/Ensheim,Stark Bewölkt,14.8,16.2
Trier-Petrisberg,Bedeckt,14.4,11.16
Wasserkuppe,Stark Bewölkt,10.1,19.44
