Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,22.8,18.36
Bremen-Flughafen,Leicht Bewölkt,30.3,15.12
Cuxhaven,Wolkig,23.8,5.04
Emden-Flughafen,Leicht Bewölkt,28.3,12.6
Greifswald,Leicht Bewölkt,28.9,12.6
Hamburg-Fuhlsbüttel,Leicht Bewölkt,29.6,15.12
Hannover-Langenhagen,Leicht Bewölkt,30.0,10.8
Helgoland,Bedeckt,23.0,12.96
Kiel-Holtenau,Wolkenlos,29.6,11.88
List auf Sylt,Stark Bewölkt,23.9,20.16
Marnitz,Wolkenlos,28.2,7.56
Norderney,Wolkig,21.8,10.44
Rostock-Warnemünde,Wolkenlos,29.4,11.88
Schleswig,Leicht Bewölkt,29.1,8.279999
Schwerin,Wolkenlos,29.5,7.92
Westermarkelsdorf,Stark Bewölkt,29.3,13.68
Angermünde,Wolkenlos,28.1,14.4
Berlin-Tegel,Leicht Bewölkt,27.5,12.96
Brocken,Wolkenlos,21.0,15.48
Cottbus,Wolkenlos,28.0,7.92
Dresden-Klotzsche,Wolkenlos,26.4,10.44
Erfurt-Bindersleben,Niederschlag,26.9,11.88
Fichtelberg,Leicht Bewölkt,19.3,11.88
Gera-Leumnitz,Wolkenlos,26.9,10.08
Görlitz,Wolkenlos,24.5,16.92
Leipzig-Schkeuditz,Wolkenlos,27.9,11.52
Lindenberg,Wolkenlos,27.1,10.8
Magdeburg,Wolkenlos,28.7,9.0
Meiningen,Wolkenlos,26.5,6.12
Neuruppin-Alt Ruppin,Wolkig,28.2,6.12
Potsdam,Wolkenlos,28.3,14.76
Augsburg-Mühlhausen,Leicht Bewölkt,23.2,20.88
Bamberg,Wolkenlos,27.0,8.64
Feldberg/Schwarzwald,Wolkenlos,16.5,10.08
Freudenstadt,Wolkenlos,20.9,10.08
Fürstenzell,Wolkenlos,24.0,10.44
Grosser Arber,Wolkenlos,16.7,12.24
Hof Hohensaas,Stark Bewölkt,24.2,8.64
Hohenpeissenberg,Wolkenlos,18.4,11.88
Kempten,Leicht Bewölkt,22.6,6.84
Konstanz,Wolkenlos,23.3,8.64
Lahr,Wolkenlos,25.3,13.68
Mannheim,Wolkenlos,27.9,8.279999
München-Flughafen,Leicht Bewölkt,23.5,14.76
Nürnberg-Flughafen,Niederschlag,27.0,14.4
Oberstdorf,Wolkenlos,22.9,11.16
Oehringen,Wolkenlos,27.0,12.6
Regensburg,Wolkenlos,25.9,5.76
Rheinstetten,Wolkenlos,27.6,19.8
Straubing,Wolkenlos,24.0,7.2
Stuttgart-Echterdingen,Leicht Bewölkt,25.0,18.0
Weiden,Wolkenlos,24.6,12.96
Würzburg,Wolkenlos,28.0,14.04
Zugspitze,Wolkenlos,8.1,3.6
Aachen,Bedeckt,28.7,7.56
Bad Lippspringe,Wolkenlos,28.5,10.8
Düsseldorf-Flughafen,Leicht Bewölkt,29.7,12.24
Frankfurt/M.-Flughafen,Niederschlag,27.8,8.64
Fritzlar,Leicht Bewölkt,27.9,7.2
Gießen Wettenberg,Wolkenlos,27.4,7.92
Hahn-Flughafen,Trocken,24.6,15.84
Kahler Asten,Wolkenlos,22.8,11.88
Köln-Wahn,Leicht Bewölkt,28.6,13.32
Münster/Osnabrück-Flughafen,Wolkig,29.6,10.44
Nürburg-Barweiler,Wolkenlos,25.1,9.72
Offenbach/Wetterpark,Wolkenlos,27.7,13.32
Saarbrücken/Ensheim,Wolkig,26.0,20.88
Trier-Petrisberg,Stark Bewölkt,29.5,8.64
Wasserkuppe,Wolkenlos,23.3,10.44
