Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkig,7.4,16.92
Bremen-Flughafen,Stark Bewölkt,7.7,16.92
Cuxhaven,Bedeckt,8.7,10.44
Emden-Flughafen,Bedeckt,9.8,14.76
Greifswald,Leicht Bewölkt,9.6,15.84
Hamburg-Fuhlsbüttel,Stark Bewölkt,10.3,6.84
Hannover-Langenhagen,Stark Bewölkt,11.2,15.12
Helgoland,Stark Bewölkt,8.4,11.52
Kiel-Holtenau,Stark Bewölkt,9.6,14.4
List auf Sylt,Bedeckt,8.5,17.64
Marnitz,Regen,7.8,6.48
Norderney,Bedeckt,7.8,11.88
Rostock-Warnemünde,Wolkenlos,7.6,11.16
Schleswig,Stark Bewölkt,10.6,10.8
Schwerin,Stark Bewölkt,8.8,6.84
Westermarkelsdorf,Wolkig,7.8,9.0
Angermünde,Bedeckt,8.1,12.24
Berlin-Tegel,Stark Bewölkt,12.9,13.32
Brocken,Leicht Bewölkt,9.5,16.56
Cottbus,Wolkig,14.6,5.76
Dresden-Klotzsche,Wolkig,15.2,10.08
Erfurt-Bindersleben,Leicht Bewölkt,15.1,8.279999
Fichtelberg,Stark Bewölkt,9.0,10.44
Gera-Leumnitz,-,15.7,20.16
Görlitz,Stark Bewölkt,14.9,12.6
Leipzig-Schkeuditz,Stark Bewölkt,15.1,9.0
Lindenberg,Stark Bewölkt,15.0,10.44
Magdeburg,Stark Bewölkt,15.2,8.279999
Meiningen,Wolkig,14.7,10.44
Neuruppin-Alt Ruppin,Bedeckt,10.2,8.279999
Potsdam,Stark Bewölkt,13.3,15.12
Augsburg-Mühlhausen,Wolkenlos,17.8,9.72
Bamberg,Leicht Bewölkt,18.0,3.96
Feldberg/Schwarzwald,Stark Bewölkt,8.6,4.32
Freudenstadt,Stark Bewölkt,15.0,7.2
Fürstenzell,Wolkenlos,17.1,5.4
Grosser Arber,Stark Bewölkt,7.8,9.36
Hof Hohensaas,Leicht Bewölkt,15.5,8.64
Hohenpeissenberg,Wolkenlos,15.1,7.2
Kempten,Wolkenlos,17.9,6.12
Konstanz,Wolkenlos,19.2,5.04
Lahr,Wolkenlos,18.0,7.92
Mannheim,Wolkenlos,18.8,5.76
München-Flughafen,Leicht Bewölkt,17.1,11.52
Nürnberg-Flughafen,Leicht Bewölkt,17.2,5.4
Oberstdorf,Wolkenlos,18.1,13.32
Oehringen,Wolkenlos,19.1,5.76
Regensburg,Wolkenlos,18.7,6.12
Rheinstetten,Trocken,18.9,12.96
Straubing,Wolkenlos,17.5,3.96
Stuttgart-Echterdingen,Leicht Bewölkt,17.8,7.92
Weiden,Bedeckt,16.6,5.04
Würzburg,Wolkig,17.4,8.279999
Zugspitze,Wolkenlos,-0.5,9.0
Aachen,Bedeckt,13.8,3.24
Bad Lippspringe,Bedeckt,15.0,8.279999
Düsseldorf-Flughafen,Wolkig,16.0,9.36
Frankfurt/M.-Flughafen,Leicht Bewölkt,17.4,15.12
Fritzlar,Stark Bewölkt,14.6,10.8
Gießen Wettenberg,Stark Bewölkt,15.6,6.48
Hahn-Flughafen,Trocken,14.4,12.24
Kahler Asten,Bedeckt,9.3,8.279999
Köln-Wahn,Wolkig,16.9,13.32
Münster/Osnabrück-Flughafen,Stark Bewölkt,12.8,12.96
Nürburg-Barweiler,Stark Bewölkt,14.1,6.48
Offenbach/Wetterpark,Sprühregen,17.3,7.92
Saarbrücken/Ensheim,Leicht Bewölkt,17.1,6.48
Trier-Petrisberg,Wolkenlos,16.5,5.76
Wasserkuppe,Stark Bewölkt,10.6,9.0
