Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,7.6,30.96
Bremen-Flughafen,Leicht Bewölkt,11.4,15.12
Cuxhaven,Stark Bewölkt,11.3,18.72
Emden-Flughafen,Wolkenlos,12.4,15.12
Greifswald,Leicht Bewölkt,10.3,20.16
Hamburg-Fuhlsbüttel,Leicht Bewölkt,10.9,15.48
Hannover-Langenhagen,Niederschlag,10.4,9.0
Helgoland,Wolkig,9.0,23.04
Kiel-Holtenau,Bedeckt,10.0,15.84
List auf Sylt,Bedeckt,8.1,27.72
Marnitz,Stark Bewölkt,10.0,10.44
Norderney,Wolkenlos,11.6,15.84
Rostock-Warnemünde,Bedeckt,9.3,12.6
Schleswig,Bedeckt,9.5,13.68
Schwerin,Bedeckt,9.4,15.48
Westermarkelsdorf,Regen,8.0,18.0
Angermünde,Wolkenlos,10.7,14.04
Berlin-Tegel,Leicht Bewölkt,10.5,8.279999
Brocken,Wolkenlos,2.9,11.88
Cottbus,Stark Bewölkt,9.0,5.76
Dresden-Klotzsche,Stark Bewölkt,9.4,12.24
Erfurt-Bindersleben,Stark Bewölkt,8.6,7.56
Fichtelberg,Stark Bewölkt,2.6,11.88
Gera-Leumnitz,Bedeckt,8.8,8.279999
Görlitz,Leicht Bewölkt,10.9,9.72
Leipzig-Schkeuditz,Wolkig,9.3,6.12
Lindenberg,Bedeckt,8.9,11.16
Magdeburg,Wolkig,10.6,5.76
Meiningen,Wolkenlos,9.5,9.36
Neuruppin-Alt Ruppin,Wolkenlos,10.8,11.88
Potsdam,Wolkig,10.8,13.68
Augsburg-Mühlhausen,Stark Bewölkt,11.3,10.8
Bamberg,Leicht Bewölkt,12.3,6.12
Feldberg/Schwarzwald,Wolkenlos,3.5,13.32
Freudenstadt,Wolkenlos,8.8,10.08
Fürstenzell,Stark Bewölkt,11.1,6.12
Grosser Arber,Stark Bewölkt,3.3,4.68
Hof Hohensaas,Stark Bewölkt,7.7,6.84
Hohenpeissenberg,Wolkenlos,8.9,14.4
Kempten,Wolkenlos,12.9,8.64
Konstanz,Wolkenlos,14.3,5.04
Lahr,Wolkenlos,13.7,15.84
Mannheim,Wolkenlos,12.7,5.76
München-Flughafen,Wolkig,12.1,7.92
Nürnberg-Flughafen,Wolkig,11.8,9.72
Oberstdorf,Wolkenlos,12.0,11.52
Oehringen,Wolkenlos,13.1,9.36
Regensburg,Wolkig,13.3,5.4
Rheinstetten,Trocken,13.5,14.04
Straubing,Stark Bewölkt,12.1,8.279999
Stuttgart-Echterdingen,Leicht Bewölkt,12.0,9.36
Weiden,Wolkig,10.3,9.72
Würzburg,Wolkenlos,11.7,4.68
Zugspitze,Wolkenlos,-4.5,6.12
Aachen,Wolkenlos,12.5,3.96
Bad Lippspringe,Wolkenlos,10.5,5.76
Düsseldorf-Flughafen,Leicht Bewölkt,11.8,12.24
Frankfurt/M.-Flughafen,Leicht Bewölkt,11.9,4.68
Fritzlar,-,9.5,3.6
Gießen Wettenberg,Wolkenlos,10.3,6.12
Hahn-Flughafen,Trocken,8.4,5.04
Kahler Asten,Wolkenlos,5.7,19.44
Köln-Wahn,Leicht Bewölkt,11.9,14.04
Münster/Osnabrück-Flughafen,Leicht Bewölkt,11.5,8.64
Nürburg-Barweiler,Wolkenlos,8.6,6.12
Offenbach/Wetterpark,Wolkenlos,11.9,9.0
Saarbrücken/Ensheim,Wolkenlos,11.2,10.08
Trier-Petrisberg,Wolkenlos,11.2,9.0
Wasserkuppe,Stark Bewölkt,5.6,10.08
