Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,3.3,11.52
Bremen-Flughafen,Wolkenlos,6.9,25.92
Cuxhaven,Wolkenlos,6.7,29.16
Emden-Flughafen,Wolkenlos,7.2,31.32
Greifswald,Wolkenlos,3.5,23.04
Hamburg-Fuhlsbüttel,Leicht Bewölkt,6.3,22.68
Hannover-Langenhagen,Wolkenlos,6.7,27.72
Helgoland,Wolkenlos,5.9,33.12
Kiel-Holtenau,Stark Bewölkt,5.2,22.68
List auf Sylt,Wolkenlos,5.4,30.96
Marnitz,Wolkenlos,5.4,18.0
Norderney,Wolkenlos,7.0,22.68
Rostock-Warnemünde,Wolkenlos,4.7,19.44
Schleswig,Stark Bewölkt,4.6,20.88
Schwerin,Wolkenlos,5.6,18.0
Westermarkelsdorf,Wolkenlos,4.5,29.88
Angermünde,Wolkenlos,5.0,22.32
Berlin-Tegel,Leicht Bewölkt,5.5,15.12
Brocken,Wolkenlos,-5.5,41.4
Cottbus,Wolkenlos,4.8,16.92
Dresden-Klotzsche,Wolkig,2.1,24.84
Erfurt-Bindersleben,Leicht Bewölkt,3.8,18.72
Fichtelberg,Stark Bewölkt,-6.0,19.8
Gera-Leumnitz,-,15.7,20.16
Görlitz,Wolkig,2.5,21.6
Leipzig-Schkeuditz,Wolkenlos,4.8,21.96
Lindenberg,Wolkenlos,4.6,14.76
Magdeburg,Wolkenlos,6.1,14.04
Meiningen,Wolkenlos,3.2,23.76
Neuruppin-Alt Ruppin,Wolkenlos,5.3,12.6
Potsdam,Wolkenlos,5.5,15.48
Augsburg-Mühlhausen,Wolkenlos,4.5,23.4
Bamberg,Wolkenlos,6.2,18.0
Feldberg/Schwarzwald,Niederschlag,-3.3,54.0
Freudenstadt,Wolkenlos,2.2,18.72
Fürstenzell,-,1.4,30.6
Grosser Arber,Leichter Schneefall,-8.6,21.6
Hof Hohensaas,Wolkenlos,2.0,20.52
Hohenpeissenberg,Leicht Bewölkt,-1.5,21.96
Kempten,Leicht Bewölkt,3.0,18.0
Konstanz,Wolkenlos,7.5,22.68
Lahr,Wolkenlos,9.8,27.36
Mannheim,Wolkenlos,9.1,22.32
München-Flughafen,Leicht Bewölkt,3.1,29.16
Nürnberg-Flughafen,Leicht Bewölkt,5.0,19.08
Oberstdorf,Bedeckt,3.4,11.16
Oehringen,Wolkenlos,7.4,27.0
Regensburg,Leicht Bewölkt,4.2,20.16
Rheinstetten,Trocken,9.1,31.68
Straubing,Wolkig,3.4,18.0
Stuttgart-Echterdingen,Wolkenlos,6.3,31.68
Weiden,Leicht Bewölkt,2.3,21.96
Würzburg,Wolkenlos,7.6,27.36
Zugspitze,Sprühregen,-11.,11.16
Aachen,Wolkenlos,8.5,32.76
Bad Lippspringe,Wolkenlos,6.8,19.8
Düsseldorf-Flughafen,Wolkenlos,10.5,24.12
Frankfurt/M.-Flughafen,Wolkenlos,9.7,28.8
Fritzlar,-,5.8,25.2
Gießen Wettenberg,Wolkenlos,6.4,25.2
Hahn-Flughafen,Trocken,5.9,26.64
Kahler Asten,Wolkenlos,0.2,27.0
Köln-Wahn,Wolkenlos,10.1,27.0
Münster/Osnabrück-Flughafen,Wolkenlos,7.7,14.4
Nürburg-Barweiler,Wolkenlos,6.1,23.04
Offenbach/Wetterpark,Wolkenlos,9.0,19.44
Saarbrücken/Ensheim,Wolkenlos,8.5,30.6
Trier-Petrisberg,Wolkenlos,8.7,33.48
Wasserkuppe,Wolkenlos,0.0,23.76
