Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leichter Sprühregen,17.3,17.64
Bremen-Flughafen,Stark Bewölkt,24.8,15.12
Cuxhaven,Wolkig,21.0,17.28
Emden-Flughafen,Stark Bewölkt,19.7,21.6
Greifswald,Regenschauer,19.2,11.16
Hamburg-Fuhlsbüttel,Stark Bewölkt,22.2,9.0
Hannover-Langenhagen,Stark Bewölkt,22.7,6.48
Helgoland,Regen,18.7,14.76
Kiel-Holtenau,Stark Bewölkt,22.5,17.64
List auf Sylt,Regen,18.0,17.28
Marnitz,Regen,18.6,5.4
Norderney,Wolkenlos,18.6,37.08
Rostock-Warnemünde,Bedeckt,19.6,8.64
Schleswig,Stark Bewölkt,22.7,10.44
Schwerin,Bedeckt,21.1,12.24
Westermarkelsdorf,Bedeckt,20.1,8.279999
Angermünde,Leichter Regen,21.2,7.56
Berlin-Tegel,Regen,19.9,5.76
Brocken,Regen,13.8,11.88
Cottbus,Sprühregen,27.7,18.72
Dresden-Klotzsche,Stark Bewölkt,29.2,19.8
Erfurt-Bindersleben,Gewitter,18.8,18.36
Fichtelberg,Bedeckt,18.8,22.32
Gera-Leumnitz,Regen,20.9,10.8
Görlitz,Bedeckt,27.9,14.4
Leipzig-Schkeuditz,Bedeckt,20.8,8.279999
Lindenberg,Regen,22.5,10.08
Magdeburg,Regen,20.5,6.12
Meiningen,Regen,19.9,15.12
Neuruppin-Alt Ruppin,Bedeckt,20.3,4.68
Potsdam,Leichter Regen,19.0,2.88
Augsburg-Mühlhausen,Bedeckt,20.9,5.04
Bamberg,Regen,23.6,8.64
Feldberg/Schwarzwald,Nebel,13.8,6.12
Freudenstadt,Leichter Sprühregen,16.3,14.4
Fürstenzell,Regen,22.4,10.08
Grosser Arber,Feuchter Dunst,15.9,10.44
Hof Hohensaas,Regen,22.0,10.44
Hohenpeissenberg,Regen,15.2,4.68
Kempten,Regen,23.0,8.64
Konstanz,Bedeckt,25.4,6.48
Lahr,Regen,22.8,3.96
Mannheim,Stark Bewölkt,25.6,9.36
München-Flughafen,Leichter Regenschauer,18.2,19.8
Nürnberg-Flughafen,Leichter Regen,22.7,9.72
Oberstdorf,Stark Bewölkt,22.2,2.16
Oehringen,Bedeckt,23.4,12.24
Regensburg,Starker Regen,17.9,7.92
Rheinstetten,Stark Bewölkt,24.1,5.76
Straubing,Bedeckt,22.6,26.28
Stuttgart-Echterdingen,Gewitter,22.3,16.56
Weiden,Bedeckt,27.6,14.04
Würzburg,Regen,23.2,15.84
Zugspitze,Nebel,5.8,12.24
Aachen,Bedeckt,18.9,18.36
Bad Lippspringe,Stark Bewölkt,21.6,12.6
Düsseldorf-Flughafen,Stark Bewölkt,22.3,21.24
Frankfurt/M.-Flughafen,Leichter Regenschauer,25.0,7.92
Fritzlar,Bedeckt,21.7,3.6
Gießen Wettenberg,Wolkig,24.6,21.24
Hahn-Flughafen,Trocken,22.0,16.56
Kahler Asten,Trocken,17.4,15.12
Köln-Wahn,Stark Bewölkt,23.8,13.32
Münster/Osnabrück-Flughafen,Stark Bewölkt,23.9,16.92
Nürburg-Barweiler,Stark Bewölkt,20.4,14.76
Offenbach/Wetterpark,Bedeckt,24.3,7.2
Saarbrücken/Ensheim,Wolkig,24.1,18.0
Trier-Petrisberg,Stark Bewölkt,24.7,12.24
Wasserkuppe,Sprühregen,16.6,13.68
