Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,16.3,34.92
Bremen-Flughafen,Niederschlag,17.9,10.8
Cuxhaven,Leichter Regen,17.7,20.88
Emden-Flughafen,Leichter Regen,18.1,16.2
Greifswald,Wolkenlos,20.1,28.8
Hamburg-Fuhlsbüttel,Bedeckt,17.7,12.6
Hannover-Langenhagen,Niederschlag,20.2,12.96
Helgoland,Bedeckt,16.5,21.6
Kiel-Holtenau,Leicht Bewölkt,19.9,30.24
List auf Sylt,Wolkig,21.7,35.28
Marnitz,-,21.9,16.92
Norderney,Leichter Regen,16.8,16.56
Rostock-Warnemünde,Niederschlag,22.4,18.36
Schleswig,Wolkenlos,20.4,24.12
Schwerin,Bedeckt,21.4,9.0
Westermarkelsdorf,Wolkenlos,18.3,35.64
Angermünde,Wolkig,23.6,17.64
Berlin-Tegel,Stark Bewölkt,23.4,19.08
Brocken,Leichter Regen,13.4,13.32
Cottbus,Bedeckt,22.4,11.52
Dresden-Klotzsche,Bedeckt,20.6,17.64
Erfurt-Bindersleben,Regen,18.6,6.48
Fichtelberg,Leichter Regen,13.9,16.56
Gera-Leumnitz,Stark Bewölkt,19.7,10.08
Görlitz,Bedeckt,19.4,13.68
Leipzig-Schkeuditz,Bedeckt,19.1,5.76
Lindenberg,Stark Bewölkt,23.0,10.44
Magdeburg,Bedeckt,20.6,9.36
Meiningen,Regen,17.8,10.44
Neuruppin-Alt Ruppin,Stark Bewölkt,23.4,12.24
Potsdam,Stark Bewölkt,21.8,15.84
Augsburg-Mühlhausen,Leichter Sprühregen,15.1,20.52
Bamberg,Leichter Sprühregen,20.1,11.52
Feldberg/Schwarzwald,Nebel,7.8,20.88
Freudenstadt,Sprühregen,13.4,22.32
Fürstenzell,-,11.7,7.2
Grosser Arber,Nebel,12.2,10.08
Hof Hohensaas,Leichter Regen,17.6,12.6
Hohenpeissenberg,Nebel,10.3,32.04
Kempten,-,12.6,14.04
Konstanz,Sprühregen,14.2,12.6
Lahr,Leichter Regen,19.0,8.64
Mannheim,Leichter Regen,18.0,15.48
München-Flughafen,Sprühregen,14.7,23.4
Nürnberg-Flughafen,Regenschauer,18.4,19.44
Oberstdorf,Regen,12.9,5.04
Oehringen,Regen,15.4,19.08
Regensburg,Sprühregen,17.1,12.96
Rheinstetten,Sprühregen,16.3,13.32
Straubing,Bedeckt,16.5,14.4
Stuttgart-Echterdingen,Niederschlag,15.1,5.76
Weiden,Bedeckt,19.9,11.52
Würzburg,Bedeckt,19.0,13.32
Zugspitze,Nebel,0.1,17.28
Aachen,Bedeckt,18.4,21.24
Bad Lippspringe,Leichter Regen,19.2,9.72
Düsseldorf-Flughafen,Niederschlag,20.4,19.8
Frankfurt/M.-Flughafen,Bedeckt,20.4,16.2
Fritzlar,Niederschlag,20.7,3.6
Gießen Wettenberg,Bedeckt,20.5,16.56
Hahn-Flughafen,Leichter Sprühregen,14.2,23.04
Kahler Asten,Leichter Sprühregen,14.5,18.72
Köln-Wahn,Bedeckt,20.4,22.68
Münster/Osnabrück-Flughafen,Niederschlag,21.8,11.52
Nürburg-Barweiler,Bedeckt,17.5,14.4
Offenbach/Wetterpark,Bedeckt,20.6,16.56
Saarbrücken/Ensheim,Bedeckt,16.8,19.8
Trier-Petrisberg,Bedeckt,17.9,14.4
Wasserkuppe,Leichter Sprühregen,15.3,9.36
