Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Leicht Bewölkt,20.9,39.96
Bremen-Flughafen,Niederschlag,18.0,25.2
Cuxhaven,Regen,17.0,17.28
Emden-Flughafen,Regen,18.2,23.04
Greifswald,Wolkig,22.2,20.88
Hamburg-Fuhlsbüttel,Leichter Regen,20.2,32.04
Hannover-Langenhagen,Stark Bewölkt,20.6,28.8
Helgoland,Stark Bewölkt,18.6,23.76
Kiel-Holtenau,Regen,18.3,21.96
List auf Sylt,Wolkenlos,18.7,30.6
Marnitz,Stark Bewölkt,20.5,12.96
Norderney,Leichter Sprühregen,18.2,35.64
Rostock-Warnemünde,Regen,17.1,23.76
Schleswig,Starker Regen,16.4,10.8
Schwerin,Wolkig,20.3,25.56
Westermarkelsdorf,Stark Bewölkt,20.9,35.28
Angermünde,Stark Bewölkt,23.0,21.96
Berlin-Tegel,Leicht Bewölkt,24.2,29.52
Brocken,Stark Bewölkt,11.5,47.88
Cottbus,Stark Bewölkt,24.4,20.88
Dresden-Klotzsche,Stark Bewölkt,22.8,20.52
Erfurt-Bindersleben,Niederschlag,21.8,23.76
Fichtelberg,Wolkig,16.5,30.96
Gera-Leumnitz,Stark Bewölkt,21.5,15.12
Görlitz,Bedeckt,22.3,10.44
Leipzig-Schkeuditz,Bedeckt,22.1,25.92
Lindenberg,Stark Bewölkt,23.8,20.52
Magdeburg,Stark Bewölkt,23.0,19.08
Meiningen,Stark Bewölkt,21.0,16.56
Neuruppin-Alt Ruppin,Wolkig,21.7,16.56
Potsdam,Stark Bewölkt,22.5,24.12
Augsburg-Mühlhausen,Bedeckt,21.3,23.4
Bamberg,Regen,19.5,5.76
Feldberg/Schwarzwald,Stark Bewölkt,11.2,34.56
Freudenstadt,Stark Bewölkt,17.1,23.04
Fürstenzell,Leichter Regen,20.4,3.96
Grosser Arber,Bedeckt,12.7,23.04
Hof Hohensaas,Regen,15.9,8.279999
Hohenpeissenberg,Stark Bewölkt,17.8,11.52
Kempten,Bedeckt,19.0,9.36
Konstanz,Bedeckt,22.5,14.4
Lahr,Wolkig,23.7,20.52
Mannheim,Stark Bewölkt,23.1,18.0
München-Flughafen,Stark Bewölkt,22.3,10.8
Nürnberg-Flughafen,Stark Bewölkt,23.0,18.72
Oberstdorf,Leichter Sprühregen,16.5,11.16
Oehringen,Bedeckt,22.0,23.04
Regensburg,Stark Bewölkt,24.3,13.32
Rheinstetten,Leicht Bewölkt,23.5,23.4
Straubing,Stark Bewölkt,22.9,9.72
Stuttgart-Echterdingen,Wolkig,21.5,21.6
Weiden,Bedeckt,21.4,12.24
Würzburg,Stark Bewölkt,24.6,20.88
Zugspitze,Nebel,3.1,8.64
Aachen,Regen,17.1,28.8
Bad Lippspringe,Bedeckt,19.1,27.72
Düsseldorf-Flughafen,Regen,18.1,21.96
Frankfurt/M.-Flughafen,Wolkig,22.3,27.36
Fritzlar,Wolkig,21.3,25.2
Gießen Wettenberg,Leicht Bewölkt,21.8,37.44
Hahn-Flughafen,Trocken,18.0,25.2
Kahler Asten,Stark Bewölkt,14.9,28.08
Köln-Wahn,Stark Bewölkt,19.7,16.92
Münster/Osnabrück-Flughafen,Regenschauer,20.0,25.92
Nürburg-Barweiler,Stark Bewölkt,17.1,16.56
Offenbach/Wetterpark,Leicht Bewölkt,23.2,24.84
Saarbrücken/Ensheim,Regenschauer,19.2,26.64
Trier-Petrisberg,Stark Bewölkt,20.3,19.8
Wasserkuppe,Leichter Regen,14.7,32.4
