Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkig,17.0,19.08
Bremen-Flughafen,Stark Bewölkt,20.5,30.24
Cuxhaven,Bedeckt,18.9,20.52
Emden-Flughafen,Bedeckt,19.5,18.36
Greifswald,Regenschauer,19.8,16.56
Hamburg-Fuhlsbüttel,Stark Bewölkt,20.6,23.76
Hannover-Langenhagen,Wolkig,20.6,24.84
Helgoland,Leichter Regen,16.6,20.52
Kiel-Holtenau,Bedeckt,19.3,23.04
List auf Sylt,Leichter Sprühregen,15.8,32.4
Marnitz,Stark Bewölkt,19.8,13.68
Norderney,Regen,18.2,23.04
Rostock-Warnemünde,Regen,17.7,7.92
Schleswig,Regen,17.2,11.52
Schwerin,Stark Bewölkt,19.6,20.88
Westermarkelsdorf,Bedeckt,18.6,15.48
Angermünde,-,22.5,11.52
Berlin-Tegel,Stark Bewölkt,21.0,19.8
Brocken,Stark Bewölkt,11.5,33.84
Cottbus,Leicht Bewölkt,23.1,14.4
Dresden-Klotzsche,Stark Bewölkt,21.2,20.88
Erfurt-Bindersleben,Stark Bewölkt,20.0,21.96
Fichtelberg,Stark Bewölkt,15.2,21.96
Gera-Leumnitz,Stark Bewölkt,22.2,14.04
Görlitz,Wolkig,20.4,15.48
Leipzig-Schkeuditz,Stark Bewölkt,21.4,22.68
Lindenberg,Wolkig,21.0,15.84
Magdeburg,Stark Bewölkt,21.7,16.92
Meiningen,Stark Bewölkt,18.8,13.32
Neuruppin-Alt Ruppin,Stark Bewölkt,20.4,11.52
Potsdam,Stark Bewölkt,22.0,15.48
Augsburg-Mühlhausen,Wolkig,19.8,12.96
Bamberg,Stark Bewölkt,21.1,7.56
Feldberg/Schwarzwald,Bedeckt,11.2,10.8
Freudenstadt,Stark Bewölkt,18.4,12.96
Fürstenzell,Stark Bewölkt,20.1,14.4
Grosser Arber,Stark Bewölkt,11.4,21.96
Hof Hohensaas,Wolkig,19.1,14.76
Hohenpeissenberg,Bedeckt,15.7,5.04
Kempten,Sprühregen,16.5,3.6
Konstanz,Bedeckt,20.1,6.84
Lahr,Wolkig,23.1,11.88
Mannheim,Stark Bewölkt,23.4,6.12
München-Flughafen,Wolkig,19.2,13.32
Nürnberg-Flughafen,Wolkig,20.7,16.56
Oberstdorf,Bedeckt,16.4,3.6
Oehringen,-,18.7,12.6
Regensburg,Stark Bewölkt,23.4,6.84
Rheinstetten,Leicht Bewölkt,24.3,17.64
Straubing,Wolkig,21.6,14.76
Stuttgart-Echterdingen,Wolkig,21.9,12.24
Weiden,Wolkig,21.3,19.08
Würzburg,Stark Bewölkt,21.8,17.28
Zugspitze,Nebel,3.4,4.68
Aachen,Wolkig,18.6,19.08
Bad Lippspringe,Bedeckt,18.0,23.4
Düsseldorf-Flughafen,Stark Bewölkt,19.8,18.72
Frankfurt/M.-Flughafen,Wolkig,22.8,11.52
Fritzlar,Stark Bewölkt,21.7,10.8
Gießen Wettenberg,Stark Bewölkt,20.8,12.96
Hahn-Flughafen,Trocken,19.2,15.84
Kahler Asten,Stark Bewölkt,13.0,18.0
Köln-Wahn,Stark Bewölkt,20.1,10.44
Münster/Osnabrück-Flughafen,Stark Bewölkt,19.3,23.4
Nürburg-Barweiler,Stark Bewölkt,18.1,12.6
Offenbach/Wetterpark,Stark Bewölkt,22.7,2.88
Saarbrücken/Ensheim,Wolkig,21.0,18.72
Trier-Petrisberg,Stark Bewölkt,20.4,17.28
Wasserkuppe,Stark Bewölkt,14.9,12.24
