Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Stark Bewölkt,10.3,23.4
Bremen-Flughafen,Niederschlag,13.7,26.64
Cuxhaven,Bedeckt,13.3,15.12
Emden-Flughafen,Wolkig,13.4,22.32
Greifswald,Regen,15.4,18.36
Hamburg-Fuhlsbüttel,Leichter Sprühregen,12.7,16.56
Hannover-Langenhagen,Niederschlag,12.0,21.6
Helgoland,Leichter Regen,9.8,11.52
Kiel-Holtenau,-,11.4,16.2
List auf Sylt,Leichter Regen,11.0,27.36
Marnitz,Leichter Sprühregen,13.0,15.12
Norderney,Wolkig,10.7,21.96
Rostock-Warnemünde,Leichter Regen,13.8,12.24
Schleswig,Bedeckt,12.8,11.88
Schwerin,Regen,12.3,11.88
Westermarkelsdorf,Regen,10.8,16.56
Angermünde,Bedeckt,16.8,20.88
Berlin-Tegel,Niederschlag,16.2,20.16
Brocken,Nebel,4.4,52.2
Cottbus,Bedeckt,18.5,15.12
Dresden-Klotzsche,Bedeckt,16.9,24.48
Erfurt-Bindersleben,Leichter Regen,14.5,26.64
Fichtelberg,Sprühregen,7.8,41.4
Gera-Leumnitz,Regen,13.4,23.76
Görlitz,Bedeckt,16.8,27.72
Leipzig-Schkeuditz,Bedeckt,16.1,29.52
Lindenberg,Bedeckt,17.2,19.8
Magdeburg,Bedeckt,15.3,15.48
Meiningen,Stark Bewölkt,13.1,16.92
Neuruppin-Alt Ruppin,Leichter Regen,13.9,14.04
Potsdam,Leichter Regen,14.9,15.84
Augsburg-Mühlhausen,Bedeckt,13.5,15.12
Bamberg,Bedeckt,14.8,16.92
Feldberg/Schwarzwald,Regen,2.1,44.28
Freudenstadt,Leichter Regen,7.9,16.2
Fürstenzell,Bedeckt,17.1,9.36
Grosser Arber,Stark Bewölkt,6.3,20.16
Hof Hohensaas,Leichter Sprühregen,10.9,14.04
Hohenpeissenberg,Stark Bewölkt,11.7,11.88
Kempten,Bedeckt,12.0,7.92
Konstanz,Leichter Regen,11.2,11.16
Lahr,Bedeckt,13.9,27.0
Mannheim,Bedeckt,15.4,23.04
München-Flughafen,Stark Bewölkt,16.3,23.76
Nürnberg-Flughafen,Bedeckt,14.8,12.6
Oberstdorf,Bedeckt,11.6,11.88
Oehringen,Leichter Sprühregen,14.3,10.44
Regensburg,Regen,16.1,12.96
Rheinstetten,Regen,14.7,24.48
Straubing,Bedeckt,17.5,9.0
Stuttgart-Echterdingen,Regenschauer,15.0,19.44
Weiden,Bedeckt,14.2,15.48
Würzburg,Bedeckt,15.3,31.32
Zugspitze,Gefrierender Nebel,-3.0,18.36
Aachen,Stark Bewölkt,13.0,27.36
Bad Lippspringe,Regen,12.0,19.8
Düsseldorf-Flughafen,Wolkig,15.0,30.96
Frankfurt/M.-Flughafen,Regen,12.6,23.04
Fritzlar,-,14.9,25.2
Gießen Wettenberg,Stark Bewölkt,13.8,24.84
Hahn-Flughafen,Leichter Sprühregen,10.4,24.12
Kahler Asten,Bedeckt,8.8,28.8
Köln-Wahn,Stark Bewölkt,16.1,25.2
Münster/Osnabrück-Flughafen,Regenschauer,14.7,29.16
Nürburg-Barweiler,Stark Bewölkt,11.0,15.48
Offenbach/Wetterpark,Leichter Regen,12.3,12.6
Saarbrücken/Ensheim,Niederschlag,10.8,10.08
Trier-Petrisberg,Stark Bewölkt,14.1,29.52
Wasserkuppe,Stark Bewölkt,8.6,34.92
