Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,20.3,6.12
Bremen-Flughafen,Stark Bewölkt,23.3,13.32
Cuxhaven,Stark Bewölkt,21.5,12.96
Emden-Flughafen,Bedeckt,22.8,13.32
Greifswald,Stark Bewölkt,21.4,12.24
Hamburg-Fuhlsbüttel,Wolkig,24.3,9.36
Hannover-Langenhagen,Wolkig,24.7,12.24
Helgoland,Bedeckt,20.0,11.52
Kiel-Holtenau,-,15.9,10.8
List auf Sylt,Bedeckt,21.9,25.92
Marnitz,Stark Bewölkt,23.8,6.48
Norderney,Bedeckt,23.0,13.32
Rostock-Warnemünde,Wolkenlos,22.1,14.4
Schleswig,Bedeckt,22.6,9.72
Schwerin,Bedeckt,23.7,9.72
Westermarkelsdorf,-,16.4,23.04
Angermünde,Wolkig,25.9,6.12
Berlin-Tegel,Niederschlag,24.0,9.36
Brocken,Bedeckt,14.3,7.56
Cottbus,Wolkig,25.8,6.84
Dresden-Klotzsche,Wolkig,23.2,11.16
Erfurt-Bindersleben,Niederschlag,23.0,10.08
Fichtelberg,Stark Bewölkt,14.8,12.24
Gera-Leumnitz,Wolkenlos,23.1,9.72
Görlitz,Wolkig,24.3,11.16
Leipzig-Schkeuditz,Leicht Bewölkt,24.1,9.36
Lindenberg,Stark Bewölkt,23.9,5.04
Magdeburg,Stark Bewölkt,24.4,6.12
Meiningen,Wolkig,21.8,6.48
Neuruppin-Alt Ruppin,Leicht Bewölkt,24.7,4.68
Potsdam,Wolkig,25.2,6.48
Augsburg-Mühlhausen,Wolkig,20.1,10.08
Bamberg,Wolkig,23.8,8.64
Feldberg/Schwarzwald,Stark Bewölkt,12.3,12.96
Freudenstadt,Bedeckt,19.9,11.52
Fürstenzell,Bedeckt,15.3,7.2
Grosser Arber,Bedeckt,10.4,27.36
Hof Hohensaas,Leicht Bewölkt,21.0,7.92
Hohenpeissenberg,Wolkig,16.3,6.48
Kempten,Wolkig,18.9,5.04
Konstanz,Wolkenlos,22.8,9.0
Lahr,Bedeckt,23.3,12.6
Mannheim,Leicht Bewölkt,24.8,9.0
München-Flughafen,Stark Bewölkt,19.9,11.88
Nürnberg-Flughafen,Wolkig,23.4,6.84
Oberstdorf,Stark Bewölkt,18.5,12.96
Oehringen,Leicht Bewölkt,23.7,6.84
Regensburg,Bedeckt,22.1,9.0
Rheinstetten,Wolkig,25.0,10.8
Straubing,Bedeckt,20.2,3.96
Stuttgart-Echterdingen,Wolkig,22.2,7.2
Weiden,Wolkig,22.1,14.04
Würzburg,Wolkenlos,25.3,6.48
Zugspitze,Gefrierender Nebel,-1.5,7.92
Aachen,Leicht Bewölkt,22.8,6.48
Bad Lippspringe,Stark Bewölkt,23.5,7.56
Düsseldorf-Flughafen,Wolkig,25.1,10.08
Frankfurt/M.-Flughafen,Wolkig,24.4,7.2
Fritzlar,Wolkig,23.6,7.2
Gießen Wettenberg,Stark Bewölkt,24.5,9.36
Hahn-Flughafen,Trocken,20.3,7.56
Kahler Asten,Bedeckt,18.2,7.2
Köln-Wahn,Stark Bewölkt,24.5,7.56
Münster/Osnabrück-Flughafen,Stark Bewölkt,21.9,7.2
Nürburg-Barweiler,Leicht Bewölkt,20.6,9.36
Offenbach/Wetterpark,Wolkig,24.9,8.279999
Saarbrücken/Ensheim,Stark Bewölkt,22.0,6.48
Trier-Petrisberg,Stark Bewölkt,25.5,8.64
Wasserkuppe,Wolkig,17.0,5.04
