Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,24.1,15.48
Bremen-Flughafen,Niederschlag,22.3,16.92
Cuxhaven,Bedeckt,23.1,13.32
Emden-Flughafen,Wolkenlos,26.5,24.84
Greifswald,Stark Bewölkt,30.2,5.76
Hamburg-Fuhlsbüttel,Leichter Regen,22.9,9.0
Hannover-Langenhagen,Regenschauer,26.0,4.32
Helgoland,Leicht Bewölkt,22.0,23.4
Kiel-Holtenau,Regen,22.5,17.64
List auf Sylt,Wolkenlos,24.3,50.04
Marnitz,Bedeckt,29.7,5.4
Norderney,Wolkenlos,25.7,21.24
Rostock-Warnemünde,Regen,21.2,9.0
Schleswig,Regen,22.8,14.4
Schwerin,Bedeckt,25.3,0.0
Westermarkelsdorf,Leichter Regen,22.2,15.48
Angermünde,Leicht Bewölkt,33.3,22.32
Berlin-Tegel,Niederschlag,34.0,21.24
Brocken,Bedeckt,22.8,30.6
Cottbus,Wolkig,33.0,14.76
Dresden-Klotzsche,Wolkenlos,31.8,18.72
Erfurt-Bindersleben,Leicht Bewölkt,31.8,28.08
Fichtelberg,Wolkenlos,24.0,18.36
Gera-Leumnitz,Wolkig,32.5,21.6
Görlitz,Wolkenlos,29.6,21.24
Leipzig-Schkeuditz,Wolkenlos,34.3,17.28
Lindenberg,Leicht Bewölkt,32.7,12.6
Magdeburg,Wolkenlos,34.0,15.12
Meiningen,Wolkig,29.9,24.48
Neuruppin-Alt Ruppin,Stark Bewölkt,33.2,12.24
Potsdam,Wolkig,34.3,20.52
Augsburg-Mühlhausen,Wolkenlos,30.7,6.48
Bamberg,Leicht Bewölkt,33.6,14.4
Feldberg/Schwarzwald,Wolkenlos,21.3,24.84
Freudenstadt,Wolkig,27.5,14.76
Fürstenzell,Wolkenlos,28.2,5.4
Grosser Arber,Wolkenlos,23.6,7.56
Hof Hohensaas,Leicht Bewölkt,30.9,13.68
Hohenpeissenberg,Wolkenlos,28.8,4.68
Kempten,Wolkenlos,31.3,6.84
Konstanz,Wolkenlos,31.2,6.84
Lahr,Leicht Bewölkt,32.9,11.88
Mannheim,Bedeckt,31.7,15.48
München-Flughafen,Wolkenlos,29.6,4.32
Nürnberg-Flughafen,Leicht Bewölkt,32.7,11.52
Oberstdorf,Wolkenlos,32.2,3.24
Oehringen,Wolkenlos,32.0,10.44
Regensburg,Wolkenlos,30.8,6.12
Rheinstetten,Bedeckt,33.6,22.32
Straubing,Wolkenlos,30.4,9.0
Stuttgart-Echterdingen,Niederschlag,32.6,18.72
Weiden,Wolkenlos,30.7,13.68
Würzburg,Wolkenlos,34.0,26.64
Zugspitze,Wolkenlos,13.9,7.92
Aachen,Bedeckt,28.8,26.28
Bad Lippspringe,Bedeckt,25.4,10.08
Düsseldorf-Flughafen,Wolkig,28.4,27.0
Frankfurt/M.-Flughafen,Niederschlag,32.3,17.64
Fritzlar,Niederschlag,28.0,14.4
Gießen Wettenberg,Bedeckt,28.1,15.12
Hahn-Flughafen,Trocken,25.7,11.16
Kahler Asten,Bedeckt,21.9,10.8
Köln-Wahn,Wolkig,29.0,12.96
Münster/Osnabrück-Flughafen,Niederschlag,24.5,13.68
Nürburg-Barweiler,Bedeckt,25.3,8.279999
Offenbach/Wetterpark,Bedeckt,31.2,11.52
Saarbrücken/Ensheim,Stark Bewölkt,28.1,16.56
Trier-Petrisberg,Regen,28.0,17.28
Wasserkuppe,Wolkig,26.6,33.12
