Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Wolkenlos,20.8,6.12
Bremen-Flughafen,Wolkig,27.2,19.44
Cuxhaven,Bedeckt,26.9,10.44
Emden-Flughafen,Bedeckt,24.1,14.04
Greifswald,Wolkig,26.5,8.64
Hamburg-Fuhlsbüttel,Wolkig,29.7,19.8
Hannover-Langenhagen,Stark Bewölkt,27.2,13.32
Helgoland,Bedeckt,20.0,13.32
Kiel-Holtenau,Wolkenlos,28.3,15.12
List auf Sylt,Wolkig,27.0,24.12
Marnitz,Leicht Bewölkt,29.1,6.48
Norderney,Regen,22.5,15.12
Rostock-Warnemünde,Leicht Bewölkt,28.1,8.64
Schleswig,Leicht Bewölkt,27.1,11.52
Schwerin,Wolkenlos,28.1,5.4
Westermarkelsdorf,Stark Bewölkt,24.9,18.72
Angermünde,Wolkenlos,26.8,9.72
Berlin-Tegel,Wolkig,30.0,14.4
Brocken,Wolkig,19.4,30.24
Cottbus,Stark Bewölkt,29.4,12.6
Dresden-Klotzsche,Leicht Bewölkt,29.7,22.32
Erfurt-Bindersleben,Regen,25.5,23.04
Fichtelberg,Leicht Bewölkt,20.4,28.8
Gera-Leumnitz,Wolkig,28.2,16.56
Görlitz,Stark Bewölkt,26.6,12.96
Leipzig-Schkeuditz,Bedeckt,28.8,22.32
Lindenberg,Leicht Bewölkt,28.3,17.64
Magdeburg,Wolkig,29.0,9.72
Meiningen,Niederschlag,25.5,17.64
Neuruppin-Alt Ruppin,Leicht Bewölkt,28.7,7.56
Potsdam,Wolkig,29.7,6.48
Augsburg-Mühlhausen,Wolkig,26.1,18.0
Bamberg,Leicht Bewölkt,27.7,9.0
Feldberg/Schwarzwald,Wolkig,16.3,25.92
Freudenstadt,Wolkig,22.8,15.84
Fürstenzell,Wolkenlos,25.0,11.16
Grosser Arber,Wolkenlos,18.5,24.12
Hof Hohensaas,Bedeckt,24.4,14.4
Hohenpeissenberg,Leicht Bewölkt,23.8,8.64
Kempten,Bedeckt,22.7,4.32
Konstanz,Stark Bewölkt,24.1,7.56
Lahr,Wolkig,26.8,10.8
Mannheim,Bedeckt,26.4,15.48
München-Flughafen,Wolkig,26.6,20.52
Nürnberg-Flughafen,Wolkig,27.6,13.32
Oberstdorf,Wolkenlos,25.9,5.04
Oehringen,Regen,25.8,10.44
Regensburg,Leicht Bewölkt,27.8,15.48
Rheinstetten,Wolkenlos,27.0,19.08
Straubing,Wolkig,26.9,11.16
Stuttgart-Echterdingen,Niederschlag,26.9,14.4
Weiden,Wolkig,26.6,12.24
Würzburg,Stark Bewölkt,28.2,27.36
Zugspitze,Stark Bewölkt,7.2,22.68
Aachen,Stark Bewölkt,23.1,27.72
Bad Lippspringe,Stark Bewölkt,26.5,15.48
Düsseldorf-Flughafen,Wolkig,27.9,28.08
Frankfurt/M.-Flughafen,Stark Bewölkt,26.0,22.32
Fritzlar,Wolkig,26.0,14.4
Gießen Wettenberg,Bedeckt,23.5,24.12
Hahn-Flughafen,Leichter Regen,20.7,14.76
Kahler Asten,Bedeckt,21.4,26.64
Köln-Wahn,Niederschlag,23.4,18.72
Münster/Osnabrück-Flughafen,Stark Bewölkt,26.5,16.92
Nürburg-Barweiler,Bedeckt,21.8,22.68
Offenbach/Wetterpark,Bedeckt,26.6,17.28
Saarbrücken/Ensheim,Stark Bewölkt,23.0,19.08
Trier-Petrisberg,Stark Bewölkt,23.6,25.56
Wasserkuppe,Stark Bewölkt,20.9,30.6
