Station,Wetter,Temperatur,Windgeschwindigkeit
Arkona,Bedeckt,12.8,50.4
Bremen-Flughafen,Wolkig,16.2,17.28
Cuxhaven,Wolkenlos,15.5,25.2
Emden-Flughafen,Bedeckt,15.9,16.92
Greifswald,Bedeckt,14.8,27.72
Hamburg-Fuhlsbüttel,Wolkig,15.0,24.84
Hannover-Langenhagen,Niederschlag,15.4,16.92
Helgoland,Wolkenlos,12.2,29.16
Kiel-Holtenau,Wolkig,16.2,32.4
List auf Sylt,Leicht Bewölkt,13.0,37.08
Marnitz,Stark Bewölkt,16.5,16.56
Norderney,Wolkenlos,15.1,25.56
Rostock-Warnemünde,Wolkenlos,15.7,33.12
Schleswig,Wolkig,16.3,31.32
Schwerin,Wolkig,15.8,23.04
Westermarkelsdorf,Wolkenlos,13.9,30.24
Angermünde,Stark Bewölkt,16.6,21.96
Berlin-Tegel,Wolkig,15.6,21.24
Brocken,Stark Bewölkt,9.3,18.0
Cottbus,Wolkig,17.0,16.92
Dresden-Klotzsche,Wolkig,15.3,19.44
Erfurt-Bindersleben,Wolkig,14.7,11.16
Fichtelberg,Wolkig,9.5,24.12
Gera-Leumnitz,Wolkig,14.7,9.72
Görlitz,Stark Bewölkt,15.5,18.0
Leipzig-Schkeuditz,Leicht Bewölkt,15.8,15.12
Lindenberg,Leicht Bewölkt,16.0,19.08
Magdeburg,Wolkig,15.8,10.08
Meiningen,Wolkig,14.6,9.0
Neuruppin-Alt Ruppin,Wolkig,16.6,12.6
Potsdam,Wolkig,16.4,20.52
Augsburg-Mühlhausen,Wolkenlos,18.1,8.64
Bamberg,Leicht Bewölkt,17.8,9.36
Feldberg/Schwarzwald,Wolkig,8.4,14.04
Freudenstadt,Wolkenlos,15.2,6.84
Fürstenzell,Wolkenlos,18.0,14.04
Grosser Arber,Leicht Bewölkt,10.8,18.0
Hof Hohensaas,Trocken,14.0,0.72
Hohenpeissenberg,Wolkenlos,15.3,8.64
Kempten,Wolkenlos,17.4,7.2
Konstanz,Wolkenlos,20.9,7.92
Lahr,Wolkenlos,18.7,18.36
Mannheim,Wolkig,17.0,7.56
München-Flughafen,Leicht Bewölkt,18.0,9.72
Nürnberg-Flughafen,Wolkig,17.9,12.24
Oberstdorf,Wolkenlos,17.7,10.44
Oehringen,Stark Bewölkt,17.8,8.279999
Regensburg,Wolkenlos,20.3,13.68
Rheinstetten,Wolkenlos,17.9,12.6
Straubing,Wolkenlos,18.7,11.52
Stuttgart-Echterdingen,Leicht Bewölkt,17.5,8.64
Weiden,Wolkig,17.6,14.04
Würzburg,Wolkig,17.2,13.32
Zugspitze,Trockener Dunst,-0.2,15.12
Aachen,Leicht Bewölkt,14.8,10.08
Bad Lippspringe,Wolkig,15.0,9.36
Düsseldorf-Flughafen,Wolkig,17.9,8.279999
Frankfurt/M.-Flughafen,Wolkig,16.8,7.92
Fritzlar,Leicht Bewölkt,14.8,7.2
Gießen Wettenberg,Leicht Bewölkt,16.9,5.04
Hahn-Flughafen,Trocken,12.9,10.44
Kahler Asten,Wolkig,10.3,11.16
Köln-Wahn,Wolkig,16.3,15.12
Münster/Osnabrück-Flughafen,Wolkig,17.3,14.76
Nürburg-Barweiler,Wolkenlos,13.4,9.0
Offenbach/Wetterpark,Wolkenlos,16.9,6.48
Saarbrücken/Ensheim,Wolkig,16.2,7.92
Trier-Petrisberg,Wolkenlos,16.1,10.44
Wasserkuppe,Wolkenlos,10.8,11.88
